release_date,title,location,s1release_date,genre,imdb,rottentomato,ranking,season
3-Jan-22, Action Pack , United States , 01/04/2022 , Animation ,6.5,,325,season 1 
1-Jan-22, Framed! A Sicilian Murder Mystery , Italy , 01/01/2022 , Comedy ,6.8,,,season 1 
1-Jan-22, Oggy and the Cockroaches: Next Generation , United States , 01/01/2022 , Animation ,6.4,,1,
1-Jan-22, Framed! A Sicilian Murder Mystery , Italy , 01/01/2022 , Comedy ,6.8,,213,season 1 
1-Jan-22, The Hook Up Plan , France , 12/07/2018 , Comedy ,7.1,,183,season 3 
31-Dec-21, Stay Close , United Kingdom , 12/31/2021 , Drama ,6.9,92,11142,season 1 
31-Dec-21, Cobra Kai , United States , 05/02/2018 , Action ,8.5,94,41951,season 4 
31-Dec-21, Queer Eye , United States , 02/07/2018 , Reality-Show ,8.5,93,1633,season 6 
30-Dec-21, Kitz , Germany , 12/30/2021 , Drama ,5.8,40,1889,season 1 
29-Dec-21, Crime Scene: The Times Square Killer , United States , 12/29/2021 , Documentary ,6.5,,379,
29-Dec-21, Crime Scene: The Vanishing at the Cecil Hotel , United States , 02/10/2021 , Documentary ,6,76,6240,season 2 
28-Dec-21, Word Party Presents: Math! , United States , 12/28/2021 , Animation ,7,,2,
26-Dec-21, Ancient Apocalypse , United Kingdom , 01/01/2021 , Documentary , ,,1,season 1 
25-Dec-21, Stories of a Generation - with Pope Francis , Italy , 12/25/2021 , Documentary ,7.5,,,season 1 
24-Dec-21, The Silent Sea , South Korea , 12/24/2021 , Science Fiction ,6.9,75,5487,season 1 
22-Dec-21, WWII in Color: Road to Victory , United States , 12/22/2021 , Documentary ,8.2,,1407,
22-Dec-21, Emily in Paris , United States , 10/02/2020 , Drama ,6.9,62,60985,season 2 
21-Dec-21, Cecilia , Mexico , 12/21/2021 , Drama ,6.7,,8,season 1 
20-Dec-21, Elite Short Stories: Samuel Omar , Spain , 12/20/2021 , Crime ,6.1,,3,
20-Dec-21, The Witcher: Fireplace , United States , 12/20/2021 , Broadcast , ,,,
20-Dec-21, Dynasty , United States , 10/11/2017 , Drama ,7.3,,28135,season 5 
18-Dec-21, Single’s Inferno , United States , 12/18/2021 , Reality-Show ,7.1,,,season 1 
18-Dec-21, Single’s Inferno , South Korea , 01/01/2021 , Reality-Show ,7.2,44,6462,season 1 
17-Dec-21, Decoupled , India , 12/17/2021 , Comedy ,7.9,67,1274,season 1 
17-Dec-21, Fast and Furious Spy Racers , United States , 12/26/2019 , Animation ,5.9,,1577,season 6 
17-Dec-21, The Witcher , United States , 12/20/2019 , Fantasy ,8.1,81,30788,season 2 
16-Dec-21, Aggretsuko , Japan , 04/20/2018 , Animation ,8,96,,season 4 
16-Dec-21, Aggressive Retsuko , Japan , 04/02/2016 , Animation ,8.2,,,season 4 
15-Dec-21, Elite Short Stories: Phillipe Caye Felipe , Spain , 12/15/2021 , Crime ,6.2,,3,
15-Dec-21, Selling Tampa , United States , 12/15/2021 , Reality-Show ,4.7,44,1124,season 1 
14-Dec-21, The Future Diary , Japan , 12/14/2021 , Reality-Show ,7.1,,,season 1 
14-Dec-21, Charlie's Colorforms City , United States , 03/22/2019 , Animation ,6.6,,,season 2 
10-Dec-21, Aranyak , India , 12/10/2021 , Crime ,7.8,100,2076,
10-Dec-21, Twentysomethings: Austin , United States , 12/10/2021 , Reality-Show ,6.2,55,191,season 1 
10-Dec-21, Tiger King: The Doc Antle Story , United States , 12/10/2021 , Documentary ,6.2,,93,
10-Dec-21, Saturday Morning All Star Hits! , United States , 12/10/2021 , Comedy ,7.5,89,,season 1 
10-Dec-21, How To Ruin Christmas , South Africa , 12/16/2020 , Comedy ,6.4,,1205,season 2 
7-Dec-21, Go Dog Go , United States , 01/26/2021 , Animation ,7.2,,2886,season 2 
6-Dec-21, Joe Pickett , United States , 12/06/2021 , Western ,7.4,77,24,season 1 
6-Dec-21, Our Beloved Summer , South Korea , 12/06/2021 , Comedy ,8.2,86,6604,
6-Dec-21, VOIR , United States , 12/06/2021 , Documentary , ,,,
5-Dec-21, You Don't Know Me , United Kingdom , 12/05/2021 , Drama ,6.8,100,3164,season 1 
3-Dec-21, Coming Out Colton , United States , 12/03/2021 , Reality-Show ,6.8,,,season 1 
3-Dec-21, Money Heist: From Tokyo to Berlin , Spain , 09/03/2021 , Documentary ,7.6,,2477,season 2 
3-Dec-21, Jurassic World: Camp Cretaceous , United States , 09/17/2020 , Animation ,7.5,92,16375,season 4 
1-Dec-21, JoJo's Bizarre Adventure , Japan , 10/06/2012 , Animation ,8.5,,1733,season 5 
1-Dec-21, Lost in Space , United States , 04/13/2018 , Science Fiction ,7.3,84,8891,season 3 
28-Nov-21, Nisser , Denmark , 11/28/2021 , Fantasy ,5.6,38,1215,season 1 
26-Nov-21, Light the Night , Taiwan , 11/26/2021 , Drama ,7.4,,1794,
26-Nov-21, Dig Deeper: The Disappearance of Birgit Meier , Germany , 11/26/2021 , Documentary ,7.2,46,142,
25-Nov-21, Super Crooks , Japan , 11/25/2021 , Animation ,7.1,100,36,season 1 
25-Nov-21, F is for Family , United States , 12/18/2015 , Animation ,8,93,554,season 5 
24-Nov-21, The Real World Homecoming: Los Angeles , United States , 11/24/2021 , Reality-Show ,7.4,,,
24-Nov-21, True Story , United States , 11/24/2021 , Drama ,7.4,,4907,season 1 
24-Nov-21, Selling Sunset , United States , 03/22/2019 , Reality-Show ,6.5,68,10347,season 4 
23-Nov-21, Reasonable Doubt: A Tale of Two Kidnappings , Mexico , 11/23/2021 , Documentary ,7.6,,46,
23-Nov-21, The Fastest , United States , 11/23/2021 , Reality-Show ,5.2,,10,
23-Nov-21, Masters of the Universe: Revelation , United States , 07/23/2021 , Animation ,5.4,93,891,season 2 
21-Nov-21, Undercover , Belgium , 02/24/2019 , Crime ,7.8,86,3382,season 3 
20-Nov-21, New World , South Korea , 11/20/2021 , Reality-Show ,3.1,,107,
19-Nov-21, Blown Away: Christmas , Canada , 11/19/2021 , Reality-Show ,6.8,,2,season 1 
19-Nov-21, Cowboy Bebop , United States , 11/19/2021 , Science Fiction ,6.7,46,4871,season 1 
19-Nov-21," The Mind, Explained ", United States , 09/12/2019 , Documentary ,8,,,season 2 
18-Nov-21, Dogs in Space , United States , 11/18/2021 , Animation ,7.2,,,
17-Nov-21, Christmas Flow , France , 11/17/2021 , Comedy ,6,,612,season 1 
17-Nov-21, Strappare lungo i bordi , Italy , 11/17/2021 , Animation , ,,,season 1 
17-Nov-21, Tiger King , United States , 03/20/2020 , Documentary ,7.5,51,7628,season 2 
16-Nov-21, Storybots Laugh Learn Sing , United States , 11/19/2021 , Animation ,8.7,,,season 1 
13-Nov-21, Super Monsters , Japan , 10/13/2017 , Animation ,6.4,,,season 4 
11-Nov-21, Love Never Lies , Spain , 11/11/2021 , Reality-Show , ,,373,
10-Nov-21, Animal , Brazil , 11/10/2021 , Documentary ,7.9,56,828,season 1 
10-Nov-21, Gentefied , United States , 02/21/2020 , Comedy ,7.4,96,27,season 2 
9-Nov-21, Your Life Is A Joke , Germany , 11/09/2021 , Documentary ,5.5,,,
9-Nov-21, Swap Shop , United States , 11/09/2021 , Reality-Show ,6.7,,,season 1 
6-Nov-21, Arcane , United States , 11/06/2021 , Animation ,9,100,16760,season 1 
5-Nov-21, The Club , Turkey , 11/05/2021 , Drama ,7.8,,678,season 1 
5-Nov-21, The Unlikely Murderer , Sweden , 11/05/2021 , Crime ,7,100,275,season 1 
5-Nov-21, Narcos: Mexico , United States , 11/16/2018 , Crime ,8.4,90,9192,season 3 
5-Nov-21, Big Mouth , United States , 09/29/2017 , Animation ,7.9,99,6280,season 5 
4-Nov-21, Catching Killers , United States , 11/04/2021 , Documentary ,6.6,72,1256,season 1 
2-Nov-21, Ridley Jones , United States , 07/13/2021 , Animation ,2.4,,45,season 2 
29-Oct-21, Call My Agent: Bollywood , India , 10/29/2021 , Comedy ,5.8,,590,
29-Oct-21, The Time It Takes , Spain , 10/29/2021 , Drama ,7.1,100,150,season 1 
29-Oct-21, Colin in Black & White , United States , 10/29/2021 , Drama ,6,,305,season 1 
29-Oct-21, Luis Miguel: The Series , Mexico , 04/22/2018 , Drama ,8,,5345,season 3 
29-Oct-21, Deadwind , Finland , 03/14/2018 , Crime ,7.3,80,371,season 3 
27-Oct-21, Guida astrologica per cuori infranti , Italy , 10/27/2021 , Comedy ,7.1,,774,season 1 
27-Oct-21, Sintonia , Brazil , 08/09/2019 , Drama ,6.7,,459,season 2 
26-Oct-21, Soil , Belgium , 10/26/2021 , Drama , ,,329,season 1 
25-Oct-21, Bonus Family , Sweden , 01/30/2017 , Drama ,7.6,88,260,season 4 
22-Oct-21, More than Blue , Taiwan , 10/22/2021 , Drama ,8,,178,season 1 
22-Oct-21, The Raincoat Killer: Chasing a Predator in Korea , South Korea , 10/22/2021 , Documentary ,6.4,70,164,
22-Oct-21, Inside Job , United States , 10/22/2021 , Animation ,7.7,79,3198,season 1 
22-Oct-21, Adventure Beast , United States , 10/22/2021 , Animation ,5.3,,,season 1 
22-Oct-21, Maya and the Three , United States , 10/22/2021 , Animation ,8.1,100,3491,season 1 
22-Oct-21, Locke & Key , Canada , 02/07/2020 , Superhero ,7.3,68,12800,season 2 
21-Oct-21, Insiders , Spain , 10/21/2021 , Reality-Show ,4.6,,149,
21-Oct-21," Sex, Love & Goop ", United States , 10/21/2021 , Reality-Show ,5.1,86,353,season 1 
19-Oct-21, Gabby's Dollhouse , United States , 01/05/2021 , Animation ,7.2,,5479,season 3 
16-Oct-21, Misfit: The Series , Netherlands , 10/16/2021 , Drama ,7,,77,season 1 
15-Oct-21, My Name , South Korea , 10/15/2021 , Mystery ,7.8,100,9726,season 1 
15-Oct-21, Karma’s World , United States , 10/15/2021 , Animation ,7.3,,21,season 1 
15-Oct-21, You , United States , 09/09/2018 , Crime ,7.7,92,47072,season 3 
15-Oct-21, Little Things , India , 10/25/2016 , Comedy ,8.2,74,235,season 4 
14-Oct-21, Another Life , United States , 07/25/2019 , Science Fiction ,5.3,6,489,season 2 
13-Oct-21, Reflection of You , South Korea , 10/13/2021 , Drama ,6.7,,349,
13-Oct-21, Bogdan Boner: Egzorcysta , Poland , 12/03/2020 , Animation ,5.9,,211,season 2 
12-Oct-21, Mighty Express , United States , 09/22/2020 , Animation ,3.9,,638,season 5 
12-Oct-21, The Movies That Made Us , United States , 11/29/2019 , Documentary ,7.6,69,41,season 3 
11-Oct-21, The King's Affection , South Korea , 10/11/2021 , Drama ,7.9,88,10577,
11-Oct-21, The Baby-Sitters Club , United States , 07/03/2020 , Comedy ,7.5,,2325,season 2 
8-Oct-21, House of Secrets: The Burari Deaths , India , 10/08/2021 , Documentary ,7.4,60,1078,season 1 
8-Oct-21, A Tale Dark & Grimm , United States , 10/08/2021 , Animation ,7.3,63,1042,
8-Oct-21, Pretty Smart , United States , 10/08/2021 , Comedy ,5.8,40,178,season 1 
8-Oct-21, Family Business , France , 06/28/2019 , Comedy ,7.4,,775,season 3 
7-Oct-21, Before I Forget , Mexico , 10/07/2021 , Crime , ,,2019,
7-Oct-21, Komi Can't Communicate , Japan , 10/07/2021 , Animation ,7.8,84,75,
7-Oct-21, The Billion Dollar Code , Germany , 10/07/2021 , Drama ,8,97,433,season 1 
7-Oct-21, Sexy Beasts , United Kingdom , 07/21/2021 , Reality-Show ,5.6,22,154,season 2 
7-Oct-21, One of Us Is Lying , United States , 10/07/2021 , Crime ,6.9,90,12370,season 1 
6-Oct-21, Love Is Blind: Brazil , Brazil , 10/06/2021 , Reality-Show ,6.2,,560,season 1 
6-Oct-21, Bad Sport , United States , 10/06/2021 , Documentary ,7.3,100,201,season 1 
6-Oct-21, Baking Impossible , United States , 10/06/2021 , Reality-Show ,7,100,54,season 1 
4-Oct-21, On My Block , United States , 03/16/2018 , Comedy ,7.9,93,1906,season 4 
1-Oct-21, Maid , United States , 10/01/2021 , Drama ,8.4,94,29210,season 1 
30-Sep-21, Luna Park , Italy , 09/30/2021 , Drama ,6.5,76,45,season 1 
30-Sep-21, Love 101 , Turkey , 04/24/2020 , Comedy ,7.4,74,1817,season 2 
29-Sep-21, The Chestnut Man , Denmark , 09/29/2021 , Crime ,7.7,100,5847,season 1 
29-Sep-21, MeatEater , United States , 01/01/2012 , Documentary ,7.6,,2,season 10 
28-Sep-21," Ada Twist, Scientist ", United States , 09/28/2021 , Animation ,7.4,,,season 1 
26-Sep-21, New Heights , Switzerland , 09/26/2021 , Drama ,7,,1,
26-Sep-21, Toy Boy , Spain , 09/07/2019 , Crime ,6.5,,9577,season 2 
24-Sep-21, Ganglands , France , 09/24/2021 , Action ,7.1,,3998,season 1 
24-Sep-21, Jailbirds: New Orleans , United States , 09/24/2021 , Documentary ,6.6,100,3,season 1 
24-Sep-21, Kota Factory , India , 04/16/2019 , Drama ,9,,750,season 2 
24-Sep-21," Vendetta: Truth, Lies and The Mafia ", Italy , 09/24/2021 , Documentary ,6.8,,10,
24-Sep-21, Midnight Mass , Canada , 09/24/2021 , Horror ,7.7,87,4860,season 1 
24-Sep-21, Blood & Water , South Africa , 05/20/2020 , Drama ,6.7,86,3340,season 2 
23-Sep-21, Bangkok Breaking , Thailand , 09/23/2021 , Crime ,5.8,80,203,season 1 
22-Sep-21, Crime Stories: India Detectives , India , 09/22/2021 , Crime ,7.1,,180,season 1 
22-Sep-21, Jaguar , Spain , 09/22/2021 , War ,5.8,60,490,season 1 
22-Sep-21, Monsters Inside: The 24 Faces of Billy Milligan , United States , 09/22/2021 , Documentary ,6.2,22,624,season 1 
22-Sep-21, Dear White People , United States , 04/28/2017 , Comedy ,6.3,88,,season 4 
17-Sep-21, Squid Game , South Korea , 09/17/2021 , Mystery ,8,95,61070,season 1 
17-Sep-21, Chicago Party Aunt , United States , 09/17/2021 , Animation ,5.6,43,14,season 1 
17-Sep-21, Sex Education , United States , 01/11/2019 , Comedy ,8.3,95,21631,season 3 
16-Sep-21, He-Man and the Masters of the Universe , United States , 09/16/2021 , Animation ,5.8,59,26,season 1 
15-Sep-21, Too Hot to Handle: Latino , Mexico , 09/15/2021 , Reality-Show ,5.2,,436,
15-Sep-21, Nailed It! , United States , 03/09/2018 , Reality-Show ,7.5,74,403,season 6 
14-Sep-21, You vs. Wild: Out Cold , United States , 09/14/2021 , Reality-Show ,5.4,,35,
14-Sep-21, The World's Most Amazing Vacation Rentals , United States , 06/18/2021 , Reality-Show ,6.8,,399,season 2 
14-Sep-21, Jack Whitehall: Travels with My Father , United Kingdom , 09/22/2017 , Documentary ,7.6,76,661,season 5 
12-Sep-21, Under Fire , Belgium , 09/12/2021 , Drama ,6.8,,170,season 1 
10-Sep-21, Metal Shop Masters , United States , 09/10/2021 , Reality-Show ,5.7,29,,
10-Sep-21, Lucifer , United States , 01/25/2016 , Superhero ,8.1,88,65635,season 6 
8-Sep-21, Into the Night , Belgium , 05/01/2020 , Drama ,7.1,,4164,season 2 
8-Sep-21, The Circle , United States ,     Netflix , Relationship ,7.2,60,10757,season 3 
7-Sep-21, Octonauts: Above & Beyond , United Kingdom , 09/07/2021 , Animation ,7.2,,218,
7-Sep-21, Kid Cosmic , United States , 02/02/2021 , Animation ,7.9,91,,season 2 
6-Sep-21, The Perfect Mother , Germany , 04/28/2022 , Crime ,5.9,,2337,season 1 
6-Sep-21, On the Verge , France , 09/06/2021 , Comedy ,6.5,60,745,
6-Sep-21, Countdown: Inspiration4 Mission to Space , United States , 09/06/2021 , Documentary ,7.8,93,,season 1 
3-Sep-21, Money Heist: From Tokyo to Berlin , Spain , 09/03/2021 , Documentary ,7.6,,2477,season 1 
3-Sep-21, Sharkdog , United States , 09/03/2021 , Animation ,6,100,2497,
3-Sep-21, Money Heist , Spain , 05/02/2017 , Action ,8.2,94,75444,season 5 
2-Sep-21, Q-Force , United States , 09/02/2021 , Animation ,6.6,33,4,season 1 
1-Sep-21, Turning Point: 9/11 and the War on Terror , United States , 09/01/2021 , Documentary ,7.9,,5915,season 1 
1-Sep-21, How to Be a Cowboy , United States , 09/01/2021 , Reality-Show ,7.4,,,season 1 
31-Aug-21, Sparking Joy with Marie Kondo , United States , 08/31/2021 , Reality-Show ,6.4,100,,season 1 
29-Aug-21, The Ingenuity of the Househusband , Japan , 08/29/2021 , Comedy ,6.7,,20,
28-Aug-21, Hometown Cha-Cha-Cha , South Korea , 08/28/2021 , Comedy ,8.4,95,15703,
27-Aug-21, King of Boys: The Return of the King , Nigeria , 08/27/2021 , Drama ,6.8,,657,
27-Aug-21, D.P. , South Korea , 08/27/2021 , Drama ,6,,1302,
27-Aug-21, Titletown High , United States , 08/27/2021 , Reality-Show ,5.7,20,,
26-Aug-21, Family Reunion , United States , 07/10/2019 , Comedy ,6.6,,2047,season 4 
25-Aug-21, Open Your Eyes , Poland , 08/25/2021 , Science Fiction ,6.5,80,313,
25-Aug-21, John of God: The Crimes of a Spiritual Healer , Brazil , 08/25/2021 , Documentary ,6.5,100,27,
25-Aug-21, Post Mortem: Ingen dør i Skarnes , Norway , 08/25/2021 , Mystery ,7.1,,337,
25-Aug-21, Motel Makeover , United States , 08/25/2021 , Reality-Show ,5,4,50,season 1 
25-Aug-21, Clickbait , United States , 08/25/2021 , Crime ,7.2,59,12010,season 1 
23-Aug-21, The Witcher: Nightmare of the Wolf , United States , 08/23/2021 , Animation ,7.2,100,3027,
20-Aug-21, Everything Will Be Fine , Mexico , 08/20/2021 , Comedy , ,,89,
20-Aug-21, The Chair , United States , 08/20/2021 , Drama ,7.2,86,2759,season 1 
13-Aug-21, Brand New Cherry Flavor , United States , 08/13/2021 , Mystery ,7.1,78,377,season 1 
13-Aug-21, Gone for Good , France , 08/13/2021 , Crime ,6.3,40,1962,
13-Aug-21, Valeria , Spain , 05/08/2020 , Drama ,6.5,67,4657,season 2 
13-Aug-21, Fast and Furious Spy Racers , United States , 12/26/2019 , Animation ,5.9,,1577,season 5 
13-Aug-21, Grace and Frankie , United States , 05/08/2015 , Comedy ,8.2,90,3006,season 7 
12-Aug-21, AlRawabi School for Girls , Jordan , 08/12/2021 , Drama ,7.3,93,5310,season 1 
12-Aug-21, Slasher , Canada , 03/04/2016 , Horror ,6.7,66,,season 4 
11-Aug-21, Bake Squad , United States , 08/11/2021 , Reality-Show ,6.9,58,1441,season 1 
10-Aug-21, Gabby's Dollhouse , United States , 01/05/2021 , Animation ,7.2,,5479,season 2 
6-Aug-21, Navarasa , India , 08/06/2021 , Drama ,5.8,,884,season 1 
6-Aug-21, Hit & Run , United States , 08/06/2021 , Mystery ,7,83,10295,season 1 
4-Aug-21, Cooking With Paris , United States , 08/04/2021 , Reality-Show ,5.3,29,44,season 1 
4-Aug-21, Cocaine Cowboys: The Kings of Miami , United States , 08/04/2021 , Documentary ,7.1,100,1597,season 1 
4-Aug-21, Control Z , Mexico , 05/22/2020 , Drama ,6.8,64,6414,season 2 
4-Aug-21, Car Masters: Rust to Riches , United States , 09/14/2018 , Reality-Show ,8.4,,1641,season 3 
30-Jul-21, Centaurworld , United States , 07/30/2021 , Animation ,7.7,100,,
30-Jul-21, Myth & Mogul: John DeLorean , United States , 07/30/2021 , Documentary ,6.8,100,4,season 1 
30-Jul-21, Outer Banks , United States , 04/15/2020 , Drama ,7.5,70,32926,season 2 
29-Jul-21, Behind the Music , United States , 07/29/2021 , Documentary , ,,,season 16 
29-Jul-21, Transformers: War for Cybertron , United States , 07/30/2020 , Animation ,7.2,90,250,season 3 
28-Jul-21, The Snitch Cartel: Origins , Colombia , 07/28/2021 , Crime ,5.8,,8447,
28-Jul-21, Tattoo Redo , United States , 07/28/2021 , Reality-Show ,5.9,46,267,season 1 
27-Jul-21, Plastic Cup Boyz: Laughing My Mask Off! , United States , 07/27/2021 , Documentary ,5.5,,,
27-Jul-21, Mighty Express , United States , 09/22/2020 , Animation ,3.9,,638,season 4 
27-Jul-21, How to Sell Drugs Online , Germany , 05/31/2019 , Comedy ,7.8,88,4879,Fast (season 3 
23-Jul-21, Revelations: The Masters of the Universe: Revelation Aftershow , United States , 07/23/2021 , Animation , ,,,
23-Jul-21, Feels Like Ishq , India , 07/23/2021 , Comedy ,6.5,,635,
23-Jul-21, Masters of the Universe: Revelation , United States , 07/23/2021 , Animation ,5.4,93,891,season 1 
23-Jul-21, Sky Rojo , Spain , 03/19/2021 , Crime ,6.6,,8036,season 2 
23-Jul-21, The Movies That Made Us , United States , 11/29/2019 , Documentary ,7.6,69,41,season 2 
21-Jul-21, Too Hot to Handle: Brazil , Brazil , 07/21/2021 , Reality-Show ,5.3,40,2629,season 1 
21-Jul-21, Sexy Beasts , United Kingdom , 07/21/2021 , Reality-Show ,5.6,22,154,season 1 
16-Jul-21, Naomi Osaka , United States , 07/16/2021 , Documentary ,6.3,92,,season 1 
16-Jul-21, The Terrornauts , United States , 02/01/1967 , Documentary ,4.9,89,6,season 3 
15-Jul-21, Never Have I Ever , United States , 04/27/2020 , Comedy ,7.8,93,25880,season 2 
14-Jul-21, Heist , United States , 07/14/2021 , Documentary ,6.8,88,1689,season 1 
14-Jul-21, My Unorthodox Life , United States , 07/14/2021 , Reality-Show ,5.7,33,678,season 1 
13-Jul-21, Ridley Jones , United States , 07/13/2021 , Animation ,2.4,,45,season 1 
9-Jul-21, How to Become a Tyrant , United States , 07/09/2021 , Documentary ,7.4,100,2882,season 1 
9-Jul-21, Biohackers , Germany , 08/20/2020 , Drama ,6.8,73,2493,season 2 
9-Jul-21, Virgin River , United States , 12/06/2019 , Drama ,7.4,82,33036,season 3 
9-Jul-21, Atypical , United States , 08/11/2017 , Comedy ,8.2,90,3813,season 4 
8-Jul-21, Elize Matsunaga: Once Upon a Crime , Brazil , 07/08/2021 , Documentary ,5.9,40,226,
8-Jul-21, Resident Evil: Infinite Darkness , United States , 07/08/2021 , Animation ,5.7,50,1469,season 1 
7-Jul-21, The War Next-door , Mexico , 07/07/2021 , Comedy ,5.7,,2877,
7-Jul-21, Cat People , United States , 07/07/2021 , Documentary ,6.5,,,season 1 
7-Jul-21, Dogs , United States , 11/16/2018 , Documentary ,8,92,,season 2 
6-Jul-21, I Think You Should Leave with Tim Robinson , United States , 04/23/2019 , Talk Show ,8,98,,season 2 
5-Jul-21, You Are My Spring , South Korea , 07/05/2021 , Drama ,7.4,,546,season 1 
4-Jul-21, High: Confessions of an Ibiza Drug Mule , United Kingdom , 07/05/2021 , Documentary ,6,,242,season 1 
4-Jul-21, We The People , United States , 07/04/2021 , Animation ,4.1,67,,season 1 
2-Jul-21, Big Timber , United States , 10/08/2020 , Reality-Show ,6.9,,595,season 1 
2-Jul-21, Mortel , France , 11/21/2019 , Science Fiction ,6.5,,39,season 2 
1-Jul-21, Masameer County , Saudi Arabia , 07/01/2021 , Animation ,8,,613,season 1 
1-Jul-21, Generazione 56k , Italy , 07/01/2021 , Comedy ,7.4,,135,season 1 
1-Jul-21, Young Royals , Sweden , 07/01/2021 , Drama ,8.3,100,2808,season 1 
30-Jun-21, Sophie: A Murder In West Cork , United Kingdom , 06/30/2021 , Documentary ,6.8,92,1045,season 1 
30-Jun-21, Somos. , Mexico , 06/30/2021 , Crime ,6.5,67,261,
29-Jun-21, StarBeam , United States , 04/03/2020 , Animation ,7.3,,173,season 4 
25-Jun-21, Ray , India , 06/25/2021 , Crime ,7.1,78,1041,season 1 
25-Jun-21, Visions of Us: LGBTQ+ Latine Representation in TV & Film , United States , 06/25/2021 , Documentary , ,,,
25-Jun-21, Sex/Life , United States , 06/25/2021 , Drama ,5.5,21,45416,season 1 
24-Jun-21, Jiva! , South Africa , 06/24/2021 , Drama , ,,201,season 1 
24-Jun-21, The Naked Director , Japan , 08/08/2019 , Drama ,7.7,,622,season 2 
23-Jun-21, The Parisian Agency: Exclusive Properties , France , 06/23/2021 , Reality-Show ,7.5,,207,
23-Jun-21, Too Hot to Handle , United States , 04/17/2020 , Reality-Show ,4.7,,35050,season 2 
19-Jun-21, Nevertheless , South Korea , 06/19/2021 , Drama ,7.1,80,7247,season 1 
18-Jun-21, So Not Worth It , South Korea , 06/18/2021 , Comedy ,7,80,182,
18-Jun-21, The World's Most Amazing Vacation Rentals , United States , 06/18/2021 , Reality-Show ,6.8,,399,season 1 
18-Jun-21, Elite , Spain , 10/05/2018 , Crime ,7.3,93,36641,season 4 
17-Jun-21, Record of Ragnarok , Japan , 06/17/2021 , Animation ,6.4,72,6707,season 1 
17-Jun-21, Katla , Iceland , 06/17/2021 , Science Fiction ,7,100,3448,season 1 
17-Jun-21, Hospital Playlist , South Korea , 03/12/2020 , Drama ,8.8,,11169,season 2 
17-Jun-21, Black Summer , United States , 04/11/2019 , Horror ,6.6,87,770,season 2 
16-Jun-21, Elite Short Stories: Omar Ander Alexis , Spain , 06/16/2021 , Crime ,7.2,,461,
16-Jun-21, Penguin Town , South Africa , 06/16/2021 , Documentary ,7.9,100,6,season 1 
15-Jun-21, Elite Short Stories: Nadia Guzmán , Spain , 06/15/2021 , Crime ,6.2,,906,
14-Jun-21, Elite Short Stories: Guzmán Caye Rebe , Spain , 06/14/2021 , Crime ,7.4,,797,
13-Jun-21, Tuca & Bertie , United States , 05/03/2019 , Animation ,7.4,99,76,season 2 
11-Jun-21, Lupin , France , 01/08/2021 , Crime ,7.5,97,42707,season 2 
10-Jun-21, Trese , Philippines , 06/11/2021 , Animation ,7,75,409,season 1 
10-Jun-21, Locombianos , Colombia , 06/10/2021 , Documentary ,3.7,,,
9-Jun-21," Fresh, Fried & Crispy ", United States , 06/09/2021 , Reality-Show ,6.3,41,41,season 1 
4-Jun-21, Sweet Tooth , United States , 06/04/2021 , Superhero ,7.8,97,25363,season 1 
4-Jun-21, Feel Good , United Kingdom , 03/18/2020 , Comedy ,7.5,100,55,season 2 
3-Jun-21, Pretty Guardians Sailor Moon Eternal The Movie , Japan , 06/03/2021 , Animation ,6.9,,886,
3-Jun-21, Creator’s File: GOLD , United States , 06/03/2021 , Comedy ,6.1,,28,season 1 
3-Jun-21, Summertime , Italy , 04/29/2020 , Drama ,6.1,89,2774,season 2 
31-May-21, Racket Boys , South Korea , 05/31/2021 , Drama ,4.3,,986,
28-May-21, The Kominsky Method , United States , 11/16/2018 , Comedy ,8.2,93,1393,season 3 
27-May-21, Eden , United States , 05/27/2021 , Animation ,6.6,,,season 1 
27-May-21, Ragnarok , Norway , 01/31/2020 , Fantasy ,7.5,70,7575,season 2 
26-May-21, High on the Hog: How African American Cuisine Transformed America , United States , 05/26/2021 , Documentary ,7.7,,10,season 1 
24-May-21, Mad for Each Other , South Korea , 05/24/2021 , Comedy ,7.9,88,417,
23-May-21, Master of None , United States , 11/06/2015 , Comedy ,8.2,94,184,season 3 
21-May-21, Jurassic World: Camp Cretaceous , United States , 09/17/2020 , Animation ,7.5,92,16375,season 3 
21-May-21, The Neighbor , Spain , 12/31/2019 , Comedy ,4.8,,91,season 2 
20-May-21, Special , United States , 04/12/2019 , Comedy ,7.6,98,,season 2 
19-May-21, Who Killed Sara? , Mexico , 03/24/2021 , Crime ,6.4,41,37208,season 2 
14-May-21, Halston , United States , 05/14/2021 , Drama ,7.5,65,2015,season 1 
14-May-21," Love, Death & Robots ", United States , 03/15/2019 , Animation ,8.4,85,7341,season 2 
14-May-21, Haunted , United States , 10/19/2018 , Horror ,4.7,31,5,season 3 
13-May-21, Castlevania , United States , 07/07/2017 , Animation ,8.3,94,1999,season 4 
12-May-21, The Upshaws , United States , 05/12/2021 , Comedy ,6.9,84,1174,season 1 
11-May-21," Money, Explained ", United States , 05/11/2021 , Documentary ,6.9,67,565,season 1 
10-May-21, Escape The Undertaker , United States , 05/10/2021 , Reality-Show ,4.2,,8,
7-May-21, The Circle: The Afterparty , United States , 05/07/2021 , Broadcast , ,,55,
7-May-21, Jupiter's Legacy , United States , 05/07/2021 , Superhero ,6.7,42,10782,season 1 
