release_date,title,location,s1release_date,genre,imdb,rottentomato,ranking,season
7-May-21, Dynasty , United States , 10/11/2017 , Drama ,7.3,,28135,season 4 
6-May-21, From Cradle to Stage , United States , 01/01/2021 , Documentary , ,,,season 1 
5-May-21, Human: The World Within , United States , 05/05/2021 , Documentary ,6.8,,946,season 1 
5-May-21, Lava Ka Dhaava , India , 05/05/2021 , Reality-Show ,6.5,,,
5-May-21, The Sons of Sam: A Descent Into Darkness , United States , 05/05/2021 , Documentary ,7,58,2108,season 1 
4-May-21, Selena: The Series , Mexico , 12/04/2020 , Drama ,6.9,24,5884,season 2 
30-Apr-21, Pet Stars , United States , 04/30/2021 , Reality-Show ,5.4,,,season 1 
30-Apr-21, The Innocent , Spain , 04/30/2021 , Crime ,7.8,,11843,season 1 
30-Apr-21, The Unremarkable Juanquini , Colombia , 05/15/2020 , Comedy ,4.3,,294,season 2 
29-Apr-21, Yasuke , Japan , 04/29/2021 , Animation ,6.2,93,775,season 1 
28-Apr-21, Headspace Guide to Sleep , United States , 04/28/2021 , Documentary ,6.8,,262,season 1 
28-Apr-21, Sexify , Poland , 04/28/2021 , Comedy ,6.5,83,13208,season 1 
27-Apr-21, Fatma , Turkey , 04/27/2021 , Mystery ,7.4,88,1680,season 1 
27-Apr-21, Go! Go! Cory Carson , United States , 01/04/2020 , Animation ,7.8,100,70,season 4 
26-Apr-21, The Queen of Flow , Colombia , 06/12/2018 , Drama ,7.7,,24083,season 2 
24-Apr-21, Shadow and Bone - The Afterparty , United States , 04/24/2021 , Talk Show , ,,,
23-Apr-21, Shadow and Bone , United States , 04/23/2021 , Fantasy ,7.6,88,29589,season 1 
21-Apr-21, Zero , Italy , 04/21/2021 , Science Fiction ,5.8,53,981,season 1 
20-Apr-21, Izzy's Koala World , Australia , 09/15/2020 , Documentary ,8,,144,season 2 
20-Apr-21, Glow Up: Britain's Next Make-Up Star , United Kingdom , 03/05/2019 , Reality-Show ,6.9,,2894,season 3 
18-Apr-21, Luis Miguel: The Series , Mexico , 04/22/2018 , Drama ,8,,5345,season 2 
16-Apr-21, Dad Stop Embarrassing Me - The Afterparty , United States , 04/16/2021 , Talk Show , ,,,
16-Apr-21, Fast and Furious Spy Racers , United States , 12/26/2019 , Animation ,5.9,,1577,season 4 
16-Apr-21, Van Helsing , United States , 09/23/2016 , Animation ,6.2,53,233,season 5 
14-Apr-21, Law School , South Korea , 04/14/2021 , Crime ,8,100,3532,
14-Apr-21, Dad Stop Embarrassing Me! , United States , 04/14/2021 , Comedy ,4.2,25,952,season 1 
14-Apr-21, The Circle , United States ,     Netflix , Relationship ,7.2,60,10757,season 2 
13-Apr-21, My Love: Six Stories of True Love , United States , 04/13/2021 , Documentary , ,,,
13-Apr-21, Mighty Express , United States , 09/22/2020 , Animation ,3.9,,638,season 3 
11-Apr-21, The Girl from Oslo , Norway , 04/11/2021 , Drama ,6.3,75,3315,season 1 
11-Apr-21, Edens Zero , Japan , 04/11/2021 , Animation ,7.1,92,303,
8-Apr-21, The Way of the Househusband , Japan , 04/08/2021 , Animation ,7.3,86,1301,
7-Apr-21, This is a Robbery: The World's Biggest Art Heist , United States , 04/07/2021 , Documentary ,6.5,,1462,season 1 
7-Apr-21, The Wedding Coach , United States , 04/07/2021 , Reality-Show ,5,,,season 1 
7-Apr-21, Snabba Cash , Sweden , 04/07/2021 , Crime ,7.6,,3395,season 1 
7-Apr-21, The Big Day , United States , 02/14/2021 , Reality-Show ,6.4,,235,season 2 
5-Apr-21, Family Reunion , United States , 07/10/2019 , Comedy ,6.6,,2047,season 3 
2-Apr-21, The Serpent , United Kingdom , 04/02/2021 , Crime ,7.6,68,14055,season 1 
1-Apr-21, Shaman King , Japan , 04/01/2021 , Animation ,7,,2344,season 1 
1-Apr-21, Worn Stories , United States , 04/01/2021 , Documentary ,6.7,100,22,season 1 
1-Apr-21, Prank Encounters , United States , 10/25/2019 , Reality-Show ,5.3,40,6,season 2 
1-Apr-21, Manifest , United States , 09/24/2018 , Mystery ,7.1,78,69564,season 3 
31-Mar-21, The Rational Life , China , 03/31/2021 , Drama ,8,,581,season 1 
31-Mar-21, Haunted: Latin America , United States , 03/31/2021 , Horror , ,,697,season 1 
28-Mar-21, Alba , Spain , 03/28/2021 , Drama ,6.4,,8140,season 1 
26-Mar-21, Magic for Humans Spain , Spain , 03/26/2021 , Reality-Show ,6,,10,season 1 
26-Mar-21, The Irregulars , United Kingdom , 03/26/2021 , Crime ,6,80,8959,season 1 
26-Mar-21, Nailed It! , United States , 03/09/2018 , Reality-Show ,7.5,74,403,season 5 
25-Mar-21, Godzilla Singular Point , Japan , 04/01/2021 , Animation ,6.5,71,112,season 1 
25-Mar-21, DOTA: Dragon's Blood , United States , 03/25/2021 , Animation ,7.8,,1960,season 1 
25-Mar-21, DOTA: Dragon's Blood , United States , 03/25/2021 , Animation ,7.8,,1960,
24-Mar-21, Who Killed Sara? , Mexico , 03/24/2021 , Crime ,6.4,41,37208,season 1 
20-Mar-21, Final Space , United States , 02/26/2018 , Animation ,8.3,85,398,season 3 
19-Mar-21, Country Comfort , United States , 03/19/2021 , Comedy ,6.8,57,389,season 1 
19-Mar-21, Sky Rojo , Spain , 03/19/2021 , Crime ,6.6,,8036,season 1 
19-Mar-21, Alien TV , Australia , 08/21/2020 , Animation ,6.3,,167,season 2 
19-Mar-21, Formula 1: Drive to Survive , United Kingdom , 03/08/2019 , Documentary ,8.6,57,15677,season 3 
18-Mar-21, Glória , Portugal , 11/05/2021 , Drama ,7.9,,317,season 1 
18-Mar-21, B: The Beginning , Japan , 03/02/2018 , Animation ,7.1,,,season 2 
17-Mar-21, Under Suspicion: Uncovering the Wesphael Case , Belgium , 03/17/2021 , Documentary ,6.3,,,
16-Mar-21, Waffles + Mochi , United States , 03/16/2021 , Reality-Show ,7.7,,14,season 1 
15-Mar-21, Zero Chill , United Kingdom , 03/15/2021 , Drama ,5.7,,1631,season 1 
15-Mar-21, Abla Fahita: Drama Queen , Egypt , 03/15/2021 , Comedy ,6.6,,509,season 1 
15-Mar-21, The Lost Pirate Kingdom , United States , 03/15/2021 , Documentary ,6.6,,2432,season 1 
15-Mar-21, The Casketeers , New Zealand , 12/21/2018 , Documentary ,7.5,,,season 4 
12-Mar-21, The One , United Kingdom , 03/12/2021 , Science Fiction ,6.6,41,6824,season 1 
12-Mar-21, Love Alarm , South Korea , 08/22/2019 , Drama ,6.7,80,2068,season 2 
12-Mar-21, Paradise PD , United States , 08/31/2018 , Animation ,6.8,44,1834,season 3 
10-Mar-21, Last Chance U: Basketball , United States , 03/10/2021 , Documentary ,8.3,100,429,season 1 
10-Mar-21, Marriage or Mortgage , United States , 03/10/2021 , Reality-Show ,5.3,64,173,season 1 
10-Mar-21, Caid , France , 03/10/2021 , Crime ,6.2,,278,season 1 
9-Mar-21, The Houseboat , Germany , 03/09/2021 , Documentary ,7.1,,109,
9-Mar-21, StarBeam , United States , 04/03/2020 , Animation ,7.3,,173,season 3 
8-Mar-21, Bombay Begums , India , 03/08/2021 , Drama ,5.1,88,1386,
7-Mar-21, Good Girls , United States , 02/26/2018 , Comedy ,7.7,86,15059,season 4 
6-Mar-21, This Is Pop , Canada , 03/06/2021 , Documentary ,6.9,89,24,season 1 
5-Mar-21, Nevenka: Breaking the Silence , Spain , 03/05/2021 , Documentary ,6.9,,55,
5-Mar-21, City of Ghosts , United States , 03/05/2021 , Animation ,7.6,100,,
4-Mar-21, Pacific Rim: The Black , United States , 03/04/2021 , Animation ,7.1,71,341,season 1 
3-Mar-21, Murder Among the Mormons , United States , 03/03/2021 , Documentary ,7,89,915,season 1 
28-Feb-21, Attenborough's Life in Colour , Australia , 04/22/2021 , Documentary ,8.2,,1908,season 1 
28-Feb-21, Kayko and Kokosh , Poland , 02/28/2021 , Animation ,6.3,,67,
28-Feb-21, High-Rise Invasion , Japan , 02/25/2021 , Animation ,6.5,65,186,season 1 
24-Feb-21, Age of Samurai: Battle for Japan , United States , 02/24/2021 , Documentary ,7.4,,3850,season 1 
24-Feb-21, Canine Intervention , United States , 02/24/2021 , Reality-Show ,6.6,68,,season 1 
24-Feb-21, Ginny & Georgia , United States , 02/24/2021 , Drama ,7.5,64,55815,season 1 
21-Feb-21, The Cook of Castamar , Spain , 02/21/2021 , Drama ,7.4,91,7006,
19-Feb-21, Tribes of Europa , Germany , 02/19/2021 , Science Fiction ,6.7,92,4546,season 1 
18-Feb-21, Rust Valley Restorers , Canada , 12/06/2018 , Documentary ,7.7,83,649,season 3 
17-Feb-21, Sisyphus: The Myth , South Korea , 02/17/2021 , Science Fiction ,7,,5685,season 1 
17-Feb-21, Behind Her Eyes , United Kingdom , 02/17/2021 , Crime ,7.2,63,17409,season 1 
17-Feb-21, Amend: The Fight for America , United States , 02/17/2021 , Documentary ,8,100,,season 1 
16-Feb-21, Why Are You Like This? , Australia , 02/16/2021 , Comedy ,6.5,63,,season 1 
16-Feb-21, Workin' Moms , Canada , 01/10/2017 , Comedy ,7.8,71,7136,season 5 
15-Feb-21, The Crew , United States , 02/15/2021 , Comedy ,6.5,,705,season 1 
14-Feb-21, The Big Day , United States , 02/14/2021 , Reality-Show ,6.4,,235,season 1 
12-Feb-21, Buried by the Bernards , United States , 02/12/2021 , Reality-Show ,7.2,95,1,season 1 
10-Feb-21, Crime Scene: The Vanishing at the Cecil Hotel , United States , 02/10/2021 , Documentary ,6,76,6240,season 1 
8-Feb-21, Black Lightning , United States , 01/16/2018 , Superhero ,6.1,95,147,season 4 
5-Feb-21, Invisible City , Canada , 02/05/2021 , Mystery ,7.2,,1713,season 1 
3-Feb-21, Until Life Do Us Part , Portugal , 02/03/2021 , Drama ,7.4,,7,season 1 
3-Feb-21," Hello, Me! ", South Korea , 02/03/2021 , Comedy ,7.3,,214,
3-Feb-21, Firefly Lane , United States , 02/03/2021 , Drama ,7.5,48,29717,season 1 
2-Feb-21, Kid Cosmic , United States , 02/02/2021 , Animation ,7.9,91,,season 1 
2-Feb-21, Mighty Express , United States , 09/22/2020 , Animation ,3.9,,638,season 2 
2-Feb-21, Interior Design Masters , United Kingdom , 01/01/2019 , Reality-Show ,6.5,40,28,season 2 
2-Feb-21, Tiffany Haddish Presents: They Ready , United States , 08/14/2019 , Documentary ,6.7,53,,season 2 
29-Jan-21, We Are: The Brooklyn Saints , United States , 01/29/2021 , Documentary ,6.5,91,,season 1 
27-Jan-21, 50M2 , Turkey , 01/27/2021 , Crime ,6.9,,1611,season 1 
27-Jan-21, Scissor Seven , China , 01/10/2020 , Animation ,8.4,86,2,season 3 
27-Jan-21, Bonding , Spain , 04/24/2019 , Comedy ,7.1,73,116,season 2 
26-Jan-21, Go Dog Go , United States , 01/26/2021 , Animation ,7.2,,2886,season 1 
26-Jan-21, Marcella , United Kingdom , 04/04/2016 , Crime ,7.4,65,1220,season 3 
23-Jan-21, Love Marriage Divorce , South Korea , 01/23/2021 , Drama ,6.8,,3485,
22-Jan-21, Fate: The Winx Saga , Italy , 01/22/2021 , Fantasy ,6.8,45,23519,season 1 
22-Jan-21, Jurassic World: Camp Cretaceous , United States , 09/17/2020 , Animation ,7.5,92,16375,season 2 
22-Jan-21, Blown Away , Canada , 07/12/2019 , Reality-Show ,7.2,27,275,season 2 
22-Jan-21, Beomineun baro neo , South Korea , 05/04/2018 , Broadcast , ,,,season 3 
20-Jan-21, Madre solo hay dos , Mexico , 01/20/2021 , Comedy ,7.3,82,7382,
20-Jan-21, Spycraft , United States , 01/20/2021 , Documentary ,6.7,50,2580,season 1 
19-Jan-21, Top Secret UFO Projects: Declassified , United States , 01/19/2021 , Documentary ,5.6,,2790,season 1 
19-Jan-21, Hello Ninja , United States , 11/01/2019 , Animation ,6.9,,7,season 4 
19-Jan-21, Kim's Convenience , Canada , 10/11/2016 , Comedy ,8.2,86,487,season 5 
15-Jan-21, Bling Empire , United States , 01/15/2021 , Reality-Show ,5.8,,5671,season 1 
15-Jan-21, Carmen Sandiego , Canada , 01/18/2019 , Animation ,7.9,95,50,season 4 
15-Jan-21, Disenchantment , United States , 08/17/2018 , Animation ,7.2,65,5002,season 2 
13-Jan-21, Night Stalker: The Hunt For a Serial Killer , United States , 01/13/2021 , Documentary ,7.5,71,2449,season 1 
13-Jan-21, The Seven Deadly Sins , Japan , 10/05/2014 , Animation ,7.9,,8534,season 4 
8-Jan-21, Pretend It's a City , United States , 01/08/2021 , Documentary ,8,91,1,season 1 
8-Jan-21, Mighty Little Bheem: Kite Festival , India , 01/08/2021 , Animation ,7.5,,,season 1 
8-Jan-21, Lupin , France , 01/08/2021 , Crime ,7.5,97,42707,season 1 
8-Jan-21, Memorias de Idhún , Spain , 09/10/2020 , Animation ,5.4,,13,season 2 
8-Jan-21, Inside the World's Toughest Prisons , United Kingdom , 04/20/2016 , Documentary ,6.3,,3308,season 5 
6-Jan-21, Surviving Death , United States , 01/06/2021 , Documentary ,6.4,17,655,season 1 
5-Jan-21, Gabby's Dollhouse , United States , 01/05/2021 , Animation ,7.2,,5479,season 1 
5-Jan-21, History of Swear Words , United States , 01/05/2021 , Documentary ,6.4,,578,season 1 
5-Jan-21, Nailed It! Mexico , United States , 02/08/2019 , Reality-Show ,6.3,,32,season 3 
1-Jan-21, Ideias à Venda , Brazil , 01/01/2021 , Reality-Show , ,,,
1-Jan-21, Azcárate: No Holds Barred , Colombia , 01/01/2021 , Documentary ,4,,,
1-Jan-21, The Coyotes , Belgium , 01/01/2021 , Drama ,9.1,,,
1-Jan-21, Cobra Kai - The Afterparty , United States , 01/01/2021 , Talk Show , ,,,
1-Jan-21, Bridgerton - The Afterparty , United States , 01/01/2021 , Talk Show , ,,,
1-Jan-21, Bling Empire - The Afterparty , United States , 01/01/2021 , Talk Show , ,,,
1-Jan-21, Ginny & Georgia - The Afterparty , United States , 01/01/2021 , Talk Show , ,,196,
1-Jan-21, Headspace Guide to Meditation , United States , 01/01/2021 , Documentary ,8.4,,490,season 1 
1-Jan-21, Dream Home Makeover , United States , 10/16/2020 , Reality-Show ,5.7,,1020,season 2 
1-Jan-21, Monarca , Mexico , 09/13/2019 , Drama ,7.8,,901,season 2 
1-Jan-21, Cobra Kai , United States , 05/02/2018 , Action ,8.5,94,41951,season 3 
31-Dec-20, Chilling Adventures of Sabrina , United States , 10/26/2018 , Fantasy ,7.4,82,5665,season 4 
30-Dec-20, SanPa Sins of the Savior , Italy , 12/30/2020 , Documentary ,7.8,,196,season 1 
30-Dec-20, Best Leftovers Ever! , United States , 12/30/2020 , Reality-Show ,5.7,38,37,season 1 
30-Dec-20, Equinox , Denmark , 12/30/2020 , Mystery ,6.1,100,1441,season 1 
30-Dec-20, Transformers: War for Cybertron , United States , 07/30/2020 , Animation ,7.2,90,250,season 2 
26-Dec-20, Go! Go! Cory Carson , United States , 01/04/2020 , Animation ,7.8,100,70,season 3 
26-Dec-20, Fast and Furious Spy Racers , United States , 12/26/2019 , Animation ,5.9,,1577,season 3 
25-Dec-20, Bridgerton , United States , 12/25/2020 , History ,7.4,82,71902,season 1 
22-Dec-20, Rhyme Time Town Singalongs , United States , 12/22/2020 , Animation ,8.1,,4,
21-Dec-20," ariana grande: excuse me, i love you ", United States , 12/21/2020 , Concerts ,6.3,57,1817,
18-Dec-20, Sweet Home , South Korea , 12/18/2020 , Horror ,7.3,83,5398,season 1 
18-Dec-20, Home for Christmas , Norway , 12/05/2019 , Comedy ,7.7,,2430,season 2 
16-Dec-20, BREAK IT ALL: The History of Rock in Latin America , Argentina , 12/16/2020 , Documentary ,7.6,,563,
16-Dec-20, Anitta: Made in Honório , Brazil , 12/16/2020 , Documentary ,6.9,97,228,
16-Dec-20, How To Ruin Christmas , South Africa , 12/16/2020 , Comedy ,6.4,,1205,season 1 
16-Dec-20, The Ripper , United Kingdom , 12/16/2020 , Documentary ,7.1,82,2164,season 1 
14-Dec-20, Tiny Pretty Things , United States , 12/14/2020 , Drama ,5.9,53,11575,season 1 
14-Dec-20, Hilda , United Kingdom , 09/21/2018 , Animation ,8.5,100,3,season 2 
13-Dec-20, Black Space , Israel , 12/13/2020 , Crime ,6.7,,685,
11-Dec-20, The Mess You Leave Behind , Spain , 12/11/2020 , Drama ,6.8,,6033,season 1 
10-Dec-20, Alice in Borderland , Japan , 12/10/2020 , Mystery ,7.7,84,20658,season 1 
9-Dec-20, The Surgeon's Cut , United States , 12/09/2020 , Documentary ,8.5,100,75,season 1 
9-Dec-20, The Big Show Show , United States , 04/06/2020 , Comedy ,6.3,,1418,season 2 
9-Dec-20, The Expanding Universe of Ashley Garcia , United States , 02/17/2020 , Comedy ,6.8,,349,season 3 
8-Dec-20, Mr. Iglesias , United States , 06/21/2019 , Comedy ,7.1,72,172,season 3 
7-Dec-20, Room 2806: The Accusation , France , 12/07/2020 , Documentary ,7,,900,season 1 
5-Dec-20, Detention , Taiwan , 12/05/2020 , Mystery ,6.3,,224,season 1 
4-Dec-20, Kings of Jo'Burg , South Africa , 12/04/2020 , Crime ,5.2,,1166,season 1 
4-Dec-20, Bhaag Beanie Bhaag , India , 12/04/2020 , Comedy ,3.5,,396,season 1 
4-Dec-20, Selena: The Series , Mexico , 12/04/2020 , Drama ,6.9,24,5884,season 1 
4-Dec-20, Big Mouth , United States , 09/29/2017 , Animation ,7.9,99,6280,season 4 
3-Dec-20, Bogdan Boner: Egzorcysta , Poland , 12/03/2020 , Animation ,5.9,,211,season 1 
2-Dec-20, Alien Worlds , United Kingdom , 12/02/2020 , Documentary ,6.5,,2653,season 1 
1-Dec-20, The Holiday Movies That Made Us , United States , 12/01/2020 , Documentary ,6.8,,26,season 1 
27-Nov-20, ÜberWeihnachten , Germany , 11/27/2020 , Comedy ,6.7,,329,season 1 
27-Nov-20, Virgin River , United States , 12/06/2019 , Drama ,7.4,82,33036,season 2 
27-Nov-20, Sugar Rush Christmas , United States , 11/29/2019 , Reality-Show ,6.9,,388,season 2 
25-Nov-20, Shawn Mendes: Live in Concert , United Kingdom , 11/25/2020 , Concerts ,7.2,,,
"Nov , 202020", Mismatched , India , 11/20/2020 , Drama ,5.8,,2767,
"Nov , 202020", Voices of Fire , United States , 11/20/2020 , Reality-Show , ,,,season 1 
18-Nov-20, Holiday Home Makeover with Mr. Christmas , United States , 11/18/2020 , Reality-Show ,5.9,,60,season 1 
17-Nov-20, We Are the Champions , United States , 11/17/2020 , Documentary ,7.1,80,734,season 1 
17-Nov-20, The Boss Baby: Back in Business , United States , 04/06/2018 , Animation ,6.5,70,6730,season 4 
15-Nov-20, The Crown , United Kingdom , 11/04/2016 , History ,8.6,86,52506,season 4 
13-Nov-20, Los favoritos de Midas , Spain , 11/13/2020 , Drama ,6.6,,769,season 1 
12-Nov-20, Ethos , Turkey , 11/12/2020 , Drama ,8.5,,1265,season 1 
11-Nov-20, A Queen Is Born , Brazil , 11/11/2020 , Reality-Show , ,,,
11-Nov-20, Trial 4 , United States , 11/11/2020 , Documentary ,7.4,100,658,season 1 
11-Nov-20, Aunty Donna's Big Ol' House of Fun , Australia , 11/11/2020 , Comedy , ,,98,season 1 
11-Nov-20, The Liberator , United States , 11/11/2020 , Animation ,7.6,69,1232,season 1 
10-Nov-20, Trash Truck , United States , 11/10/2020 , Animation ,8.6,100,427,
10-Nov-20, Dash & Lily , United States , 11/10/2020 , Comedy ,7.5,100,4037,season 1 
6-Nov-20, Country Ever After , United States , 11/06/2020 , Reality-Show , ,,,season 1 
5-Nov-20, Carmel: Who Killed Maria Marta? , Argentina , 11/05/2020 , Documentary ,7,,725,
5-Nov-20, Paranormal , Egypt , 11/05/2020 , Horror ,8,96,2028,season 1 
4-Nov-20, Kärlek & Anarki , Sweden , 11/04/2020 , Drama ,7.4,100,2339,season 1 
1-Nov-20, Voice , 11/04/2019 ,     Netflix , Serial killer , ,,78,season 2 
30-Oct-20, Shadowplay , Germany , 10/30/2020 , Drama ,7,,1365,
30-Oct-20, Somebody Feed Phil , United States , 01/12/2018 , Documentary ,8.3,80,49,season 4 
30-Oct-20, Suburra: Blood on Rome , Italy , 10/06/2017 , Crime ,7.9,,545,season 3 
27-Oct-20, Blood of Zeus , United States , 10/27/2020 , Animation ,7.5,100,3382,season 1 
26-Oct-20, Sisters , United Kingdom , 10/25/2017 , Comedy , ,,,season 3 
23-Oct-20, Move , United States , 10/23/2020 , Documentary ,7.4,,,season 1 
23-Oct-20, The Queen's Gambit , United States , 10/23/2020 , Drama ,8.6,96,55325,season 1 
23-Oct-20, Barbarians , Germany , 10/23/2020 , History ,7.2,86,13124,season 1 
21-Oct-20, My Next Guest Needs No Introduction With David Letterman , United States , 01/12/2018 , Talk Show ,7.8,63,256,season 3 
19-Oct-20, Unsolved Mysteries , United States , 07/01/2020 , Documentary ,7.3,78,10493,season 2 
16-Oct-20, Alguien tiene que morir , Mexico , 10/16/2020 , Crime ,6.3,,1142,season 1 
16-Oct-20, Dream Home Makeover , United States , 10/16/2020 , Reality-Show ,5.7,,1020,season 1 
16-Oct-20, Grand Army , United States , 10/16/2020 , Drama ,7.5,83,459,season 1 
16-Oct-20, La Révolution , France , 10/16/2020 , Drama ,6.6,,3165,season 1 
16-Oct-20, The Last Kids on Earth , United States , 09/17/2019 , Animation ,7.3,,165,season 3 
15-Oct-20, Social Distance , United States , 10/15/2020 , Drama ,5.9,,,season 1 
14-Oct-20, The Gift , Turkey , 12/27/2019 , Mystery ,7,,2271,season 1 
13-Oct-20, The Cabin with Bert Kreischer , United States , 10/13/2020 , Reality-Show ,6.9,,114,season 1 
