link,language,words,kudos,comments,bookmarks,hits
https://archiveofourown.org/works/45308677,English,"4,255",392,122,25,5544
https://archiveofourown.org/works/46519282,English,"17,318",135,85,16,1808
https://archiveofourown.org/works/46616701,English,"1,626",21,10,3,244
https://archiveofourown.org/works/46616434,English,"6,948",53,5,6,335
https://archiveofourown.org/works/46616116,English,234,0,0,0,29
https://archiveofourown.org/works/46481659,English,"17,463",146,183,13,1573
https://archiveofourown.org/works/46608505,English,"2,489",49,17,2,549
https://archiveofourown.org/works/45793852,English,"105,297",140,242,23,2880
https://archiveofourown.org/works/46612807,English,"1,362",79,18,5,416
https://archiveofourown.org/works/46612975,English,"1,839",13,1,1,149
https://archiveofourown.org/works/46612264,English,"2,218",31,7,2,298
https://archiveofourown.org/works/46469533,English,"5,184",100,34,12,1033
https://archiveofourown.org/works/46093528,English,"26,220",238,131,31,3198
https://archiveofourown.org/works/46597123,English,"2,403",145,21,10,572
https://archiveofourown.org/works/46381468,English,"5,169",111,29,14,1271
https://archiveofourown.org/works/45773677,English,"29,774",371,419,45,5606
https://archiveofourown.org/works/46266553,English,"21,627",96,27,8,1133
https://archiveofourown.org/works/46128526,English,"11,201",87,22,7,1099
https://archiveofourown.org/works/46593232,English,"4,050",80,6,5,490
https://archiveofourown.org/works/46592665,English,988,59,3,1,284
https://archiveofourown.org/works/46568935,English,"2,759",15,4,1,312
https://archiveofourown.org/works/46589206,English,"5,240",97,9,8,558
https://archiveofourown.org/works/46203505,English,"5,087",52,11,7,710
https://archiveofourown.org/works/46587247,English,"1,281",7,1,0,114
https://archiveofourown.org/works/46588315,English,"2,254",38,3,2,209
https://archiveofourown.org/works/46313794,English,"9,854",61,62,5,619
https://archiveofourown.org/works/46183210,English,"10,107",54,21,3,869
https://archiveofourown.org/works/46229668,English,"10,559",232,42,24,2873
https://archiveofourown.org/works/46466170,Українська,"6,078",3,0,0,19
https://archiveofourown.org/works/45817276,English,"3,907",47,8,2,930
https://archiveofourown.org/works/46211653,English,"4,053",57,10,4,551
https://archiveofourown.org/works/46366897,English,"6,216",107,38,15,1306
https://archiveofourown.org/works/46575103,English,"1,383",59,3,1,342
https://archiveofourown.org/works/46280236,English,"12,963",447,189,50,4712
https://archiveofourown.org/works/45552637,English,"11,476",125,15,13,1758
https://archiveofourown.org/works/46570273,English,"2,793",68,1,3,517
https://archiveofourown.org/works/46568050,English,874,62,6,10,423
https://archiveofourown.org/works/46315813,English,"9,442",178,27,16,1879
https://archiveofourown.org/works/46563514,English,"1,520",75,19,2,666
https://archiveofourown.org/works/46562428,English,"3,219",21,2,1,193
https://archiveofourown.org/works/46516504,English,"3,207",27,6,3,272
https://archiveofourown.org/works/46560958,English,"2,792",103,5,8,840
https://archiveofourown.org/works/46232947,English,"9,396",112,38,23,810
https://archiveofourown.org/works/46557160,English,"5,708",95,13,10,692
https://archiveofourown.org/works/44782213,Українська,"4,204",2,2,0,43
https://archiveofourown.org/works/46546858,English,"3,881",36,8,3,279
https://archiveofourown.org/works/46545607,English,477,3,0,0,46
https://archiveofourown.org/works/46512439,English,"3,298",36,12,4,223
https://archiveofourown.org/works/46545298,English,"2,981",101,17,6,907
https://archiveofourown.org/works/46544185,English,727,9,3,0,63
https://archiveofourown.org/works/46225141,English,"11,147",161,60,21,1628
https://archiveofourown.org/works/46108750,English,"10,025",180,69,14,2420
https://archiveofourown.org/works/46533181,English,"1,670",69,16,6,550
https://archiveofourown.org/works/46036882,English,"40,616",334,389,42,7174
https://archiveofourown.org/works/45361381,English,"26,948",241,171,44,3622
https://archiveofourown.org/works/46374463,English,"2,975",30,10,3,269
https://archiveofourown.org/works/45196636,English,"16,559",174,38,27,4407
https://archiveofourown.org/works/46531756,English,"3,344",38,9,2,771
https://archiveofourown.org/works/46520635,English,"11,662",86,11,8,556
https://archiveofourown.org/works/45474022,English,"17,265",85,33,11,874
https://archiveofourown.org/works/46429513,English,"11,662",123,102,10,1355
https://archiveofourown.org/works/46514785,English,918,157,42,10,882
https://archiveofourown.org/works/46510540,English,"1,161",10,2,0,140
https://archiveofourown.org/works/46445644,English,"3,411",86,12,5,1253
https://archiveofourown.org/works/46367782,English,"9,370",139,7,15,2118
https://archiveofourown.org/works/46493629,English,"2,329",107,13,15,524
https://archiveofourown.org/works/46491514,English,"1,868",171,9,7,968
https://archiveofourown.org/works/46489912,English,837,29,4,3,240
https://archiveofourown.org/works/46490665,English,"5,539",153,32,22,835
https://archiveofourown.org/works/46315132,English,"8,735",38,18,3,444
https://archiveofourown.org/works/46085413,English,"15,989",127,104,13,1783
https://archiveofourown.org/works/46474255,English,"10,762",78,61,10,941
https://archiveofourown.org/works/46473562,English,"3,954",9,5,1,93
https://archiveofourown.org/works/46295881,English,"2,951",32,0,1,227
https://archiveofourown.org/works/44881048,English,"17,472",118,44,16,2007
https://archiveofourown.org/works/46031203,English,"11,407",90,36,11,1184
https://archiveofourown.org/works/46465093,English,547,77,4,3,542
https://archiveofourown.org/works/46339879,English,"2,359",70,10,4,1203
https://archiveofourown.org/works/46452142,English,"1,015",56,12,8,276
https://archiveofourown.org/works/46451566,English,"1,488",108,3,12,794
https://archiveofourown.org/works/45625834,English,"21,046",51,3,3,703
https://archiveofourown.org/works/46447390,English,"4,381",79,4,7,709
https://archiveofourown.org/works/46446364,English,"1,981",171,15,17,1039
https://archiveofourown.org/works/46266304,English,"8,093",84,24,8,1885
https://archiveofourown.org/works/46188124,English,"7,947",148,75,18,1144
https://archiveofourown.org/works/46431190,English,"5,386",35,7,1,266
https://archiveofourown.org/works/46433071,English,"1,814",7,1,0,308
https://archiveofourown.org/works/46432357,English,"2,873",134,10,7,1094
https://archiveofourown.org/works/46431946,English,"7,014",150,15,20,891
https://archiveofourown.org/works/46431418,English,"2,601",200,20,20,1045
https://archiveofourown.org/works/45992374,English,"8,451",66,36,8,404
https://archiveofourown.org/works/46424269,English,"2,677",59,13,5,379
https://archiveofourown.org/works/46422805,English,328,1,0,0,75
https://archiveofourown.org/works/46422130,English,356,1,0,0,31
https://archiveofourown.org/works/46421908,English,"3,394",204,28,25,1323
https://archiveofourown.org/works/45139474,English,"18,614",204,28,24,4098
https://archiveofourown.org/works/46410094,English,"5,337",119,43,9,1068
https://archiveofourown.org/works/45883108,English,"11,068",170,70,15,1798
https://archiveofourown.org/works/45289729,English,"9,647",522,91,79,5766
https://archiveofourown.org/works/46403539,English,"2,003",17,0,0,325
https://archiveofourown.org/works/46403062,English,"2,165",92,15,6,820
https://archiveofourown.org/works/46400428,English,"8,242",219,41,35,1434
https://archiveofourown.org/works/46401100,English,"1,240",46,4,2,316
https://archiveofourown.org/works/42711834,English,"1,138",114,12,11,3373
https://archiveofourown.org/works/46395415,English,"3,459",87,2,0,632
https://archiveofourown.org/works/46388950,English,747,13,2,2,81
https://archiveofourown.org/works/46360597,English,"2,155",73,8,8,847
https://archiveofourown.org/works/45416176,English,"57,507",329,486,52,7104
https://archiveofourown.org/works/44800979,English,"7,499",109,8,15,1649
https://archiveofourown.org/works/46018846,English,"26,140",475,239,67,6386
https://archiveofourown.org/works/46378699,English,627,33,5,1,263
https://archiveofourown.org/works/46375837,English,"3,188",7,2,0,89
https://archiveofourown.org/works/46370536,English,"1,969",83,14,6,586
https://archiveofourown.org/works/45638332,English,"3,115",72,7,5,1281
https://archiveofourown.org/works/46360966,English,"1,486",39,6,1,493
https://archiveofourown.org/works/46358539,English,"4,213",5,2,0,44
https://archiveofourown.org/works/46358098,English,"4,163",71,19,2,919
https://archiveofourown.org/works/46358089,English,"3,894",25,4,2,532
https://archiveofourown.org/works/45064558,English,"1,815",134,10,12,2898
https://archiveofourown.org/works/46353790,English,"3,669",97,8,5,523
https://archiveofourown.org/works/46351537,English,"1,605",173,3,10,1048
https://archiveofourown.org/works/46282243,English,"9,007",262,61,24,3025
https://archiveofourown.org/works/45307531,English,"22,481",152,36,27,2245
https://archiveofourown.org/works/46346389,English,"1,653",120,6,13,745
https://archiveofourown.org/works/46345342,English,"3,500",17,0,1,623
https://archiveofourown.org/works/46329682,English,"13,065",7,0,1,50
https://archiveofourown.org/works/46343647,English,"3,002",28,6,5,233
https://archiveofourown.org/works/46055770,English,"7,116",96,34,13,981
https://archiveofourown.org/works/46325347,English,"10,382",0,0,0,28
https://archiveofourown.org/works/46325395,English,"4,425",175,25,16,1050
https://archiveofourown.org/works/46324702,English,"1,752",78,4,4,797
https://archiveofourown.org/works/45505162,English,"10,008",75,21,13,959
https://archiveofourown.org/works/45928231,English,"18,881",249,122,31,4198
https://archiveofourown.org/works/45965344,English,"16,516",263,48,24,4047
https://archiveofourown.org/works/45474004,English,"54,634",286,188,39,4165
https://archiveofourown.org/works/46320637,English,"1,695",47,0,1,292
https://archiveofourown.org/works/46318897,English,"3,854",89,12,3,442
https://archiveofourown.org/works/46317319,English,"2,233",48,5,2,502
https://archiveofourown.org/works/46288870,English,"1,566",41,2,0,468
https://archiveofourown.org/works/46257373,English,"19,672",130,26,19,1004
https://archiveofourown.org/works/46066087,English,"3,107",137,8,12,1146
https://archiveofourown.org/works/46301008,English,"1,350",127,13,4,1015
https://archiveofourown.org/works/45639436,English,"9,223",71,30,8,2057
https://archiveofourown.org/works/46300423,English,"1,726",174,20,10,1205
https://archiveofourown.org/works/46286143,English,"2,091",280,36,30,1503
https://archiveofourown.org/works/46281751,English,"1,404",12,0,0,81
https://archiveofourown.org/works/46275070,English,"1,422",5,0,1,374
https://archiveofourown.org/works/46269961,English,"1,121",60,4,5,473
https://archiveofourown.org/works/46271611,English,"2,579",131,6,16,816
https://archiveofourown.org/works/46056190,English,"4,158",201,25,18,1224
https://archiveofourown.org/works/46266283,English,"1,091",19,3,0,460
https://archiveofourown.org/works/46263364,English,"2,955",116,4,9,776
https://archiveofourown.org/works/46263262,English,"7,230",139,32,8,951
https://archiveofourown.org/works/46262965,English,"1,627",119,4,6,898
https://archiveofourown.org/works/46258786,English,705,80,7,3,695
https://archiveofourown.org/works/46242589,English,"2,307",55,6,3,483
https://archiveofourown.org/works/46237879,English,"1,291",137,12,6,983
https://archiveofourown.org/works/46237612,English,"2,390",369,49,37,1815
https://archiveofourown.org/works/46235575,English,749,18,0,0,313
https://archiveofourown.org/works/46231348,English,"2,395",18,2,1,261
https://archiveofourown.org/works/46231606,English,"1,740",106,12,5,655
https://archiveofourown.org/works/45651097,English,"4,606",188,5,14,2313
https://archiveofourown.org/works/44968729,English,"26,228",526,259,57,13756
https://archiveofourown.org/works/46222927,English,"3,907",123,25,7,888
https://archiveofourown.org/works/46222702,English,650,70,5,2,574
https://archiveofourown.org/works/46219141,English,"2,198",87,14,8,791
https://archiveofourown.org/works/46163245,English,"3,193",253,50,7,2123
https://archiveofourown.org/works/46212685,English,"4,681",63,3,1,619
https://archiveofourown.org/works/44824219,English,"16,443",70,38,12,1199
https://archiveofourown.org/works/46207663,English,"4,472",204,10,21,1262
https://archiveofourown.org/works/46188061,English,"5,123",86,18,12,1691
https://archiveofourown.org/works/45994780,English,"3,302",95,31,8,640
https://archiveofourown.org/works/46199743,English,"1,783",118,7,6,686
https://archiveofourown.org/works/46199239,беларуская,546,4,0,0,20
https://archiveofourown.org/works/46198582,English,"1,601",150,24,6,1003
https://archiveofourown.org/works/46196092,English,"1,616",34,7,5,392
https://archiveofourown.org/works/45769018,English,"9,337",20,0,0,252
https://archiveofourown.org/works/45620473,English,"9,667",140,32,16,1790
https://archiveofourown.org/works/45608017,English,"9,577",486,170,54,4878
https://archiveofourown.org/works/46159789,English,"11,449",51,27,6,343
https://archiveofourown.org/works/46158823,English,840,61,8,2,331
https://archiveofourown.org/works/44911999,English,"84,512",869,480,172,17699
https://archiveofourown.org/works/46156387,English,"1,235",42,13,2,320
https://archiveofourown.org/works/46153141,English,"4,187",224,17,16,1058
https://archiveofourown.org/works/46012726,English,"1,636",39,2,1,433
https://archiveofourown.org/works/46151071,English,"2,024",69,8,2,546
https://archiveofourown.org/works/46148293,English,"2,617",176,4,11,820
https://archiveofourown.org/works/45740263,English,"24,327",96,47,18,1887
https://archiveofourown.org/works/46140007,English,899,161,21,7,844
https://archiveofourown.org/works/46134067,English,588,122,9,7,1131
https://archiveofourown.org/works/45631600,English,"13,679",299,70,33,3498
https://archiveofourown.org/works/46130890,English,966,49,5,0,544
https://archiveofourown.org/works/45877423,English,"4,073",119,20,9,2599
https://archiveofourown.org/works/46111810,English,"18,113",47,9,7,383
https://archiveofourown.org/works/46111621,English,"4,718",36,6,5,489
https://archiveofourown.org/works/45731221,English,"7,653",66,12,4,1365
https://archiveofourown.org/works/46105606,English,384,21,0,0,289
https://archiveofourown.org/works/45982120,English,"15,393",454,225,61,4502
https://archiveofourown.org/works/46103284,English,376,12,0,0,525
https://archiveofourown.org/works/46103200,English,"3,954",75,10,8,550
https://archiveofourown.org/works/46102378,English,"1,639",122,10,8,1361
https://archiveofourown.org/works/46102300,English,"2,037",185,23,20,1104
https://archiveofourown.org/works/46101865,English,"2,026",79,8,4,463
https://archiveofourown.org/works/46101235,English,"3,716",196,32,12,1559
https://archiveofourown.org/works/46106668,English,"12,719",133,20,20,1040
https://archiveofourown.org/works/46099825,English,968,268,22,28,1425
https://archiveofourown.org/works/46097911,English,"5,741",221,34,29,1433
https://archiveofourown.org/works/45906451,English,"9,812",159,44,14,2053
https://archiveofourown.org/works/46096594,English,"2,497",85,6,2,757
https://archiveofourown.org/works/45889246,English,"6,214",168,16,16,1777
https://archiveofourown.org/works/46090408,English,"2,241",278,61,25,1583
https://archiveofourown.org/works/46086682,English,"5,133",113,11,13,850
https://archiveofourown.org/works/44860075,English,"31,409",802,154,130,16042
https://archiveofourown.org/works/45707029,English,"6,353",168,17,12,2210
https://archiveofourown.org/works/46080382,English,937,130,8,9,962
https://archiveofourown.org/works/46077595,Español,"2,300",5,0,0,65
https://archiveofourown.org/works/46014055,English,"3,418",49,4,7,464
https://archiveofourown.org/works/46077070,English,790,30,5,1,171
https://archiveofourown.org/works/46076818,Українська,"1,889",14,5,0,58
https://archiveofourown.org/works/46071751,English,"3,936",39,3,3,212
https://archiveofourown.org/works/46070332,English,"3,300",257,16,24,1425
https://archiveofourown.org/works/46070098,English,"1,417",49,1,2,1136
https://archiveofourown.org/works/46067698,English,983,148,4,5,1427
https://archiveofourown.org/works/46067422,English,"2,720",40,19,2,280
https://archiveofourown.org/works/46066129,English,"1,846",49,5,3,330
https://archiveofourown.org/works/46063084,English,"9,586",316,47,54,2099
https://archiveofourown.org/works/46057189,English,"3,229",84,6,5,626
https://archiveofourown.org/works/46051189,English,"1,506",15,0,1,325
https://archiveofourown.org/works/46048303,English,"1,486",48,4,2,630
https://archiveofourown.org/works/46047928,English,"4,552",100,22,16,491
https://archiveofourown.org/works/45359485,English,"20,676",389,100,42,7331
https://archiveofourown.org/works/45726304,English,"19,578",236,46,24,3500
https://archiveofourown.org/works/45916255,Français,"23,601",1,0,0,33
https://archiveofourown.org/works/46042186,English,"2,971",170,35,15,794
https://archiveofourown.org/works/46040101,English,"1,976",49,0,3,486
https://archiveofourown.org/works/45992107,English,"8,214",214,14,18,1408
https://archiveofourown.org/works/46037554,English,"10,801",160,35,16,1036
https://archiveofourown.org/works/46035781,English,"3,776",207,13,18,1296
https://archiveofourown.org/works/45601189,English,"17,470",38,9,8,910
https://archiveofourown.org/works/46034785,English,"3,111",21,3,2,279
https://archiveofourown.org/works/45610120,English,"4,080",501,57,57,2881
https://archiveofourown.org/works/46034062,English,"1,841",131,9,8,1290
https://archiveofourown.org/works/45631399,English,"5,614",210,45,26,1983
https://archiveofourown.org/works/46032967,English,"1,659",81,6,6,925
https://archiveofourown.org/works/46026142,English,723,73,2,2,788
https://archiveofourown.org/works/46025392,English,945,41,2,0,880
https://archiveofourown.org/works/46021558,English,"3,353",18,5,3,210
https://archiveofourown.org/works/46015855,English,"10,266",92,0,6,914
https://archiveofourown.org/works/46015894,English,"1,389",114,8,10,744
https://archiveofourown.org/works/46014679,English,"1,610",37,5,2,266
https://archiveofourown.org/works/46011940,English,"2,859",90,10,5,672
https://archiveofourown.org/works/46011172,English,"6,803",132,13,17,2317
https://archiveofourown.org/works/45179152,English,"60,153",967,551,119,25963
https://archiveofourown.org/works/46004761,English,"1,224",73,8,5,732
https://archiveofourown.org/works/46004182,English,"3,121",207,22,24,1200
https://archiveofourown.org/works/45673180,English,"25,801",159,74,29,2125
https://archiveofourown.org/works/46001686,English,"3,660",111,30,6,1342
https://archiveofourown.org/works/46000972,English,"1,477",9,9,0,234
https://archiveofourown.org/works/46000672,English,"1,328",8,4,1,143
https://archiveofourown.org/works/46015144,English,"2,546",55,3,3,638
https://archiveofourown.org/works/45995317,English,912,2,0,0,27
https://archiveofourown.org/works/45990073,English,598,53,6,3,409
https://archiveofourown.org/works/45987448,English,419,23,0,0,276
https://archiveofourown.org/works/45986320,English,"2,658",172,5,12,1271
https://archiveofourown.org/works/45985753,English,"1,349",62,3,4,561
https://archiveofourown.org/works/45985786,English,840,60,1,3,498
https://archiveofourown.org/works/45984541,English,773,40,3,0,486
https://archiveofourown.org/works/45982501,English,458,50,0,0,551
https://archiveofourown.org/works/45981832,English,"1,051",60,10,2,458
https://archiveofourown.org/works/45977116,English,"1,231",9,2,1,167
https://archiveofourown.org/works/45976288,English,"1,379",348,16,26,2080
https://archiveofourown.org/works/45972253,English,"7,831",145,47,21,1066
https://archiveofourown.org/works/45973294,English,"2,526",140,9,9,923
https://archiveofourown.org/works/45969571,English,"2,204",159,12,12,915
https://archiveofourown.org/works/45967765,English,"1,172",131,5,9,875
https://archiveofourown.org/works/45967603,English,"5,351",143,8,8,1079
https://archiveofourown.org/works/45176500,English,"26,758",232,108,33,5684
https://archiveofourown.org/works/45943195,English,200,61,4,3,529
https://archiveofourown.org/works/45806023,English,"5,202",58,8,5,809
https://archiveofourown.org/works/45959839,English,"1,237",25,0,1,454
https://archiveofourown.org/works/45959410,English,725,13,10,1,96
https://archiveofourown.org/works/45959260,English,"15,096",188,43,37,1386
https://archiveofourown.org/works/45958765,English,"1,440",98,4,5,643
https://archiveofourown.org/works/45958507,English,"1,909",87,2,4,1031
https://archiveofourown.org/works/45956908,English,"1,126",118,4,3,661
https://archiveofourown.org/works/45956830,English,"1,128",28,2,0,810
https://archiveofourown.org/works/45956380,English,"1,251",62,4,2,541
https://archiveofourown.org/works/45898684,English,"4,526",135,18,10,1498
https://archiveofourown.org/works/45955846,English,"3,415",51,4,2,1049
https://archiveofourown.org/works/45270820,English,"1,746",59,7,7,833
https://archiveofourown.org/works/45954985,English,"1,375",205,37,13,1284
https://archiveofourown.org/works/45953536,English,"1,788",284,22,39,1268
https://archiveofourown.org/works/45949939,English,"1,761",105,19,11,1046
https://archiveofourown.org/works/45949594,English,"4,144",202,12,19,1200
https://archiveofourown.org/works/45949207,English,"1,233",95,12,9,516
https://archiveofourown.org/works/45949255,English,"1,482",136,6,7,903
https://archiveofourown.org/works/45948973,English,"5,676",166,28,16,1110
https://archiveofourown.org/works/45948691,English,"2,897",117,8,9,562
https://archiveofourown.org/works/45299590,English,"8,947",52,12,4,467
https://archiveofourown.org/works/45946945,English,800,71,6,1,474
https://archiveofourown.org/works/45946711,English,500,30,9,2,281
https://archiveofourown.org/works/45946471,English,395,42,0,3,414
https://archiveofourown.org/works/45944800,English,"2,839",70,3,4,758
https://archiveofourown.org/works/45941917,English,"3,710",47,6,3,680
https://archiveofourown.org/works/45939247,English,"1,355",139,28,14,579
https://archiveofourown.org/works/45938020,English,"1,113",126,12,6,1101
https://archiveofourown.org/works/45931798,English,"2,399",354,37,39,1805
https://archiveofourown.org/works/45679222,English,"7,500",110,14,9,1550
https://archiveofourown.org/works/45926998,English,"1,213",61,4,1,435
https://archiveofourown.org/works/45926257,English,"2,095",48,5,2,434
https://archiveofourown.org/works/45088573,English,"15,215",236,25,33,5972
https://archiveofourown.org/works/45575005,English,"9,770",165,49,14,1724
https://archiveofourown.org/works/45923554,English,845,146,26,12,981
https://archiveofourown.org/works/45923083,English,937,70,4,1,545
https://archiveofourown.org/works/45922597,English,"2,051",172,20,10,1153
https://archiveofourown.org/works/45921664,English,"4,361",33,0,2,228
https://archiveofourown.org/works/45919786,English,"7,499",136,18,10,1023
https://archiveofourown.org/works/45781543,English,"3,718",30,3,3,256
https://archiveofourown.org/works/45917170,English,"1,255",49,11,3,334
https://archiveofourown.org/works/45917161,English,"2,408",75,4,5,561
https://archiveofourown.org/works/45915469,English,607,104,5,4,886
https://archiveofourown.org/works/45913645,English,"1,937",165,5,14,1551
https://archiveofourown.org/works/45913267,English,474,106,5,3,546
https://archiveofourown.org/works/45912622,English,672,122,10,3,812
https://archiveofourown.org/works/45912517,English,"2,935",85,4,3,910
https://archiveofourown.org/works/45902416,English,"3,128",76,7,5,812
https://archiveofourown.org/works/45908167,English,"4,314",61,6,6,904
https://archiveofourown.org/works/45907522,English,"1,268",81,8,3,589
https://archiveofourown.org/works/45907612,English,"1,411",263,23,29,1282
https://archiveofourown.org/works/45906832,English,692,93,12,7,487
https://archiveofourown.org/works/45906346,English,"1,649",69,4,3,611
https://archiveofourown.org/works/45904690,English,"1,973",114,3,7,688
https://archiveofourown.org/works/45903577,English,"2,942",156,26,12,742
https://archiveofourown.org/works/45901207,English,"1,408",141,21,9,797
https://archiveofourown.org/works/45900238,English,"1,277",138,15,9,1110
https://archiveofourown.org/works/45900211,English,"2,420",59,4,2,578
https://archiveofourown.org/works/45898153,English,"1,327",52,2,2,468
https://archiveofourown.org/works/45898195,English,517,110,16,6,741
https://archiveofourown.org/works/45862360,English,"4,223",55,17,6,591
https://archiveofourown.org/works/45665989,English,"4,749",29,4,5,289
https://archiveofourown.org/works/45892129,English,"2,200",128,23,9,590
https://archiveofourown.org/works/45890218,English,"2,158",57,3,8,403
https://archiveofourown.org/works/45889840,English,"1,278",172,14,13,1278
https://archiveofourown.org/works/45874990,English,"8,795",164,9,13,1183
https://archiveofourown.org/works/45888514,English,562,158,6,9,1154
https://archiveofourown.org/works/45887671,English,"1,457",156,18,8,859
https://archiveofourown.org/works/45906250,English,727,67,7,3,432
https://archiveofourown.org/works/45886432,English,"1,455",108,4,5,791
https://archiveofourown.org/works/45885187,English,"1,236",360,30,37,1974
https://archiveofourown.org/works/45885139,English,611,45,0,1,724
https://archiveofourown.org/works/45883669,English,"2,512",111,14,9,624
https://archiveofourown.org/works/45880315,English,"1,143",51,12,1,458
https://archiveofourown.org/works/45874843,English,"1,633",167,5,11,1082
https://archiveofourown.org/works/45491884,English,"5,832",134,13,13,1370
https://archiveofourown.org/works/45868420,English,"1,268",53,5,8,407
https://archiveofourown.org/works/45859756,English,"2,663",189,41,15,1638
https://archiveofourown.org/works/45667579,English,"9,431",177,11,18,2281
https://archiveofourown.org/works/45846748,English,"1,003",128,14,11,878
https://archiveofourown.org/works/45844012,English,"3,187",59,14,10,537
https://archiveofourown.org/works/45797791,English,"12,789",155,18,15,1608
https://archiveofourown.org/works/45525949,English,"12,005",307,51,36,3283
https://archiveofourown.org/works/45858562,English,"3,421",108,5,2,1071
https://archiveofourown.org/works/45825607,English,"1,812",235,14,26,1454
https://archiveofourown.org/works/45228928,English,"4,841",96,18,8,4206
https://archiveofourown.org/works/45430072,English,"18,137",43,29,4,971
https://archiveofourown.org/works/45822442,English,945,60,10,4,382
https://archiveofourown.org/works/45820903,English,"1,025",14,3,0,126
https://archiveofourown.org/works/45820789,English,"1,855",60,5,2,509
https://archiveofourown.org/works/45820549,English,727,125,10,9,573
https://archiveofourown.org/works/44318566,English,"9,163",81,24,16,1855
https://archiveofourown.org/works/45818764,English,"10,670",147,11,27,943
https://archiveofourown.org/works/45815488,English,"1,612",143,3,10,876
https://archiveofourown.org/works/45815194,English,"1,766",10,0,1,164
https://archiveofourown.org/works/45796330,English,981,30,6,1,219
https://archiveofourown.org/works/45795295,English,"2,726",21,2,0,270
https://archiveofourown.org/works/45792256,English,"7,111",372,34,41,2723
https://archiveofourown.org/works/44781088,English,"14,207",224,46,27,2931
https://archiveofourown.org/works/45104020,English,"11,928",313,57,37,7647
https://archiveofourown.org/works/45778651,English,"2,431",53,8,5,651
https://archiveofourown.org/works/45774862,English,"2,457",89,6,6,1616
https://archiveofourown.org/works/45771862,English,"1,451",16,9,0,218
https://archiveofourown.org/works/45749431,English,"1,910",35,3,5,438
https://archiveofourown.org/works/45768427,English,587,38,2,0,870
https://archiveofourown.org/works/45768025,English,693,25,0,1,312
https://archiveofourown.org/works/45545299,English,"2,031",60,3,1,1331
https://archiveofourown.org/works/45758899,English,"2,506",10,1,2,173
https://archiveofourown.org/works/45755005,English,"2,458",270,9,22,1831
https://archiveofourown.org/works/45748252,English,"1,768",217,26,15,1444
https://archiveofourown.org/works/45747007,English,"1,496",89,5,4,1182
https://archiveofourown.org/works/44842891,English,"27,737",481,277,53,8391
https://archiveofourown.org/works/45733642,English,609,20,0,1,371
https://archiveofourown.org/works/45729940,English,"3,523",170,4,15,1582
https://archiveofourown.org/works/45728536,English,"2,262",41,7,5,247
https://archiveofourown.org/works/45726136,English,"1,737",60,3,5,923
https://archiveofourown.org/works/45412678,English,"3,604",130,12,10,1538
https://archiveofourown.org/works/45714139,English,"3,840",140,7,10,1726
https://archiveofourown.org/works/45604426,English,"8,676",154,24,24,3287
https://archiveofourown.org/works/45711232,English,"1,902",109,15,7,1105
https://archiveofourown.org/works/45708334,English,"2,849",155,29,9,985
https://archiveofourown.org/works/45707410,English,"3,933",220,20,19,1417
https://archiveofourown.org/works/45703774,English,"2,539",44,5,7,322
https://archiveofourown.org/works/45703534,English,"4,051",351,46,42,1868
https://archiveofourown.org/works/45697195,English,954,169,16,7,1462
https://archiveofourown.org/works/45695437,English,"3,341",82,9,4,699
https://archiveofourown.org/works/45695704,Português brasileiro,"3,144",7,1,0,76
https://archiveofourown.org/works/45692461,English,"3,593",248,44,37,1424
https://archiveofourown.org/works/45688066,Français,"11,555",9,0,0,99
https://archiveofourown.org/works/45684694,English,"3,333",229,20,20,1865
https://archiveofourown.org/works/45509125,English,"15,619",316,57,44,4885
https://archiveofourown.org/works/45683302,English,"2,916",138,13,18,1794
https://archiveofourown.org/works/45679093,English,"2,931",182,19,15,1421
https://archiveofourown.org/works/45309310,English,"24,765",723,188,109,11856
https://archiveofourown.org/works/45675760,English,"6,213",315,21,35,1962
https://archiveofourown.org/works/45674977,English,"4,485",106,11,15,2161
https://archiveofourown.org/works/45381133,English,"2,363",54,7,2,782
https://archiveofourown.org/works/45665002,English,"2,996",364,64,42,2012
https://archiveofourown.org/works/45664660,English,"6,813",220,35,28,1490
https://archiveofourown.org/works/45413728,English,"8,168",41,38,10,509
https://archiveofourown.org/works/45660022,English,"3,418",280,26,32,2123
https://archiveofourown.org/works/45193921,English,"40,206",673,190,93,14262
https://archiveofourown.org/works/45648898,English,"1,359",119,4,7,1105
https://archiveofourown.org/works/45645367,English,"2,152",17,2,3,128
https://archiveofourown.org/works/45232369,English,"3,950",95,1,3,1282
https://archiveofourown.org/works/45632575,English,"1,730",8,2,0,46
https://archiveofourown.org/works/27141959,English,"33,279",201,90,29,4994
https://archiveofourown.org/works/45630778,English,"4,160",305,20,27,1805
https://archiveofourown.org/works/45626272,English,"1,530",62,6,6,407
https://archiveofourown.org/works/45624808,English,"1,589",390,12,29,1953
https://archiveofourown.org/works/45624178,English,782,54,1,2,479
https://archiveofourown.org/works/45618709,English,"4,719",184,29,29,964
https://archiveofourown.org/works/45613867,English,"1,370",166,14,13,2535
https://archiveofourown.org/works/45607801,English,"4,085",230,16,26,2709
https://archiveofourown.org/works/45606988,English,"2,839",177,9,11,1317
https://archiveofourown.org/works/45600478,English,911,61,0,4,856
https://archiveofourown.org/works/45594226,English,"1,422",105,6,9,830
https://archiveofourown.org/works/45590311,English,"1,315",167,16,12,1348
