,fanfic_id,update_date,tag
0,44791411,2023-02-04,Comedy
1,44791411,2023-02-04,Surgery
2,44791411,2023-02-04,Ghosts
3,47484628,2023-05-28,Locklyle
4,47484628,2023-05-28,First Kiss
5,47484628,2023-05-28,Shopping
6,45235999,2023-02-22,Anthony Lockwood Needs a Hug
7,45235999,2023-02-22,POV Anthony Lockwood
8,45235999,2023-02-22,35 Portland Row | Lockwood & Co. Headquarters
9,45235999,2023-02-22,Anthony Lockwood has panic attacks
10,45235999,2023-02-22,anthony lockwood trauma
11,45235999,2023-02-22,Panic Attacks
12,45235999,2023-02-22,lucy carlyle helps lockwood
13,45235999,2023-02-22,mention of lockwood's sister
14,45056584,2023-02-15,Hurt/Comfort
15,45056584,2023-02-15,Angst
16,45056584,2023-02-15,References to Depression
17,45056584,2023-02-15,Implied Relationships
18,45056584,2023-02-15,Anthony Lockwood Needs a Hug
19,45056584,2023-02-15,Hurt Anthony Lockwood
20,45056584,2023-02-15,Spoilers for Lockwood and Co Season 1
21,45056584,2023-02-15,Tired Lucy Carlyle
22,45056584,2023-02-15,Lucy Carlyle And Anthony Lockwood Are In Love
23,45056584,2023-02-15,George Karim Is Wife Material
24,45056584,2023-02-15,Mental Health Issues
25,45056584,2023-02-15,Anthony Lockwood Needs Therapy
26,45056584,2023-02-15,He Gets Lucy Carlyle Instead
27,45056584,2023-02-15,I Made Myself Cry
28,45056584,2023-02-15,Author Is Sleep Deprived
29,45056584,2023-02-15,Not A Fix-It
30,45056584,2023-02-15,Except Kind It Kind Of Is???
31,45056584,2023-02-15,The Biscut Rule
32,45056584,2023-02-15,The Author Regrets Nothing
33,45056584,2023-02-15,Mentions of Blood
34,45056584,2023-02-15,Anthony Lockwood Has Trauma
35,45056584,2023-02-15,Mild Blood
36,45056584,2023-02-15,implied bipolar disorder
37,45056584,2023-02-15,Lucy Carlyle Also Needs Therapy
38,45056584,2023-02-15,She Does Not Get It
39,45056584,2023-02-15,Its Ok Though They Have Each Other
40,45056584,2023-02-15,OTP Feels
41,47517634,2023-06-19,They’re all friends ok
42,47517634,2023-06-19,Theater AU
43,47517634,2023-06-19,Alternate Universe - High School
44,47517634,2023-06-19,stage manager!lucy
45,47517634,2023-06-19,actor!almost everyone else
46,47517634,2023-06-19,music major!quill kipps
47,47517634,2023-06-19,Little Shop of Horrors References
48,47517634,2023-06-19,that’s their show
49,47517634,2023-06-19,lucy and lockwood are in love and everyone else knows it
50,47517634,2023-06-19,not them tho
51,47517634,2023-06-19,more tags to come
52,47517634,2023-06-19,As mulyle as this may seem they’re just girls in theater sorry
53,47517634,2023-06-19,the farthest thing from beta read
54,47517634,2023-06-19,beta reading is over here
55,47517634,2023-06-19,blocking
56,47517634,2023-06-19,sexual tension but not
57,47517634,2023-06-19,more munlyle flirting
58,47517634,2023-06-19,and over her is what ever this is
59,46912513,2023-05-03,Typical Lockwood Angst
60,46912513,2023-05-03,cot3
61,46912513,2023-05-03,Sickfic
62,46912513,2023-05-03,But not in the way you're thinking
63,46912513,2023-05-03,Hurt/Comfort
64,46912513,2023-05-03,The Scientific Method
65,46912513,2023-05-03,Lucy is the only one with common sense
66,46912513,2023-05-03,Sharing a Bed
67,46912513,2023-05-03,First Kiss
68,46912513,2023-05-03,Chaos
69,47159170,2023-06-06,Montague Barnes - mentioned
70,47159170,2023-06-06,Time Loop
71,47159170,2023-06-06,Hurt/Comfort
72,47159170,2023-06-06,Emotional Hurt/Comfort
73,47159170,2023-06-06,Angst
74,47159170,2023-06-06,Suicidal Thoughts
75,47159170,2023-06-06,Eventual Happy Ending
76,47159170,2023-06-06,Whump
77,47159170,2023-06-06,POV Lucy Carlyle
78,47159170,2023-06-06,Lucy Carlyle needs a hug
79,47159170,2023-06-06,Post-Book 05: The Empty Grave (Lockwood & Co.)
80,47159170,2023-06-06,slight spoilers for The Empty Grave and The Creeping Shadow
81,47159170,2023-06-06,Lucy Carlyle Centric
82,47159170,2023-06-06,Protective Quill Kipps
83,47159170,2023-06-06,No Skull
84,47159170,2023-06-06,Found Family
85,47159170,2023-06-06,canon-typical relationships
86,47159170,2023-06-06,Temporary Character Death
87,47159170,2023-06-06,Dissociation
88,47159170,2023-06-06,Grief/Mourning
89,47159170,2023-06-06,Chekhov's Gun
90,47159170,2023-06-06,except it's more like Chekhov's Firing Squad and the author barely knows how firearms work
91,47159170,2023-06-06,tags will update as I think of more
92,44970565,2023-02-12,Post-Traumatic Stress Disorder - PTSD
93,44970565,2023-02-12,Nightmares
94,44970565,2023-02-12,Nightmare Fuel
95,44970565,2023-02-12,Weeping Angels - Freeform
96,44970565,2023-02-12,Kaz Brekker Needs a Hug
97,44970565,2023-02-12,Hurt Kaz Brekker
98,44970565,2023-02-12,Protective Kaz Brekker
99,44970565,2023-02-12,Falling In Love
100,44970565,2023-02-12,Idiots in Love
101,44970565,2023-02-12,Magic
102,44970565,2023-02-12,Magical Realism
103,44970565,2023-02-12,Escape
104,44970565,2023-02-12,Bus
105,44970565,2023-02-12,Haunted Houses
106,44970565,2023-02-12,Book 1: The Screaming Staircase
107,44970565,2023-02-12,The Red Room
108,44970565,2023-02-12,Ghosts
109,44970565,2023-02-12,Blood and Injury
110,44970565,2023-02-12,Tenth Doctor Era
111,44970565,2023-02-12,Mentioned Tenth Doctor
112,44970565,2023-02-12,Music
113,45264931,2023-03-18,Alternate Universe - Buffy The Vampire Slayer Fusion
114,45264931,2023-03-18,Banter
115,45264931,2023-03-18,Strangers to Friends to Lovers
116,45264931,2023-03-18,Pining
117,45264931,2023-03-18,Angst with a Happy Ending
118,45264931,2023-03-18,Suggestive Themes
119,45264931,2023-03-18,6+1
120,45264931,2023-03-18,Slayer!Lucy
121,45264931,2023-03-18,Civilian!Lockwood
122,45264931,2023-03-18,Minor Injuries
123,46930393,2023-05-03,Angst
124,46930393,2023-05-03,Hurt/Comfort
125,46885396,2023-05-01,Hurt/Comfort
126,46885396,2023-05-01,Angst
127,46885396,2023-05-01,Fluff and Angst
128,46885396,2023-05-01,Fluff
129,46885396,2023-05-01,Emotional Hurt/Comfort
130,46885396,2023-05-01,Pre-Relationship
131,46885396,2023-05-01,they're so in love and they don't even know it
132,46885396,2023-05-01,Lucy Carlyle needs a hug
133,46885396,2023-05-01,Mutual Pining
134,46885396,2023-05-01,Found Family
135,44844073,2023-02-07,Plot What Plot/Porn Without Plot
136,44844073,2023-02-07,D/s overtones
137,44844073,2023-02-07,Oral Sex
138,44844073,2023-02-07,Light Humiliation
139,45893086,2023-03-20,fluff with mild angst
140,45893086,2023-03-20,Dancing
141,45893086,2023-03-20,Kissing
142,45893086,2023-03-20,Locklyle Week 2023
143,45893086,2023-03-20,Canon Divergence: Lucy isn't as oblivious as a door knob
144,45893086,2023-03-20,Day 1: Firsts
145,45598954,2023-03-08,5 + 1 Things
146,45598954,2023-03-08,Fluff and Angst
147,45598954,2023-03-08,Canon-Typical Violence
148,45598954,2023-03-08,Singing
149,45598954,2023-03-08,Getting Together
150,45598954,2023-03-08,First Kiss
151,45598954,2023-03-08,I’m American so sorry
152,45598954,2023-03-08,Requited Unrequited Love
153,45598954,2023-03-08,Lucy has it bad
154,45598954,2023-03-08,Singing is sexy guys
155,46858498,2023-05-08,Fluff
156,46858498,2023-05-08,First Kiss
157,46858498,2023-05-08,School
158,46858498,2023-05-08,Fun
159,46858498,2023-05-08,NO DEATH
160,46858498,2023-05-08,Just for Laughs
161,46858498,2023-05-08,School Dance
162,46858498,2023-05-08,all night lock-in
163,46858498,2023-05-08,teenage angst
164,47262397,2023-06-11,Alternate Universe
165,47262397,2023-06-11,Alternate Universe - Canon Divergence
166,47262397,2023-06-11,Alternate Universe - Jessica Lives
167,47262397,2023-06-11,Book Spoilers
168,47262397,2023-06-11,Growing Up Together
169,47262397,2023-06-11,Family Feels
170,47262397,2023-06-11,Team as Family
171,47262397,2023-06-11,Trauma
172,47262397,2023-06-11,Amputation
173,47262397,2023-06-11,Canon-Typical Violence
174,47200708,2023-05-18,Hoosier Quill Kipps
175,47200708,2023-05-18,Midwestern Lockwood & Co
176,47200708,2023-05-18,Minnesotan Lucy Carlyle
177,47200708,2023-05-18,Missourian Anthony Lockwood
178,47200708,2023-05-18,Missourian George Karim
179,47200708,2023-05-18,"Excessive Use of the term ""hoosier"""
180,47200708,2023-05-18,author is clearly from St. Louis
181,47200708,2023-05-18,american writing americans
182,47200708,2023-05-18,the waffle house index
183,47200708,2023-05-18,Storm Chasing
184,47200708,2023-05-18,Skull is a white Jeep Wrangler
185,47200708,2023-05-18,Waffle House
186,47200708,2023-05-18,Warning: Set in Missouri
187,47200708,2023-05-18,the biscuit rule except the trio are in the midwest and we call them cookies gosh darn it
188,47200708,2023-05-18,also it's not the biscuit rule but the Beer Rule
189,47200708,2023-05-18,pre-locklyle but the pining is there
190,47200708,2023-05-18,Simp Anthony Lockwood
191,47200708,2023-05-18,Oblivious Lucy Carlyle
192,47295070,2023-05-20,Anthony Lockwood is a sad boy
193,47295070,2023-05-20,Hurt/Comfort
194,47295070,2023-05-20,Book Spoilers
195,47295070,2023-05-20,I Wrote This Instead of Sleeping
196,47295070,2023-05-20,i don’t know how to tag
197,47295070,2023-05-20,Anthony Lockwood Needs a Hug
198,47295070,2023-05-20,Anthony Lockwood Has Trauma
199,47295070,2023-05-20,POV Lucy Carlyle
200,47295070,2023-05-20,Takes place sometime after the events of tcs
201,47295070,2023-05-20,Lockwood talks about his family
202,47295070,2023-05-20,Lockwood lets Lucy in a little bit
203,47295070,2023-05-20,Angst
204,45052015,2023-02-14,Canon Compliant
205,45052015,2023-02-14,i guess? it can take place anywhere in the canonverse
206,45052015,2023-02-14,Fluff
207,45052015,2023-02-14,Mild Injury
208,45052015,2023-02-14,Banter
209,45052015,2023-02-14,mostly buttered toast though
210,45052015,2023-02-14,Podfic
211,45052015,2023-02-14,Podfic Length: 0-10 Minutes
212,47173234,2023-05-14,Fluff
213,47173234,2023-05-14,Little bit of angst
214,47173234,2023-05-14,american writing brits
215,47173234,2023-05-14,Anthony Lockwood Loves Lucy Carlyle
216,47173234,2023-05-14,Established Relationship
217,47173234,2023-05-14,These Kids Deserve Happiness
218,47173234,2023-05-14,they are in love
219,47173234,2023-05-14,locklyle is forever rotting in my brain
220,47173234,2023-05-14,talks of healing
221,47173234,2023-05-14,Spoilers For The Empty Grave
222,47173234,2023-05-14,Post The Empty Grave
223,47173234,2023-05-14,a very normal 35 Portland Row breakfast
224,47173234,2023-05-14,trip to the London Eye
225,47173234,2023-05-14,no beta we die like ned shaw
226,47173234,2023-05-14,Title from a Lana Del Rey Song
227,47173234,2023-05-14,hardly any plot just vibes
228,47173234,2023-05-14,im trying to cope here so i bring this
229,47173234,2023-05-14,small mentions of abuse if you squint
230,46271533,2023-04-05,Jealousy
231,46271533,2023-04-05,Polyamory
232,46271533,2023-04-05,Polyamory Negotiations
233,46271533,2023-04-05,Developing Relationship
234,46271533,2023-04-05,Kissing
235,46271533,2023-04-05,Boys Kissing
236,46271533,2023-04-05,Jealous George Cubbins | George Karim
237,46271533,2023-04-05,Simp Anthony Lockwood
238,46271533,2023-04-05,they're all in love your honor
239,46271533,2023-04-05,Making Up
240,46271533,2023-04-05,Lucy Carlyle Just Wants To Kiss Her Boyfriends And For Them To Kiss
241,46271533,2023-04-05,No Beta I Die Like Kipps' Talent
242,46271533,2023-04-05,Happy Ending
243,46271533,2023-04-05,Emotional Hurt/Comfort
244,46271533,2023-04-05,Light Angst
245,47901025,2023-06-20,established locklyle
246,47901025,2023-06-20,dystopian au
247,47901025,2023-06-20,dark au
248,47901025,2023-06-20,GoT inspired
249,47901025,2023-06-20,Murder
250,47901025,2023-06-20,Blood and Violence
251,47901025,2023-06-20,Gun Violence
252,47901025,2023-06-20,Book Spoilers
253,47901025,2023-06-20,Aged-Up Character(s)
254,47901025,2023-06-20,Implied Sexual Content
255,47901025,2023-06-20,Sexual Slavery
256,47901025,2023-06-20,Angst
257,47901025,2023-06-20,Angst with a Happy Ending
258,47901025,2023-06-20,Implied/Referenced Torture
259,47773249,2023-06-10,- all media types
260,47773249,2023-06-10,the cabs are white and george is not
261,47773249,2023-06-10,First Kiss
262,47773249,2023-06-10,Getting Together
263,47773249,2023-06-10,Boys Will Be Boys
264,47773249,2023-06-10,(complimentary)
265,47773249,2023-06-10,actually happy and cute for once
266,47773249,2023-06-10,Podfic Welcome
267,47773249,2023-06-10,human translation welcome
268,47773249,2023-06-10,no beta we die like the dead
269,47773249,2023-06-10,poetic writing
270,47773249,2023-06-10,because the inside of Lockwood's head is a pietic place
271,47773249,2023-06-10,sometimes like swinbourne but today like max ehrmann
272,46651936,2023-04-21,five times + 1 fic
273,46651936,2023-04-21,First Kiss
274,46651936,2023-04-21,Pining
275,46651936,2023-04-21,5+1 Things
276,46651936,2023-04-21,Season/Series 01
277,45413584,2023-03-01,Polyamory
278,45413584,2023-03-01,First Kiss
279,45413584,2023-03-01,times three
280,45413584,2023-03-01,Forehead Kisses
281,45413584,2023-03-01,Getting Together
282,47802628,2023-06-11,platonic georcy
283,47802628,2023-06-11,touch averse George Cubbins | George Karim
284,47802628,2023-06-11,autistic-coded George Cubbins | George Karim
285,47802628,2023-06-11,touch starved Lucy carlyle
286,47802628,2023-06-11,basically she falls asleep on his shoulder and he hates it but wants to let her rest
287,47802628,2023-06-11,background Locklyle
288,47802628,2023-06-11,Platonic Cuddling
289,47802628,2023-06-11,Hurt/Comfort
290,47802628,2023-06-11,Good Friend George Cubbins | George Karim
291,47802628,2023-06-11,Nightmares
292,47802628,2023-06-11,Team as Family
293,47802628,2023-06-11,No Spoilers
294,45007039,2023-02-13,Tumblr request
295,45007039,2023-02-13,Hurt/Comfort
296,45007039,2023-02-13,Angst
297,45007039,2023-02-13,Sleeplessness
298,47248693,2023-06-18,Locklyle
299,47248693,2023-06-18,Betaed
300,47248693,2023-06-18,Not Brit Checked
301,47248693,2023-06-18,George Holly and Kipps are So Done
302,47248693,2023-06-18,They're In Love Your Honor
303,47248693,2023-06-18,Pining
304,47248693,2023-06-18,Angst
305,47248693,2023-06-18,I Must Emphasize the Pining
306,47248693,2023-06-18,No Reader We Die Like Sid Morrison
307,47248693,2023-06-18,Hurt/Comfort
308,47248693,2023-06-18,American Lady Writing Brits
309,47248693,2023-06-18,First Kiss Of a Sort
310,47248693,2023-06-18,Author Takes More Liberties Than Anabel Ward
311,47248693,2023-06-18,Case Fic
312,47248693,2023-06-18,POV Anthony Lockwood
313,47248693,2023-06-18,POV Lucy Carlyle
314,47248693,2023-06-18,Not Strictly Canon
315,47248693,2023-06-18,poetic writing
316,47248693,2023-06-18,Spoilers for Lockwood & Co. (Books)
317,47248693,2023-06-18,Canon-Typical Violence
318,47248693,2023-06-18,Implied/Referenced Child Abuse
319,47248693,2023-06-18,Suicidal Thoughts
320,47248693,2023-06-18,DadBarnes Makes an Appearance
321,47248693,2023-06-18,Idiots in Love
322,47248693,2023-06-18,We Stan Jake the Cab Driver
323,45319210,2023-05-03,Hurt/Comfort
324,45319210,2023-05-03,POV First Person
325,45319210,2023-05-03,Minimal use of Y/N
326,45319210,2023-05-03,Forgive Me
327,45319210,2023-05-03,Blood and Injury
328,45319210,2023-05-03,Mutual Pining
329,45319210,2023-05-03,Idiots in Love
330,45319210,2023-05-03,Fluff
331,45319210,2023-05-03,this spiralled quickly
332,45319210,2023-05-03,this was meant to be a short whump fic
333,45319210,2023-05-03,i got carried away
334,45319210,2023-05-03,Anthony Lockwood Needs a Hug
335,45319210,2023-05-03,they're all idiots
336,45319210,2023-05-03,except Flo
337,45319210,2023-05-03,Swearing
338,45319210,2023-05-03,i'm in the process of reading the books
339,45319210,2023-05-03,I'm Bad At Tagging
340,45319210,2023-05-03,reader is a Listener
341,47502532,2023-05-29,First Meetings
342,47502532,2023-05-29,Anthony Lockwood Is A Simp
343,47502532,2023-05-29,Slow Burn
344,47502532,2023-05-29,Romance
345,47502532,2023-05-29,Crushes
346,47502532,2023-05-29,POV Anthony Lockwood
347,46018486,2023-03-26,Crack
348,46018486,2023-03-26,i haven't read the books
349,46018486,2023-03-26,Drabble
350,46018486,2023-03-26,Friendship
351,47279317,2023-05-20,Soulmate AU
352,47279317,2023-05-20,Getting Together
353,47279317,2023-05-20,american writing brits
354,47279317,2023-05-20,wow I actually got this brit-picked this time
355,47279317,2023-05-20,sfw
356,47279317,2023-05-20,Safe for Pandas
357,47279317,2023-05-20,coffee shop meet cute
358,47279317,2023-05-20,POV Third Person
359,47279317,2023-05-20,POV Anthony Lockwood
360,47279317,2023-05-20,Pret A Manger
361,47279317,2023-05-20,Alternate Universe - Modern Setting
362,47279317,2023-05-20,The Problem Doesn't Exist
363,47279317,2023-05-20,no ghosts just vibes
364,47279317,2023-05-20,I can only write Lucy in first person sorry
365,47279317,2023-05-20,Second Chapter: Lucy's POV
366,47895955,2023-06-15,Fake/Pretend Relationship
367,47895955,2023-06-15,First Kiss
368,47895955,2023-06-15,Swimming
369,47895955,2023-06-15,Mutual Pining
370,47895955,2023-06-15,Alternate Universe - High School
371,47895955,2023-06-15,Idiots in Love
372,47895955,2023-06-15,Skull is a real boy in this
373,47703448,2023-06-06,Fluff
374,47703448,2023-06-06,Light Angst
375,47703448,2023-06-06,Suicidal Thoughts
376,47703448,2023-06-06,But ultimate gladness of being alive
377,47703448,2023-06-06,George snark
378,47703448,2023-06-06,Playing with the TV series
379,47751742,2023-06-22,Book Spoilers
380,47751742,2023-06-22,Post-Book The Empty Grave
381,47751742,2023-06-22,Domesticity
382,47751742,2023-06-22,Ghost Hunting
383,47751742,2023-06-22,Anthony Lockwood Loves Lucy Carlyle
384,47751742,2023-06-22,Lucy Carlyle Loves Anthony Lockwood
385,47751742,2023-06-22,Locklyle
386,47751742,2023-06-22,Underage Drinking
387,47751742,2023-06-22,flirting/implied sexual content
388,47751742,2023-06-22,Protective!Lockwood
389,47751742,2023-06-22,Protective!Skull
390,47751742,2023-06-22,some canon divergence
391,47751742,2023-06-22,my own version of how the Problem affected the rest of the world.
392,47751742,2023-06-22,canon typical violence & gore
393,47751742,2023-06-22,Nightmares
394,47751742,2023-06-22,Hurt and comfort
395,47751742,2023-06-22,nightmare about major character death
396,47751742,2023-06-22,but it's just a nightmare
397,47751742,2023-06-22,the character is ok
398,47751742,2023-06-22,and I'll double tag that chapter.
399,46420756,2023-04-11,Angst
400,46420756,2023-04-11,Hurt/Comfort
401,46420756,2023-04-11,Panic Attacks
402,46420756,2023-04-11,discussion of trauma
403,46420756,2023-04-11,Therapy
404,46420756,2023-04-11,the kids aren’t alright
405,46420756,2023-04-11,Canon-Typical Violence
406,46420756,2023-04-11,Aftermath of Torture
407,46420756,2023-04-11,PTSD
408,46420756,2023-04-11,Still some fluff though
409,46420756,2023-04-11,Safe for Pandas
410,45607693,2023-03-09,don't forget matilda
411,45607693,2023-03-09,Herons
412,45607693,2023-03-09,Fluff
413,45607693,2023-03-09,Truth or Dare
414,45607693,2023-03-09,Feelings
415,45607693,2023-03-09,Autistic George Cubbins | George Karim
416,45607693,2023-03-09,Show!Flo
417,45607693,2023-03-09,george and flo being neurodivergent together
418,45607693,2023-03-09,What-If
419,45607693,2023-03-09,Spoilers
420,45607693,2023-03-09,american using british spellcheck
421,45607693,2023-03-09,no beta we die like bickerstaff's patients
422,45607693,2023-03-09,can be read as romantic or gen
423,45554884,2023-03-07,Hurt/Comfort
424,45554884,2023-03-07,Blood and Injury
425,45554884,2023-03-07,First Kiss
426,45554884,2023-03-07,Forehead Kisses
427,45554884,2023-03-07,Idiots in Love
428,45554884,2023-03-07,Concussions
429,45554884,2023-03-07,Suicidal Thoughts
430,45554884,2023-03-07,(nothing too bad - just Lockwood's disregard for his life)
431,45554884,2023-03-07,Found Family
432,45554884,2023-03-07,Getting Together
433,45554884,2023-03-07,Fluff and Angst
434,46687885,2023-05-03,Hurt Anthony Lockwood
435,46687885,2023-05-03,Protective Anthony Lockwood
436,46687885,2023-05-03,Soft Anthony Lockwood
437,46687885,2023-05-03,Oblivious Anthony Lockwood
438,46687885,2023-05-03,Emotionally Repressed Anthony Lockwood
439,46687885,2023-05-03,Protective Lucy Carlyle
440,46687885,2023-05-03,Oblivious Lucy Carlyle
441,46687885,2023-05-03,Anthony Lockwood Loves Lucy Carlyle
442,46687885,2023-05-03,George Cubbins | George Karim is So Done with Lucy Carlyle/Anthony Lockwood
443,46687885,2023-05-03,Flirty Lucy Carlyle
444,46687885,2023-05-03,Badass Lucy Carlyle
445,46687885,2023-05-03,Good Friend George Cubbins | George Karim
446,46687885,2023-05-03,George Cubbins | George Karim Needs a Hug
447,46687885,2023-05-03,Anthony Lockwood Being Anthony Lockwood
448,46687885,2023-05-03,Simp Anthony Lockwood
449,46687885,2023-05-03,Fluff
450,46687885,2023-05-03,Fluff and Angst
451,46687885,2023-05-03,Humor
452,46687885,2023-05-03,Anthony Lockwood in Love
453,46687885,2023-05-03,Lucy Carlyle needs a hug
454,46687885,2023-05-03,Slow Burn
455,46687885,2023-05-03,I Wrote This Instead of Sleeping
456,46687885,2023-05-03,Love Confessions
457,46687885,2023-05-03,Idiots in Love
458,46687885,2023-05-03,Not Actually Unrequited Love
459,47015452,2023-05-07,Masturbation
460,47015452,2023-05-07,Unrequited Crush
461,47015452,2023-05-07,Not Actually Unrequited Love
462,47015452,2023-05-07,it's complicated and that's fine
463,47015452,2023-05-07,rain-soaked lockwood
464,47015452,2023-05-07,happy maysturbation month
465,47015452,2023-05-07,top!Lockwood
466,47015452,2023-05-07,top!lucy
467,47015452,2023-05-07,let them both have a little treat
468,44790955,2023-03-01,Hurt/Comfort
469,44790955,2023-03-01,Canon-Typical Violence
470,46977559,2023-05-06,Lockwood & Co at the Beach
471,46977559,2023-05-06,Anthony Lockwood Loves Lucy Carlyle
472,46977559,2023-05-06,Soft Anthony Lockwood
473,46977559,2023-05-06,POV Anthony Lockwood
474,46977559,2023-05-06,POV Lucy Carlyle
475,46977559,2023-05-06,Oblivious Lucy Carlyle
476,46977559,2023-05-06,Oblivious Anthony Lockwood
477,46977559,2023-05-06,Anthony Lockwood in Love
478,46977559,2023-05-06,Smut
479,46977559,2023-05-06,Fluff and Smut
480,46977559,2023-05-06,Getting Together
481,46977559,2023-05-06,Love Confessions
482,46977559,2023-05-06,First Kiss
483,46977559,2023-05-06,First Time
484,46977559,2023-05-06,Day At The Beach
485,46977559,2023-05-06,Awkward Sexual Situations
486,46977559,2023-05-06,Requited Unrequited Love
487,46977559,2023-05-06,Idiots in Love
488,46977559,2023-05-06,Awkward Boners
489,46977559,2023-05-06,Not Suitable/Safe For Work
490,46977559,2023-05-06,no beta we die like a Visitor
491,46977559,2023-05-06,Not Safe for Pandas
492,46977559,2023-05-06,Humor
493,46977559,2023-05-06,Fluff and Humor
494,46977559,2023-05-06,Sexual Humor
495,46977559,2023-05-06,Tooth-Rotting Fluff
496,45909337,2023-03-21,Casual drinking
497,45909337,2023-03-21,Pining
498,45909337,2023-03-21,Alternate Universe - Modern Setting
499,45909337,2023-03-21,Alternate Universe - College/University
500,45909337,2023-03-21,no beta we die like jack carver
501,45909337,2023-03-21,Bisexual Lucy Carlyle
502,46798210,2023-04-28,Family
503,46798210,2023-04-28,Hurt/Comfort
504,46798210,2023-04-28,Emotional Hurt/Comfort
505,46798210,2023-04-28,Grief/Mourning
506,46798210,2023-04-28,Love
507,46798210,2023-04-28,Sibling Love
508,46798210,2023-04-28,Protective Siblings
509,46798210,2023-04-28,Spoilers
510,46798210,2023-04-28,Spoilers for Book 03: The Hollow Boy (Lockwood & Co.)
511,46798210,2023-04-28,Set Between Book 04: The Creeping Shadow and Book 05: The Empty Grave (Lockwood & Co.)
512,46798210,2023-04-28,Alternate Universe
513,46798210,2023-04-28,hand wavy universe jumping
514,46798210,2023-04-28,how do ghost powers actually work?
515,46798210,2023-04-28,still don't really know
516,46798210,2023-04-28,and don't care but it moves the plot along
517,46798210,2023-04-28,major character death is just mentioned
518,46798210,2023-04-28,but it exists
519,46798210,2023-04-28,unfortunately
520,45153214,2023-02-18,Anthony Lockwood (Mentioned) - Freeform
521,45153214,2023-02-18,Mary Carlyle (Mentioned)
522,45153214,2023-02-18,Lucy Carlyle's Sisters (Mentioned)
523,47727196,2023-06-08,Paparazzi
524,47727196,2023-06-08,Friends and biscuits against the world
525,47727196,2023-06-08,Adults are pretty useless
526,47727196,2023-06-08,Some locklyle fluff
527,45776386,2023-05-14,Enemies to Friends to Lovers
528,45776386,2023-05-14,Slow Burn
529,45776386,2023-05-14,Based on my Desired Reality
530,45776386,2023-05-14,there’s like two storyline’s to this bitch
531,45263785,2023-02-23,Aftermath of Violence
532,45263785,2023-02-23,Gunshot Wounds
533,45263785,2023-02-23,s01 e08 not the eternal
534,45263785,2023-02-23,Missing Scene
535,45474079,2023-03-03,Locklyle
536,45474079,2023-03-03,Episode 5: Death Is Coming
537,45474079,2023-03-03,POV Anthony Lockwood
538,45474079,2023-03-03,what he was thinking after winkmans
539,45474079,2023-03-03,he is tired
540,45474079,2023-03-03,and Not Ok
541,45474079,2023-03-03,(but he's a little better when Lucy's around)
542,45169213,2023-02-20,One Shot Collection
543,45169213,2023-02-20,Characters probably Ooc
544,45169213,2023-02-20,Jealousy
545,45169213,2023-02-20,Fluff
546,45169213,2023-02-20,Domestic Fluff
547,45169213,2023-02-20,Sharing a Bed
548,45169213,2023-02-20,Literal Sleeping Together
549,45477301,2023-03-04,Invites
550,45477301,2023-03-04,fic idea
551,45477301,2023-03-04,I have no idea what I'm doing
552,45477301,2023-03-04,Feelings Realization
553,45477301,2023-03-04,Friends to Lovers
554,45477301,2023-03-04,Gay
555,45477301,2023-03-04,Angst
556,45477301,2023-03-04,bisexual george karim
557,45477301,2023-03-04,Bisexual Lucy Carlyle
558,45477301,2023-03-04,Bisexual Anthony Lockwood
559,45477301,2023-03-04,Polyamory
560,47288461,2023-05-19,Locklyle
561,47288461,2023-05-19,locklyle angst
562,47288461,2023-05-19,after the creeping shadow
563,47288461,2023-05-19,Taylor Swift References
564,47288461,2023-05-19,lucy worrying about george
565,47288461,2023-05-19,lucy being hopelessly in love with lockwood
566,47288461,2023-05-19,lockwood having nightmares
567,47288461,2023-05-19,the capes scene
568,47143930,2023-05-13,First Meetings
569,47143930,2023-05-13,Alternate Universe - Different First Meeting
570,47143930,2023-05-13,Established Relationship
571,47143930,2023-05-13,Comfort
572,47143930,2023-05-13,Fluff
573,47143930,2023-05-13,Falling In Love
574,47143930,2023-05-13,Pre-Relationship
575,47080912,2023-05-10,Pre-Relationship
576,47080912,2023-05-10,Sick Character
577,47080912,2023-05-10,Memories
578,47080912,2023-05-10,Childhood Memories
579,46990882,2023-05-23,Angst
580,46990882,2023-05-23,Fluff
581,46990882,2023-05-23,Domestic Fluff
582,46990882,2023-05-23,Mutual Pining
583,46990882,2023-05-23,Pre-Relationship
584,46990882,2023-05-23,Friends to Lovers
585,46990882,2023-05-23,5 Times
586,46990882,2023-05-23,5 Things
587,46990882,2023-05-23,5+1 Things
588,46990882,2023-05-23,Emotional Hurt/Comfort
589,46990882,2023-05-23,Hurt/Comfort
590,47685940,2023-06-06,Fluff
591,47685940,2023-06-06,Mutual Pining
592,47685940,2023-06-06,Switching between Lucy and Lockwood's POV
593,47685940,2023-06-06,Skull decides to gaslight girlboss gatekeep
594,47685940,2023-06-06,Yearning
595,47685940,2023-06-06,The Usual Lockyle tension
596,47685940,2023-06-06,Canon Compliant
597,47685940,2023-06-06,Set Between Book 04: The Creeping Shadow and Book 05: The Empty Grave (Lockwood & Co.)
598,47685940,2023-06-06,Locklyle
599,47685940,2023-06-06,POV Anthony Lockwood
600,47685940,2023-06-06,Wrote this listening to bags by Clairo hence the title
601,46949680,2023-05-04,Missing Scene
