,fanfic_id,update_date,tag
4184,46847860,2023-04-30,background Locklyle
4185,46847860,2023-04-30,it's mostly Lucy pining tbh
4186,46847860,2023-04-30,Norrie and Lockwood parallels live in my mind rent free
4187,46847860,2023-04-30,the shared trauma of ghost haunting
4188,46847860,2023-04-30,Tea as a love language
4189,46847860,2023-04-30,Nightmares
4190,46847860,2023-04-30,Lucy Carlyle & Holly Munro Bonding
4191,46847860,2023-04-30,Found Family
4192,46847860,2023-04-30,Background Character Death
4193,46847860,2023-04-30,Jacobs and Co feels
4194,46847860,2023-04-30,ALOT of Lucy and Norrie feels
4195,46847860,2023-04-30,POV Lucy Carlyle
4196,46847860,2023-04-30,Protective Lucy Carlyle
4197,46847860,2023-04-30,Lucy Carlyle needs a hug
4198,46847860,2023-04-30,and gets one!
4199,46847860,2023-04-30,George is mentioned a bit
4200,46847860,2023-04-30,Lockwood is mentioned constantly
4201,46847860,2023-04-30,Kipps and Skull are mentioned like once
4202,46847860,2023-04-30,Past Child Abuse
4203,46847860,2023-04-30,35 Portland Row | Lockwood & Co. Headquarters
4204,45952858,2023-03-23,Domestic Fluff
4205,47126380,2023-05-15,Smut
4206,47126380,2023-05-15,Masturbation
4207,47126380,2023-05-15,Mutual Pining
4208,47126380,2023-05-15,Vaginal Fingering
4209,47126380,2023-05-15,Other Additional Tags to Be Added
4210,47126380,2023-05-15,Switch!Anthony Lockwood
4211,47126380,2023-05-15,Switch!Lucy Carlyle
4212,47126380,2023-05-15,Soft Anthony Lockwood
4213,47126380,2023-05-15,Body Worship
4214,47126380,2023-05-15,Oral Sex
4215,47126380,2023-05-15,Shower Sex
4216,47126380,2023-05-15,Light Dom/sub
4217,47126380,2023-05-15,light degradation
4218,47467075,2023-05-29,Sexual Tension
4219,47467075,2023-05-29,Unresolved Sexual Tension
4220,47467075,2023-05-29,Pining
4221,47467075,2023-05-29,Eavesdropping
4222,47467075,2023-05-29,Masturbation
4223,47467075,2023-05-29,Maysturbation
4224,47467075,2023-05-29,one bed
4225,47467075,2023-05-29,Fantasizing
4226,47467075,2023-05-29,Awkward situations
4227,47467075,2023-05-29,Lockwood's over here popping boners
4228,47467075,2023-05-29,Lucy is thirsty for Lockwood
4229,47467075,2023-05-29,Lockwood is horny
4230,47467075,2023-05-29,Lucy is horny
4231,47467075,2023-05-29,they're idiots
4232,47467075,2023-05-29,George is calling them out
4233,47467075,2023-05-29,George has no filter
4234,47467075,2023-05-29,Sexual Situations
4235,47467075,2023-05-29,Smut
4236,47467075,2023-05-29,Dry Humping
4237,47467075,2023-05-29,Oral
4238,47467075,2023-05-29,Attempted Seduction
4239,47467075,2023-05-29,George gives no fucks
4240,47467075,2023-05-29,Lockwood's learning to dirty talk
4241,45448111,2023-03-02,Safe for Pandas
4242,45448111,2023-03-02,Love Confessions
4243,45448111,2023-03-02,Hurt/Comfort
4244,45448111,2023-03-02,Whump
4245,45448111,2023-03-02,First Kiss
4246,45448111,2023-03-02,Arguing
4247,45448111,2023-03-02,Face Punching
4248,45448111,2023-03-02,but it's on accident
4249,45448111,2023-03-02,Bruises
4250,47836729,2023-06-17,Idiots in Love
4251,47836729,2023-06-17,First Kiss
4252,47836729,2023-06-17,Literal Sleeping Together
4253,47836729,2023-06-17,Getting Together
4254,47836729,2023-06-17,Miscommunication
4255,47836729,2023-06-17,Fluff
4256,47836729,2023-06-17,Mutual Pining
4257,47836729,2023-06-17,George Cubbins | George Karim is So Done with Lucy Carlyle/Anthony Lockwood
4258,47836729,2023-06-17,Holly is also done with Lucy/Lockwood
4259,47836729,2023-06-17,Day drinking
4260,47836729,2023-06-17,Book plot show vibes
4261,47836729,2023-06-17,A little angst but there's a happy ending coming
4262,47836729,2023-06-17,Set Between Book 04: The Creeping Shadow and Book 05: The Empty Grave (Lockwood & Co.)
4263,47570875,2023-06-01,Awkward First Times
4264,47570875,2023-06-01,Awkward Sexual Situations
4265,47570875,2023-06-01,Awkward Kissing
4266,47570875,2023-06-01,Soft Anthony Lockwood
4267,47570875,2023-06-01,Possessive Anthony Lockwood
4268,47570875,2023-06-01,Emotionally Repressed Anthony Lockwood
4269,47570875,2023-06-01,Anthony Lockwood Has Trauma
4270,47570875,2023-06-01,Anthony Lockwood Needs a Hug
4271,47570875,2023-06-01,Lucy Carlyle needs a hug
4272,47570875,2023-06-01,Traumatized Lucy Carlyle
4273,47570875,2023-06-01,Long Slow Burn Smut
4274,47119729,2023-05-12,Established Relationship
4275,47119729,2023-05-12,Angry Sex
4276,47119729,2023-05-12,sex while fighting
4277,47119729,2023-05-12,Possessive Behavior
4278,47119729,2023-05-12,Show 'Verse
4279,47119729,2023-05-12,References to Book Events
4280,47119729,2023-05-12,No Book Spoilers
4281,47119729,2023-05-12,Gratuitous References to Folklore/Mythology
4282,47119729,2023-05-12,Hand Jobs
4283,47119729,2023-05-12,Oral Sex
4284,47333542,2023-05-21,Sickfic
4285,47333542,2023-05-21,Fluff
4286,47333542,2023-05-21,Hurt/Comfort
4287,47333542,2023-05-21,Fluff and Hurt/Comfort
4288,47333542,2023-05-21,Vomiting
4289,47333542,2023-05-21,Nausea
4290,47333542,2023-05-21,Hospitals
4291,47333542,2023-05-21,Whump
4292,47333542,2023-05-21,Injury
4293,47333542,2023-05-21,Minor Injuries
4294,47333542,2023-05-21,Holly being the only one in possession of a brain cell
4295,47333542,2023-05-21,(why isn't that a tag)
4296,47333542,2023-05-21,Post-Book 05: The Empty Grave (Lockwood & Co.)
4297,47333542,2023-05-21,extremely minor spoilers tho
4298,47024770,2023-05-07,Meet-Cute
4299,47024770,2023-05-07,First Meetings
4300,47024770,2023-05-07,Alternate Universe - Modern Setting
4301,47024770,2023-05-07,dog parks
4302,46952011,2023-05-04,Short One Shot
4303,46952011,2023-05-04,Self-Reflection
4304,46952011,2023-05-04,Family Issues
4305,46952011,2023-05-04,Headcanon
4306,44902558,2023-02-09,Emotional Baggage
4307,44902558,2023-02-09,Hurt/Comfort
4308,44902558,2023-02-09,Anthony Lockwood Needs a Hug
4309,44902558,2023-02-09,George Karim Deserves The World
4310,44902558,2023-02-09,Anthony Lockwood Is A Simp
4311,44902558,2023-02-09,Anthony Lockwood Is A Dumbass
4312,44902558,2023-02-09,Anthony Lockwood Is In Love
4313,44902558,2023-02-09,Idiots in Love
4314,44902558,2023-02-09,Getting Together
4315,44902558,2023-02-09,Touch-Starved
4316,44902558,2023-02-09,Angst
4317,44902558,2023-02-09,Emotional Hurt/Comfort
4318,44902558,2023-02-09,They're All Stupid And In Love
4319,44902558,2023-02-09,Alternate Universe - Canon Divergence
4320,44902558,2023-02-09,&lt;- just as an excuse for me to write OT3
4321,44902558,2023-02-09,Emotional Turmoil
4322,44902558,2023-02-09,Inner Dialogue
4323,44902558,2023-02-09,Anthony Lockwood Is Emotionally Distant
4324,47232418,2023-05-22,Alternate Universe - Modern Setting
4325,47232418,2023-05-22,Alternate Universe - High School
4326,47232418,2023-05-22,POV Anthony Lockwood
4327,47232418,2023-05-22,POV First Person
4328,47232418,2023-05-22,Unrequited Love
4329,47232418,2023-05-22,Not Actually Unrequited Love
4330,47232418,2023-05-22,Lockwood's just an idiot
4331,47232418,2023-05-22,Lockwood's family is alive
4332,47232418,2023-05-22,A lot of Flashbacks
4333,47232418,2023-05-22,playlist included
4334,47232418,2023-05-22,Safe for Pandas
4335,47232418,2023-05-22,Safe For Lily
4336,47232418,2023-05-22,Childhood Friends
4337,47232418,2023-05-22,Hurt/Comfort
4338,47232418,2023-05-22,References to canon child neglect
4339,47232418,2023-05-22,Reference to Child Abuse
4340,47232418,2023-05-22,but I mark the scene very clearly and it is only the aftermath
4341,47232418,2023-05-22,Fluff and Angst
4342,47232418,2023-05-22,The Lockwoods are the family Lucy deserves
4343,47232418,2023-05-22,Minor Injuries
4344,47232418,2023-05-22,Did i really forget to tag
4345,47232418,2023-05-22,Best Friends to Lovers
4346,47232418,2023-05-22,Friends to Lovers
4347,47019994,2023-05-25,5+1 Things
4348,47019994,2023-05-25,Slow Burn
4349,45974899,2023-03-24,Alternate Universe - Fantasy
4350,45974899,2023-03-24,Princes & Princesses
4351,45974899,2023-03-24,Castles
4352,47577928,2023-06-01,Jealousy
4353,47577928,2023-06-01,skull pov
4354,47577928,2023-06-01,happy summer skullstice ghoulies
4355,47577928,2023-06-01,Ficlet
4356,44974048,2023-02-12,Anthony Lockwood Needs a Hug
4357,44974048,2023-02-12,Hurt/Comfort
4358,44974048,2023-02-12,They all need a hug
4359,44974048,2023-02-12,George Karim actually has common sense
4360,44974048,2023-02-12,Suicidal Thoughts
4361,44974048,2023-02-12,Depression
4362,44974048,2023-02-12,Found Family
4363,44974048,2023-02-12,Past Chatacter Death
4364,44974048,2023-02-12,pre slash
4365,47238895,2023-05-21,Spoilers for Book 05: The Empty Grave (Lockwood & Co.)
4366,47238895,2023-05-21,Love Confessions
4367,47238895,2023-05-21,First Kiss
4368,47238895,2023-05-21,Post-Book 05: The Empty Grave (Lockwood & Co.)
4369,47238895,2023-05-21,Developing Relationship
4370,46997644,2023-05-10,mostly book canon
4371,46997644,2023-05-10,Could work with the TV show
4372,46997644,2023-05-10,Takes place in the middle of THB
4373,46997644,2023-05-10,Aged up characters
4374,46997644,2023-05-10,Dom!Lockwood
4375,46997644,2023-05-10,brat!Lucy
4376,46997644,2023-05-10,sub!lucy
4377,46997644,2023-05-10,repressed!Lockwood
4378,46997644,2023-05-10,repressed!Lucy
4379,46997644,2023-05-10,Sex
4380,46997644,2023-05-10,Library Sex
4381,46997644,2023-05-10,Spanking
4382,46997644,2023-05-10,Masturbation
4383,46997644,2023-05-10,Cock Warming
4384,46997644,2023-05-10,Dirty Talk
4385,46997644,2023-05-10,filthy actually
4386,46997644,2023-05-10,Lockwood is filthy
4387,46997644,2023-05-10,But so is Lucy
4388,46997644,2023-05-10,Lockwood is punishing Lucy
4389,46997644,2023-05-10,Mentions of self-edging
4390,46997644,2023-05-10,Fantasizing
4391,46997644,2023-05-10,Lockwood steals Lucy's knickers again
4392,46997644,2023-05-10,all the filth
4393,46997644,2023-05-10,Potential BDSM
4394,46997644,2023-05-10,mentions of BDSM
4395,46997644,2023-05-10,Mentions of Voyeurism
4396,46997644,2023-05-10,Mentions of exhibitionism
4397,46997644,2023-05-10,blanket apology to Jonathan Stroud
4398,46997644,2023-05-10,I'm so sorry for the filth in this
4399,46997644,2023-05-10,but the author regrets nothing at the same time
4400,46997644,2023-05-10,Oral Fixation
4401,46997644,2023-05-10,they're idiots
4402,46997644,2023-05-10,but kinky idiots
4403,47042248,2023-05-08,I Wrote This While Listening to Taylor Swift's Music
4404,47042248,2023-05-08,Dancing in the Rain
4405,47042248,2023-05-08,First Kiss
4406,47042248,2023-05-08,POV Third Person Omniscient
4407,47042248,2023-05-08,Sunrises
4408,47722444,2023-06-07,OT3
4409,47722444,2023-06-07,cot3
4410,47722444,2023-06-07,Only One Bed
4411,47722444,2023-06-07,First Time
4412,47722444,2023-06-07,Threesome - F/M/M
4413,47722444,2023-06-07,Established Relationship
4414,47722444,2023-06-07,Smut
4415,47722444,2023-06-07,Shameless Smut
4416,47722444,2023-06-07,Hurt/Comfort
4417,47722444,2023-06-07,Minor Injuries
4418,47722444,2023-06-07,Oral Sex
4419,47722444,2023-06-07,Blow Jobs
4420,47722444,2023-06-07,Anal Sex
4421,47722444,2023-06-07,Fluff and Smut
4422,47722444,2023-06-07,Jealousy
4423,47722444,2023-06-07,Not Suitable/Safe For Work
4424,47722444,2023-06-07,NSFP
4425,47722444,2023-06-07,Enthusiastic Consent
4426,47722444,2023-06-07,Memories
4427,47722444,2023-06-07,Love Confessions
4428,47722444,2023-06-07,Falling In Love
4429,47722444,2023-06-07,Panic Attacks
4430,47722444,2023-06-07,Healthy Relationships
4431,47722444,2023-06-07,Queer Themes
4432,47722444,2023-06-07,Polyamory
4433,47200042,2023-05-15,lockwood has like 3 lines lol
4434,47200042,2023-05-15,whatever still counts
4435,47200042,2023-05-15,Future Fic
4436,47200042,2023-05-15,Canon Compliant
4437,47200042,2023-05-15,Epilogue
4438,47200042,2023-05-15,of sorts
4439,47200042,2023-05-15,Post-Book 05: The Empty Grave (Lockwood & Co.)
4440,47200042,2023-05-15,Spoilers for Book 05: The Empty Grave (Lockwood & Co.)
4441,47200042,2023-05-15,Some Humor
4442,47200042,2023-05-15,Late Night Conversations
4443,47200042,2023-05-15,Bittersweet
4444,47200042,2023-05-15,Post-Canon
4445,44816296,2023-02-07,Angst
4446,44816296,2023-02-07,kipps still has his talent
4447,44816296,2023-02-07,Survivors Guilt
4448,44816296,2023-02-07,Post Season 1
4449,44816296,2023-02-07,they were in love your honour
4450,44816296,2023-02-07,Implied/Referenced Self-Harm
4451,44816296,2023-02-07,Implied Relationships
4452,44816296,2023-02-07,Hurt No Comfort
4453,44816296,2023-02-07,no sexual relationships - Freeform
4454,44931259,2023-02-10,Rings
4455,47519422,2023-05-29,Aged-Up Character(s)
4456,47519422,2023-05-29,Canon Compliant
4457,47519422,2023-05-29,Walking In On Someone
4458,47519422,2023-05-29,Masturbation
4459,47519422,2023-05-29,Mutual Masturbation
4460,47519422,2023-05-29,Mutual Pining
4461,47519422,2023-05-29,Accidental Voyeurism
4462,47519422,2023-05-29,POV Alternating
4463,47519422,2023-05-29,5+1 Things
4464,46125103,2023-03-30,Sword Fighting
4465,46125103,2023-03-30,Tea as a love language
4466,46125103,2023-03-30,Sick Character
4467,46125103,2023-03-30,Kissing as a diversion
4468,46125103,2023-03-30,Undercover as a Couple
4469,46125103,2023-03-30,Idiots in Love
4470,46125103,2023-03-30,cot3
4471,46125103,2023-03-30,slaps roof of fic this bad boy can fit so many tropes in it
4472,47422114,2023-05-25,this is my excuse to just rewrite scenes from the hunger games
4473,47422114,2023-05-25,casefic with no actual ghosts
4474,47422114,2023-05-25,they're on a quest
4475,47422114,2023-05-25,i will make them sad
4476,47422114,2023-05-25,author holds no regrets
4477,47422114,2023-05-25,i didnt tag it major character death but technically lockwood dies
4478,47422114,2023-05-25,can you tell i like the hunger games
4479,47422114,2023-05-25,angst?? i think??
4480,47422114,2023-05-25,author does not have a plan
4481,47422114,2023-05-25,I Wrote This While Listening to Taylor Swift's Music
4482,47564686,2023-05-31,Aged-Up Character(s)
4483,47564686,2023-05-31,cot3
4484,47564686,2023-05-31,sfp
4485,47564686,2023-05-31,LGBTQ Character
4486,47564686,2023-05-31,Pre-Poly
4487,47564686,2023-05-31,Developing Relationship
4488,47564686,2023-05-31,confusion reigns
4489,47564686,2023-05-31,relationship conversations
4490,47564686,2023-05-31,coniving shenanigans
4491,47564686,2023-05-31,Doubt
4492,47564686,2023-05-31,Nervousness
4493,47564686,2023-05-31,Hope
4494,47564686,2023-05-31,if you think i'm missing something please say so in comments
4495,47558008,2023-05-31,Hurt/Comfort
4496,47558008,2023-05-31,2 + 1 Fic
4497,47558008,2023-05-31,I can't tag for shit
4498,47558008,2023-05-31,Anthony Lockwood is a Mess
4499,47558008,2023-05-31,Sick Anthony Lockwood
4500,47558008,2023-05-31,Hurt Anthony Lockwood
4501,47558008,2023-05-31,Anthony Lockwood Needs a Hug
4502,47558008,2023-05-31,George Cubbins | George Karim is So Done with Lucy Carlyle/Anthony Lockwood
4503,47558008,2023-05-31,George Cubbins | George Karim Swears
4504,47558008,2023-05-31,Let everyone swear
4505,47558008,2023-05-31,Hidden Injuries
4506,46025245,2023-03-26,Crack
4507,46025245,2023-03-26,No Plot/Plotless
4508,46025245,2023-03-26,Snake as a pet
4509,46025245,2023-03-26,No Beta
4510,46868860,2023-05-01,Angst
4511,46868860,2023-05-01,Angst with a Happy Ending
4512,46868860,2023-05-01,Lots of Angst
4513,46868860,2023-05-01,cannot stress that enough
4514,46868860,2023-05-01,vague happy ending
4515,46868860,2023-05-01,Unrequited Love
4516,46868860,2023-05-01,Not Actually Unrequited Love
4517,46868860,2023-05-01,Kipps is referenced in the form of a cat
4518,46868860,2023-05-01,Autistic George Cubbins | George Karim
4519,46868860,2023-05-01,Overstimulation
4520,46868860,2023-05-01,Crying
4521,46868860,2023-05-01,canon is a joke
4522,46868860,2023-05-01,Vague Book Spoilers
4523,46868860,2023-05-01,not really tho?
4524,46868860,2023-05-01,this is a story about grief and loss not ghosts or canon plot
4525,46868860,2023-05-01,Panic Attacks
4526,45095500,2023-02-16,Tea as an Expression of Deep Love and Affection
4527,45095500,2023-02-16,First Kiss
4528,47784598,2023-06-17,the hollow boy spoilers
4529,47784598,2023-06-17,minor divergences from book canon
4530,47784598,2023-06-17,mostly to track with the way the show characters are different
4531,47784598,2023-06-17,but don't you worry there is so much angst
4532,47784598,2023-06-17,but also some hopefully surprising funny bits
4533,44907388,2023-06-19,Ghosts
4534,44907388,2023-06-19,Coma
4535,44907388,2023-06-19,Emotional Hurt/Comfort
4536,44907388,2023-06-19,Angst
4537,44907388,2023-06-19,Murder
4538,44907388,2023-06-19,Hospitalization
4539,47660152,2023-06-05,cot3
4540,47660152,2023-06-05,NSFW
4541,47660152,2023-06-05,NSFP
4542,47660152,2023-06-05,explicit - Freeform
4543,47660152,2023-06-05,Vaginal Fingering
4544,47660152,2023-06-05,Pride
4545,47660152,2023-06-05,Bisexual
4546,47660152,2023-06-05,demisexual
4547,47660152,2023-06-05,Pansexual
4548,47660152,2023-06-05,Oral Sex
4549,47660152,2023-06-05,Vaginal Sex
4550,47660152,2023-06-05,What other tags???
4551,47660152,2023-06-05,Drinking
4552,47660152,2023-06-05,Semi-Public Sex
4553,46858405,2023-04-30,Moorgate Mill
4554,46858405,2023-04-30,Hurt No Comfort
4555,46858405,2023-04-30,ghostlocked
4556,46858405,2023-04-30,norrie’s pov
4557,46858405,2023-04-30,Lucy Carlyle needs a hug
4558,46858405,2023-04-30,norrie needs a hug
4559,46858405,2023-04-30,Everyone Needs A Hug
4560,46858405,2023-04-30,How Do I Tag
4561,46858405,2023-04-30,I Wrote This Instead of Sleeping
4562,47048677,2023-05-08,Spoilers for Book 03: The Hollow Boy (Lockwood & Co.)
4563,47048677,2023-05-08,Spoilers for Book 04: The Creeping Shadow
4564,47048677,2023-05-08,Angst
4565,47048677,2023-05-08,Angst with a Happy Ending
4566,47048677,2023-05-08,Found Family
4567,47048677,2023-05-08,George Cubbins | George Karim Needs a Hug
4568,47048677,2023-05-08,George Cubbins | George Karim is So Done with Lucy Carlyle/Anthony Lockwood
4569,47048677,2023-05-08,Hurt Anthony Lockwood
4570,47048677,2023-05-08,Mild Hurt/Comfort
4571,47048677,2023-05-08,The Necklace(TM)
4572,47048677,2023-05-08,Show References
4573,47048677,2023-05-08,First Kiss
4574,46827523,2023-04-29,Angst
4575,46827523,2023-04-29,Hurt/Comfort
4576,46827523,2023-04-29,Implied/Referenced Alcohol Abuse/Alcoholism
4577,46827523,2023-04-29,Comfort Sex
4578,46827523,2023-04-29,Dubious Consent
4579,46827523,2023-04-29,Drunk Sex
4580,46827523,2023-04-29,Other Additional Tags to Be Added
4581,46827523,2023-04-29,Tags May Change
4582,46827523,2023-04-29,Aged-Up Character(s)
4583,46827523,2023-04-29,Depression
4584,47088610,2023-05-10,Porn Without Plot
4585,47088610,2023-05-10,banter as per usual
4586,47721877,2023-06-07,Domestic Fluff
4587,47721877,2023-06-07,Domestic Bliss
4588,47721877,2023-06-07,Domestic
4589,47721877,2023-06-07,Established Relationship
4590,47721877,2023-06-07,Pre-Relationship
4591,47721877,2023-06-07,Developing Relationship
4592,47721877,2023-06-07,First Dates
4593,47721877,2023-06-07,Kiss Kiss Fall in Love
4594,47721877,2023-06-07,Idiots in Love
4595,46931593,2023-05-23,Mutual Pining
4596,46931593,2023-05-23,In Bed Together
4597,46931593,2023-05-23,Eventual Smut
4598,46931593,2023-05-23,George is such a good friend
4599,46931593,2023-05-23,Teasing
4600,46931593,2023-05-23,talk of exhibitionism
4601,46931593,2023-05-23,Dirty Talk
4602,46931593,2023-05-23,Lockwood is such a tease
4603,46931593,2023-05-23,Lucy likes it
4604,46931593,2023-05-23,Kinks
4605,46931593,2023-05-23,BDSM
4606,46931593,2023-05-23,Mentiones of BDSM play gone wrong
4607,46931593,2023-05-23,Choking
4608,46931593,2023-05-23,degradation kink
4609,44980867,2023-02-12,They/Them Pronouns for Morgan | D Tier
4610,44980867,2023-02-12,They/Them Pronouns for Alex | S Tier
4611,44980867,2023-02-12,spooky ghosts prompt
4612,44980867,2023-02-12,My first fic
4613,45965872,2023-03-29,Friendship
4614,45965872,2023-03-29,5+1 Things
4615,47536093,2023-05-30,no major spoilers but mentions jessica
4616,47536093,2023-05-30,Locklyle
4617,47536093,2023-05-30,piano music
4618,47536093,2023-05-30,learning an instrument
4619,47536093,2023-05-30,Domestic Fluff
4620,47536093,2023-05-30,First Kiss
4621,47536093,2023-05-30,Lockwood is such a romantic
4622,47356699,2023-05-30,Soulmate-Identifying Marks
4623,47356699,2023-05-30,Soulmates
4624,47356699,2023-05-30,Alternate Universe - Soulmates
4625,47356699,2023-05-30,Romantic Soulmates
4626,47356699,2023-05-30,fusion of book and tv canon again
4627,47356699,2023-05-30,will eventually contain spoilers for The Hollow Boy
4628,47356699,2023-05-30,first chapter is pre-canon
4629,47356699,2023-05-30,Safe For Work
4630,47356699,2023-05-30,Safe for Pandas
4631,47356699,2023-05-30,all aboard the angst train choo choo
4632,47356699,2023-05-30,Locklyle
4633,47356699,2023-05-30,no beta we die like Jessica Lockwood
4634,47356699,2023-05-30,author is playing it fast and loose with ages in this fic
4635,47356699,2023-05-30,american writing brits
4636,47356699,2023-05-30,spell-check is set to british english
4637,47356699,2023-05-30,Angst with a Happy Ending
4638,47356699,2023-05-30,Happy Ending
4639,45946240,2023-03-23,Denial of Feelings
4640,45946240,2023-03-23,Anthony Lockwood is a Mess
4641,45946240,2023-03-23,Lucy Carlyle needs a hug
4642,45946240,2023-03-23,Locklyle Week 2023 (Lockwood & Co.)
4643,45946240,2023-03-23,Locklyle
4644,45946240,2023-03-23,George is fed up
4645,45946240,2023-03-23,Love Confessions
4646,47116942,2023-05-12,Angst
4647,47116942,2023-05-12,Hurt/Comfort
4648,47116942,2023-05-12,Friendship
4649,47116942,2023-05-12,Hospitals
4650,47116942,2023-05-12,No graphic injuries
4651,47116942,2023-05-12,Lucy Carlyle & Quill Kipps Friendship
4652,47116942,2023-05-12,kipps centric
4653,47116942,2023-05-12,Team as Family
4654,47116942,2023-05-12,Fluff and Angst
4655,47116942,2023-05-12,Angst and Humor
4656,47116942,2023-05-12,35 Portland Row | Lockwood & Co. Headquarters
4657,47116942,2023-05-12,Post-Book 05: The Empty Grave (Lockwood & Co.)
4658,47116942,2023-05-12,so spoilers
4659,47596612,2023-06-02,Threesome - F/F/M
4660,47596612,2023-06-02,Polyamory
4661,47596612,2023-06-02,Strap-Ons
4662,47596612,2023-06-02,Dildos
4663,47596612,2023-06-02,Double Penetration
4664,47596612,2023-06-02,Anal Sex
4665,47596612,2023-06-02,Vaginal Sex
4666,47596612,2023-06-02,Cunnilingus
4667,47596612,2023-06-02,Gratuitous Smut
4668,47596612,2023-06-02,Plot What Plot/Porn Without Plot
4669,47292367,2023-05-21,Emotional Hurt/Comfort
4670,47292367,2023-05-21,Lucy Carlyle needs a hug
4671,47292367,2023-05-21,and a haircut
4672,47292367,2023-05-21,luckily norrie is there to do both
4673,47292367,2023-05-21,they're established but not established
4674,47292367,2023-05-21,staring but as a love language
4675,47292367,2023-05-21,they are so soft and tender in this
4676,47292367,2023-05-21,short description of child abuse
4677,47292367,2023-05-21,but itll all be okay
4678,47292367,2023-05-21,tenses? non-existence
4679,47693434,2023-06-06,Protective Anthony Lockwood
4680,47693434,2023-06-06,Flirty Anthony Lockwood
4681,47693434,2023-06-06,Kissing
4682,47693434,2023-06-06,Snogging
4683,47693434,2023-06-06,Sexual Tension
4684,47693434,2023-06-06,Tea
4685,47693434,2023-06-06,Toast
4686,47693434,2023-06-06,Locklyle
4687,47693434,2023-06-06,Arguing
4688,47693434,2023-06-06,Sexual Frustration
4689,47693434,2023-06-06,Frustration
4690,47693434,2023-06-06,Forehead Touching
4691,47693434,2023-06-06,Grinding
4692,47693434,2023-06-06,wall kissing
4693,47693434,2023-06-06,Anthony Lockwood Loves Lucy Carlyle
4694,47693434,2023-06-06,POV Lucy Carlyle
4695,47693434,2023-06-06,Oblivious Lucy Carlyle
4696,47693434,2023-06-06,Flirty Lucy Carlyle
4697,47693434,2023-06-06,Protective Lucy Carlyle
4698,47693434,2023-06-06,Mutual Pining
4699,47693434,2023-06-06,Touching
4700,47693434,2023-06-06,Dry Humping
4701,47693434,2023-06-06,Neck Kissing
4702,47693434,2023-06-06,Friendship/Love
4703,47693434,2023-06-06,Fluff and Smut
4704,47693434,2023-06-06,Fluff and Humor
4705,47693434,2023-06-06,biscuits - Freeform
4706,47693434,2023-06-06,Good Friend George Cubbins | George Karim
4707,47693434,2023-06-06,Idiots in Love
4708,47693434,2023-06-06,35 Portland Row | Lockwood & Co. Headquarters
4709,47693434,2023-06-06,Boners
4710,47693434,2023-06-06,Sexual Content
4711,47659378,2023-06-05,Fluff and Angst
4712,47659378,2023-06-05,Fluff
4713,47659378,2023-06-05,Fluff and Smut
4714,47659378,2023-06-05,Canon Compliant
4715,47659378,2023-06-05,post-TCS
4716,47659378,2023-06-05,Nightmares
4717,47659378,2023-06-05,Comfort
4718,47659378,2023-06-05,Sharing a Bed
4719,47659378,2023-06-05,slumberparty
4720,47659378,2023-06-05,Pining
4721,47659378,2023-06-05,First Kiss
4722,47659378,2023-06-05,First Time
4723,47659378,2023-06-05,Non-Penetrative Sex
4724,47659378,2023-06-05,Oral Sex
4725,47659378,2023-06-05,Mutual Pining
4726,47659378,2023-06-05,Sexual Tension
4727,47855992,2023-06-13,Fluff and Angst
4728,47855992,2023-06-13,Sparring
4729,47855992,2023-06-13,Lucy trying to be responsible
4730,47855992,2023-06-13,Lockwood trying to be responsible
4731,47298775,2023-05-20,teg spoilers
4732,47298775,2023-05-20,missing scene (ish)
4733,47298775,2023-05-20,A scene I wanted to read
4734,47298775,2023-05-20,Tags Contain Spoilers
4735,47298775,2023-05-20,Spoilers
4736,47298775,2023-05-20,Book 05: The Empty Grave (Lockwood & Co.)
4737,47298775,2023-05-20,Sad!Lockwood
4738,47298775,2023-05-20,Jessica's ghost AU
4739,47298775,2023-05-20,The Other Side
4740,47298775,2023-05-20,un beta'd
4741,46523497,2023-04-16,Plot What Plot/Porn Without Plot
4742,46523497,2023-04-16,Vaginal Fingering
4743,46523497,2023-04-16,Nipple Licking
4744,46523497,2023-04-16,Kissing
4745,46523497,2023-04-16,Boys Kissing
4746,46523497,2023-04-16,Consensual Sleep Fingering
4747,46523497,2023-04-16,Sub Lucy Carlyle
4748,46523497,2023-04-16,Sub George Cubbins | George Karim
4749,46523497,2023-04-16,Dom Anthony Lockwood
4750,46523497,2023-04-16,Light Dom/sub
4751,46523497,2023-04-16,Dom/sub Undertones
4752,46523497,2023-04-16,The Author Regrets Nothing
4753,46523497,2023-04-16,Author Is Sleep Deprived
4754,46523497,2023-04-16,I Love You Lindsey
4755,46523497,2023-04-16,Oral Fixation
4756,46523497,2023-04-16,Orgasm
4757,46523497,2023-04-16,Orgasm Delay/Denial
4758,46523497,2023-04-16,Polyamory
4759,46043956,2023-03-29,Mentions of Suicidal Thoughts
4760,46043956,2023-03-29,lockwood gets mad
4761,46043956,2023-03-29,it’s well deserved
4762,46043956,2023-03-29,Angst
4763,46043956,2023-03-29,hurt/comfort (if you squint)
4764,45384694,2023-02-28,Inspired by Taylor Swift
4765,45384694,2023-02-28,Lucy and George are Swifties
4766,45384694,2023-02-28,Polyamory
4767,45236284,2023-02-22,Dream Sharing
4768,45236284,2023-02-22,First Kiss
4769,45236284,2023-02-22,lucy carlyle and water metaphors name a better duo!!!!
