,fanfic_id,update_date,relationship
0,47484628,2023-05-28,Lucy Carlyle/Anthony Lockwood
1,47484628,2023-05-28,Lucy Carlyle & Anthony Lockwood
2,45235999,2023-02-22,Lucy Carlyle/Anthony Lockwood
3,45056584,2023-02-15,Lucy Carlyle/Anthony Lockwood
4,45056584,2023-02-15,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
5,45056584,2023-02-15,Lucy Carlyle & George Cubbins | George Karim
6,47517634,2023-06-19,Lucy Carlyle/Anthony Lockwood
7,47517634,2023-06-19,Holly Munro/Holly Munro's Girlfriend
8,47517634,2023-06-19,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
9,47517634,2023-06-19,& Holly
10,47517634,2023-06-19,&the skull
11,47517634,2023-06-19,Kat Godwin & Quill Kipps & Ned Shaw & Bobby Vernon
12,46912513,2023-05-03,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
13,46912513,2023-05-03,Lucy Carlyle/Anthony Lockwood
14,46912513,2023-05-03,George Cubbins | George Karim/Anthony Lockwood
15,46912513,2023-05-03,Lucy Carlyle/George Cubbins | George Karim
16,47159170,2023-06-06,Lucy Carlyle/Anthony Lockwood
17,47159170,2023-06-06,Anthony Lockwood & Lucy Carlyle & George Cubbins
18,47159170,2023-06-06,Lucy Carlyle & Holly Munro
19,47159170,2023-06-06,Anthony Lockwood & Lucy Carlyle & George Cubbins & Holly Munro & Quill Kipps
20,44970565,2023-02-12,Kaz Brekker/Original Female Character(s)
21,45264931,2023-03-18,Lucy Carlyle/Anthony Lockwood
22,46930393,2023-05-03,Lucy Carlyle/Anthony Lockwood
23,46930393,2023-05-03,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
24,46885396,2023-05-01,Lucy Carlyle/Anthony Lockwood
25,46885396,2023-05-01,Lucy Carlyle & Anthony Lockwood
26,44844073,2023-02-07,Penelope Fittes/Golden Blade
27,45893086,2023-03-20,Lucy Carlyle/Anthony Lockwood
28,45598954,2023-03-08,Lucy Carlyle/Anthony Lockwood
29,46858498,2023-05-08,Lucy Carlyle/Anthony Lockwood
30,46858498,2023-05-08,Lucy Carlyle & Anthony Lockwood
31,47262397,2023-06-11,Anthony Lockwood & Jessica Lockwood
32,47262397,2023-06-11,Lucy Carlyle & Jessica Lockwood
33,47262397,2023-06-11,Jessica Lockwood & George Cubbins
34,47262397,2023-06-11,Jessica Lockwood & Flo Bones
35,47262397,2023-06-11,Jessica Lockwood & Quill Kipps
36,47262397,2023-06-11,Jessica Lockwood & Holly Munro
37,47262397,2023-06-11,Lucy Carlyle/Anthony Lockwood
38,47262397,2023-06-11,Quill Kipps/Jessica Lockwood
39,47200708,2023-05-18,Lucy Carlyle & Anthony Lockwood
40,47200708,2023-05-18,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
41,47200708,2023-05-18,Lucy Carlyle & George Cubbins | George Karim
42,47200708,2023-05-18,past Lucy Carlyle/Quill Kipps
43,47200708,2023-05-18,George Cubbins | George Karim & Anthony Lockwood
44,47295070,2023-05-20,Lucy Carlyle/Anthony Lockwood
45,44854114,2023-02-07,Lucy Carlyle/Anthony Lockwood
46,44854114,2023-02-07,Lucy Carlyle & Anthony Lockwood
47,45052015,2023-02-14,Lucy Carlyle/Anthony Lockwood
48,47173234,2023-05-14,Lucy Carlyle/Anthony Lockwood
49,47173234,2023-05-14,Lucy Carlyle & Anthony Lockwood
50,47173234,2023-05-14,Flo Bones & George Cubbins | George Karim
51,47173234,2023-05-14,Holly Munro/Holly Munro's Girlfriend
52,47173234,2023-05-14,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
53,47173234,2023-05-14,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood & Holly Munro
54,47173234,2023-05-14,Lucy Carlyle & George Cubbins | George Karim
55,47173234,2023-05-14,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
56,46271533,2023-04-05,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
57,47901025,2023-06-20,Lucy Carlyle/Anthony Lockwood
58,47901025,2023-06-20,Flo Bones/George Cubbins | George Karim
59,47773249,2023-06-10,George Cubbins | George Karim/Anthony Lockwood
60,46651936,2023-04-21,Lucy Carlyle/Anthony Lockwood
61,45413584,2023-03-01,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
62,47802628,2023-06-11,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
63,47802628,2023-06-11,George Cubbins | George Karim & Anthony Lockwood
64,47802628,2023-06-11,Lucy Carlyle & George Cubbins | George Karim
65,47802628,2023-06-11,background Lucy Carlyle/Anthony Lockwood - Relationship
66,45007039,2023-02-13,Anthony Lockwood & Reader
67,45007039,2023-02-13,Anthony Lockwood/Reader
68,47248693,2023-06-18,Lucy Carlyle/Anthony Lockwood
69,47248693,2023-06-18,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood & Holly Munro
70,47248693,2023-06-18,Anthony Lockwood & Quill Kipps
71,45319210,2023-05-03,Anthony Lockwood/Reader
72,45319210,2023-05-03,Flo Bones/Original Character(s)
73,45319210,2023-05-03,Anthony Lockwood & Reader
74,47502532,2023-05-29,Lucy Carlyle/Anthony Lockwood
75,47502532,2023-05-29,Lucy Caryle & George Karim
76,47502532,2023-05-29,Anthony Lockwood & George Karim
77,46018486,2023-03-26,Lucy Carlyle & Anthony Lockwood
78,46018486,2023-03-26,George Cubbins | George Karim & Anthony Lockwood
79,46018486,2023-03-26,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
80,47279317,2023-05-20,Lucy Carlyle/Anthony Lockwood
81,47279317,2023-05-20,Lucy Carlyle & George Cubbins | George Karim
82,47279317,2023-05-20,Lucy Carlyle & Norrie White
83,47279317,2023-05-20,George Cubbins | George Karim & Anthony Lockwood
84,47895955,2023-06-15,Lucy Carlyle/Anthony Lockwood
85,47895955,2023-06-15,George Cubbins | George Karim/The Skull
86,47895955,2023-06-15,Flo Bones/Holly Munro
87,47895955,2023-06-15,Lucy Carlyle & Anthony Lockwood
88,47895955,2023-06-15,Lucy Carlyle & The Skull
89,47703448,2023-06-06,Lucy Carlyle/Anthony Lockwood
90,47751742,2023-06-22,Anthony Lockwood/Lucy Carlyle
91,47751742,2023-06-22,George Karim/Flo Bones
92,47751742,2023-06-22,Holly Munro/Holly Munro's Girlfriend
93,47751742,2023-06-22,Anthony Lockwood & Lucy Carlyle & George Karim
94,47751742,2023-06-22,Lucy Carlyle & Skull
95,46420756,2023-04-11,Lucy Carlyle/Anthony Lockwood
96,45607693,2023-03-09,Flo Bones/George Cubbins | George Karim
97,45607693,2023-03-09,Flo Bones & George Cubbins | George Karim
98,45554884,2023-03-07,Lucy Carlyle/Anthony Lockwood
99,45554884,2023-03-07,George Cubbins | George Karim & Anthony Lockwood
100,46687885,2023-05-03,Lucy Carlyle/Anthony Lockwood
101,46687885,2023-05-03,Lucy Carlyle & Anthony Lockwood
102,46687885,2023-05-03,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
103,47015452,2023-05-07,Lucy Carlyle/Anthony Lockwood
104,44790955,2023-03-01,Lucy Carlyle/Anthony Lockwood
105,46977559,2023-05-06,Lucy Carlyle/Anthony Lockwood
106,45909337,2023-03-21,Lucy Carlyle/Anthony Lockwood
107,46798210,2023-04-28,Lucy Carlyle/Anthony Lockwood
108,46798210,2023-04-28,Lucy Carlyle & Anthony Lockwood
109,46798210,2023-04-28,Anthony Lockwood & Jessica Lockwood
110,46798210,2023-04-28,Lucy Carlyle & Jessica Lockwood
111,45153214,2023-02-18,Lucy Carlyle/Norrie White
112,45153214,2023-02-18,Lucy Carlyle & Mr. Carlyle
113,45153214,2023-02-18,Lucy Carlyle & Mrs. Carlyle
114,45153214,2023-02-18,Lucy Carlyle/Anthony Lockwood (Mentioned)
115,47727196,2023-06-08,Lucy Carlyle/Anthony Lockwood
116,45776386,2023-05-14,Anthony Lockwood/Original Female Character(s)
117,45776386,2023-05-14,Lucy Carlyle/Norrie White
118,45474079,2023-03-03,Lucy Carlyle/Anthony Lockwood
119,45169213,2023-02-20,Lucy Carlyle/Anthony Lockwood
120,45169213,2023-02-20,Lucy Carlyle & Anthony Lockwood
121,45169213,2023-02-20,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
122,45169213,2023-02-20,Lucy Carlyle & George Cubbins | George Karim
123,45169213,2023-02-20,George Cubbins | George Karim & Anthony Lockwood
124,45477301,2023-03-04,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
125,45477301,2023-03-04,Lucy Carlyle/Anthony Lockwood
126,45477301,2023-03-04,Lucy Carlyle/George Cubbins | George Karim
127,45477301,2023-03-04,George Cubbins | George Karim/Anthony Lockwood
128,47288461,2023-05-19,Lucy Carlyle/Anthony Lockwood
129,47288461,2023-05-19,Lucy Carlyle & Anthony Lockwood
130,47288461,2023-05-19,Lucy Carlyle & George Cubbins | George Karim
131,47288461,2023-05-19,Lucy Carlyle & Holly Munro
132,47288461,2023-05-19,Anthony Lockwood & George Cubbins | George Karim
133,47288461,2023-05-19,Anthony Lockwood & Holly Munro
134,47288461,2023-05-19,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood & Holly Munro
135,47143930,2023-05-13,Anthony Lockwood/Quill Kipps
136,47080912,2023-05-10,Lucy Carlyle/Anthony Lockwood
137,47255149,2023-05-18,Lucy Carlyle/Anthony Lockwood
138,46990882,2023-05-23,Lucy Carlyle/Anthony Lockwood
139,46990882,2023-05-23,Lucy Carlyle & Anthony Lockwood
140,47685940,2023-06-06,Lucy Carlyle/Anthony Lockwood
141,47685940,2023-06-06,Lucy Carlyle & Anthony Lockwood
142,47685940,2023-06-06,Locklyle - Relationship
143,46949680,2023-05-04,Lucy Carlyle/Anthony Lockwood
144,46848232,2023-04-30,Lucy Carlyle/Anthony Lockwood
145,46848232,2023-04-30,Lucy Carlyle & Anthony Lockwood
146,46848232,2023-04-30,Lucy Carlyle/Norrie White
147,45606877,2023-03-09,Lucy Carlyle/Anthony Lockwood
148,45547321,2023-03-06,Lucy Carlyle/Anthony Lockwood
149,47175877,2023-06-22,Lucy Carlyle/Anthony Lockwood
150,47175877,2023-06-22,Anthony Lockwood & Francesca Bridgerton
151,47175877,2023-06-22,Lucy Carlyle & Francesca Bridgerton
152,47175877,2023-06-22,Anthony Bridgerton & Anthony Lockwood
153,47502760,2023-05-29,Lucy Carlyle/Anthony Lockwood
154,46854655,2023-04-30,Lucy Carlyle/Anthony Lockwood
155,47085442,2023-05-10,Lucy Carlyle/Anthony Lockwood
156,47085442,2023-05-10,Lucy Carlyle/The Skull
157,47085442,2023-05-10,Lucy Carlyle/Anthony Lockwood/The Skull
158,45238186,2023-02-22,Lucy Carlyle/Anthony Lockwood
159,45238186,2023-02-22,Lucy Carlyle & Anthony Lockwood
160,47124301,2023-05-12,Lucy Carlyle/Anthony Lockwood
161,46917877,2023-05-03,Lucy Carlyle/Anthony Lockwood
162,46042495,2023-03-27,Lucy Carlyle/Anthony Lockwood
163,46042495,2023-03-27,Flo Bones/George Cubbins | George Karim
164,46754485,2023-04-26,Lucy Carlyle/Anthony Lockwood
165,46880197,2023-05-01,Lucy Carlyle/Anthony Lockwood
166,46880197,2023-05-01,Lucy Carlyle & Anthony Lockwood
167,46880197,2023-05-01,Celia Lockwood/Donald Lockwood
168,47173660,2023-05-14,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
169,47173660,2023-05-14,Lucy Carlyle & Anthony Lockwood
170,46969591,2023-05-23,Lucy Carlyle/Anthony Lockwood
171,47204788,2023-05-30,Lucy Carlyle/Anthony Lockwood
172,47204788,2023-05-30,Lucy Carlyle & Anthony Lockwood
173,45927658,2023-03-22,Lucy Carlyle/Anthony Lockwood
174,47029501,2023-05-08,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
175,47029501,2023-05-08,Lucy Carlyle/Norrie White
176,46929643,2023-05-03,Lucy Carlyle/Anthony Lockwood
177,47660725,2023-06-15,Lucy Carlyle/Anthony Lockwood
178,47660725,2023-06-15,Quill Kipps/Original Character(s)
179,47660725,2023-06-15,Flo Bones/George Cubbins | George Karim
180,47660725,2023-06-15,Holly Munro/Holly Munro's Girlfriend
181,45450814,2023-03-02,Lucy Carlyle/Anthony Lockwood
182,47155405,2023-05-13,Lucy Carlyle & Anthony Lockwood
183,47155405,2023-05-13,Lucy Carlyle/Anthony Lockwood
184,45356500,2023-02-27,Lucy Carlyle & Norrie White
185,45356500,2023-02-27,Lucy Carlyle & Anthony Lockwood
186,45356500,2023-02-27,Lucy Carlyle & George Cubbins | George Karim
187,45356500,2023-02-27,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
188,45356500,2023-02-27,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
189,45356500,2023-02-27,Anthony Lockwood & Norrie White
190,45356500,2023-02-27,George Cubbins | George Karim & Norrie White
191,46815172,2023-04-29,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
192,46815172,2023-04-29,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
193,46788061,2023-06-13,Lucy Carlyle/Anthony Lockwood
194,46788061,2023-06-13,Annabeth Chase/Percy Jackson
195,46788061,2023-06-13,Lucy Carlyle & Anthony Lockwood
196,46788061,2023-06-13,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
197,46788061,2023-06-13,Lucy Carlyle & George Cubbins | George Karim
198,46788061,2023-06-13,Lucy Carlyle & Norrie White
199,47639770,2023-06-04,Lucy Carlyle/Anthony Lockwood
200,47591803,2023-06-02,Lucy Carlyle/Anthony Lockwood
201,47591803,2023-06-02,Lucy Carlyle/Anthony Lockwood/The Skull
202,47591803,2023-06-02,Lucy Carlyle/The Skull
203,47591803,2023-06-02,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
204,45550279,2023-03-06,Lucy Carlyle/Anthony Lockwood
205,45550279,2023-03-06,Lucy Carlyle & Anthony Lockwood
206,45550279,2023-03-06,Lucy Carlyle & George Cubbins | George Karim
207,45550279,2023-03-06,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
208,45550279,2023-03-06,George Cubbins | George Karim & Anthony Lockwood
209,47124388,2023-05-12,Lucy Carlyle/Anthony Lockwood
210,47124388,2023-05-12,Lucy Carlyle & Anthony Lockwood
211,47124388,2023-05-12,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
212,47124388,2023-05-12,Lucy Carlyle & George Cubbins | George Karim
213,47575342,2023-06-01,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
214,47074180,2023-05-10,Lucy Carlyle/Anthony Lockwood
215,47074180,2023-05-10,Lucy Carlyle & Anthony Lockwood
216,45903088,2023-03-21,Lucy Carlyle & Anthony Lockwood
217,46392874,2023-04-10,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
218,46392874,2023-04-10,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
219,45585811,2023-03-14,Lucy Carlyle/Anthony Lockwood
220,45585811,2023-03-14,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
221,45585811,2023-03-14,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
222,47790751,2023-06-11,Lucy Carlyle/Anthony Lockwood
223,47703772,2023-06-06,Lucy Carlyle/Anthony Lockwood
224,47703772,2023-06-06,Lucy Carlyle & Anthony Lockwood
225,47703772,2023-06-06,Kat Godwin/Bobby Vernon
226,47703772,2023-06-06,Kat Godwin & Bobby Vernon
227,47703772,2023-06-06,George Cubbins | George Karim/Quill Kipps
228,47386591,2023-05-28,Lucy Carlyle/Anthony Lockwood
229,47386591,2023-05-28,Lucy Carlyle & Anthony Lockwood
230,47386591,2023-05-28,Lucy Carlyle & The Skull
231,47386591,2023-05-28,Anthony Lockwood & The Skull
232,47028382,2023-06-10,Lucy Carlyle/Anthony Lockwood
233,47772334,2023-06-10,Lucy Carlyle/Anthony Lockwood
234,47694841,2023-06-06,Lucy Carlyle/Anthony Lockwood/Norrie White
235,47694841,2023-06-06,Lucy Carlyle/Anthony Lockwood
236,47694841,2023-06-06,Lucy Carlyle/Norrie White
237,47694841,2023-06-06,Anthony Lockwood/Norrie White
238,46973182,2023-05-05,Lucy Carlyle/Anthony Lockwood
239,47417956,2023-05-25,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
240,47851000,2023-06-13,Lucy Carlyle/Anthony Lockwood
241,47851000,2023-06-13,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
242,47851000,2023-06-13,George Cubbins | George Karim & Anthony Lockwood
243,47451670,2023-05-27,Lucy Carlyle/Anthony Lockwood
244,47451670,2023-05-27,Flo Bones/George Cubbins | George Karim
245,47451670,2023-05-27,Holly Munro/Norrie White
246,47451670,2023-05-27,Quill Kipps/Jessica Lockwood
247,47335717,2023-05-21,Lucy Carlyle & Norrie White
248,45303043,2023-06-06,Lucy Carlyle/Anthony Lockwood
249,47283313,2023-05-19,Lucy Carlyle/Anthony Lockwood
250,46826059,2023-04-29,Lucy Carlyle/Anthony Lockwood
251,45452680,2023-05-04,Lucy Carlyle/Anthony Lockwood
252,45452680,2023-05-04,Lucy Carlyle/Quill Kipps
253,47764615,2023-06-09,Lucy Carlyle/Anthony Lockwood
254,45623809,2023-03-09,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
255,45623809,2023-03-09,George Cubbins | George Karim & Anthony Lockwood
256,45623809,2023-03-09,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
257,45623809,2023-03-09,Past Anthony Lockwood/George Cubbins | George Karim
258,45751642,2023-03-14,Lucy Carlyle/Anthony Lockwood
259,46853329,2023-05-04,Lucy Carlyle/Anthony Lockwood
260,46853329,2023-05-04,Lucy Carlyle & Anthony Lockwood
261,46853329,2023-05-04,Lucy Carlyle & George Cubbins | George Karim
262,46853329,2023-05-04,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
263,46853329,2023-05-04,George Cubbins | George Karim & Anthony Lockwood
264,46554466,2023-04-17,Anthony Lockwood & Original Female Character(s)
265,46554466,2023-04-17,Anthony Lockwood/Original Female Character(s)
266,46554466,2023-04-17,Anthony Lockwood/Original Character(s)
267,47764168,2023-06-09,Lucy Carlyle/The Skull
268,47309245,2023-05-20,Lucy Carlyle/Anthony Lockwood
269,47309245,2023-05-20,Lucy Carlyle & Anthony Lockwood
270,47109271,2023-05-11,Lucy Carlyle/Anthony Lockwood
271,46772158,2023-04-26,Celia Lockwood/Donald Lockwood
272,46929238,2023-05-03,Lucy Carlyle/Anthony Lockwood
273,47826139,2023-06-19,Lucy Carlyle/Anthony Lockwood
274,47826139,2023-06-19,Lucy Carlyle & Anthony Lockwood
275,47826139,2023-06-19,Lucy Carlyle & George Cubbins | George Karim
276,47826139,2023-06-19,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood & Holly Munro
277,47826139,2023-06-19,Quill Kipps & Everyone
278,47826139,2023-06-19,Montagu Barnes & Lucy Carlyle
279,47826139,2023-06-19,Lucy Carlyle & Holly Munro
280,47375458,2023-05-23,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
281,47375458,2023-05-23,Lucy Carlyle & Anthony Lockwood
282,47375458,2023-05-23,Lucy Caryle & George Cubbins | George Karim
283,46955077,2023-05-15,Lucy Carlyle/Anthony Lockwood
284,46955077,2023-05-15,Lucy Carlyle & Anthony Lockwood
285,46955077,2023-05-15,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
286,46955077,2023-05-15,Lucy Carlyle & George Cubbins | George Karim
287,46955077,2023-05-15,George Cubbins | George Karim & Anthony Lockwood
288,46955077,2023-05-15,Lucy Carlyle & Norrie White
289,45901222,2023-03-21,Lucy Carlyle/Anthony Lockwood
290,47269384,2023-05-19,Lucy Carlyle/Anthony Lockwood
291,45491251,2023-03-04,Lucy Carlyle/Anthony Lockwood
292,46250821,2023-04-04,Norrie White/Paul Bell
293,46250821,2023-04-04,Lucy Carlyle/Anthony Lockwood
294,46250821,2023-04-04,Lucy Carlyle & Norrie White
295,46250821,2023-04-04,Lucy Carlyle & Paul Bell
296,46250821,2023-04-04,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
297,47356318,2023-05-22,Lucy Carlyle/Anthony Lockwood
298,47356318,2023-05-22,Lucy Carlyle & Holly Munro
299,47624440,2023-06-03,Lucy Carlyle/Anthony Lockwood
300,47624440,2023-06-03,Lucy Carlyle & Anthony Lockwood
301,45452104,2023-03-02,Lucy Carlyle/Anthony Lockwood
302,45452104,2023-03-02,Lucy Carlyle & Anthony Lockwood
303,44992303,2023-02-13,Lucy Carlyle/Anthony Lockwood
304,46856713,2023-04-30,Lucy Carlyle/Anthony Lockwood
305,46856713,2023-04-30,Lucy Carlyle & Anthony Lockwood
306,45215488,2023-02-21,Lucy Carlyle/Anthony Lockwood
307,45175819,2023-02-19,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
308,47679136,2023-06-05,Lucy Carlyle/George Cubbins | George Karim/Quill Kipps/Anthony Lockwood
309,47679136,2023-06-05,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
310,47817208,2023-06-12,Lucy Carlyle/Anthony Lockwood
311,46113772,2023-03-30,Lucy Carlyle/Anthony Lockwood
312,44823973,2023-02-06,Lucy Carlyle & Anthony Lockwood
313,44823973,2023-02-06,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
314,44823973,2023-02-06,Lucy Carlyle/Anthony Lockwood
315,45578074,2023-03-07,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
316,45578074,2023-03-07,Lucy Carlyle/Anthony Lockwood
317,45578074,2023-03-07,George Cubbins | George Karim/Anthony Lockwood
318,45578074,2023-03-07,Lucy Carlyle/George Cubbins | George Karim
319,45578074,2023-03-07,Flo Bones & George Cubbins | George Karim
320,46909645,2023-05-02,Lucy Carlyle/Anthony Lockwood
321,46909645,2023-05-02,Lucy Carlyle & Anthony Lockwood
322,46909645,2023-05-02,Locklyle - Relationship
323,45099673,2023-02-16,Lucy Carlyle/Anthony Lockwood
324,47340415,2023-05-22,Lucy Carlyle & Quill Kipps
325,46008760,2023-03-25,Lucy Carlyle/Anthony Lockwood
326,47400718,2023-06-12,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
327,47400718,2023-06-12,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
328,45232729,2023-02-21,Lucy Carlyle/Anthony Lockwood
329,45232729,2023-02-21,Lucy Carlyle & Anthony Lockwood
330,47064856,2023-05-09,Lucy Carlyle & Anthony Lockwood
331,47064856,2023-05-09,Lucy Carlyle/Anthony Lockwood
332,47064856,2023-05-09,Lucy Carlyle & Holly Munro
333,47064856,2023-05-09,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
334,46773547,2023-05-30,Lucy Carlyle/Anthony Lockwood
335,46773547,2023-05-30,Lucy Carlyle & Anthony Lockwood
336,46773547,2023-05-30,Flo Bones/George Cubbins | George Karim
337,46773547,2023-05-30,Flo Bones & George Cubbins | George Karim
338,47198647,2023-05-15,Lucy Carlyle/Anthony Lockwood
339,46880452,2023-05-01,Flo Bones & George Cubbins | George Karim
340,46880452,2023-05-01,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
341,46880452,2023-05-01,Montagu Barnes & George Cubbins | George Karim
342,46880452,2023-05-01,Minor Lucy Carlyle/ Anthony Lockwood
343,45530002,2023-03-13,Lucy Carlyle/Anthony Lockwood
344,47612044,2023-06-22,Lucy Carlyle/Anthony Lockwood
345,47612044,2023-06-22,Flo Bones & George Cubbins | George Karim
346,47168065,2023-05-17,Anthony Lockwood/Quill Kipps
347,46833823,2023-05-07,Lucy Carlyle/Anthony Lockwood
348,46833823,2023-05-07,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
349,45256114,2023-02-22,Lucy Carlyle/Anthony Lockwood
350,47315245,2023-05-31,Lucy Carlyle/Anthony Lockwood
351,46422553,2023-04-11,Lucy Carlyle/Anthony Lockwood
352,47284264,2023-05-19,Lucy Carlyle/Anthony Lockwood
353,47284264,2023-05-19,Lucy Carlyle & Norrie White
354,47284264,2023-05-19,Anthony Lockwood & Norrie White
355,47250964,2023-05-19,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
356,45837598,2023-04-03,Lucy Carlyle/Anthony Lockwood
357,45837598,2023-04-03,George Cubbins | George Karim & Anthony Lockwood
358,46241863,2023-04-04,Lucy Carlyle/Anthony Lockwood
359,47099179,2023-05-11,Lucy Carlyle/Anthony Lockwood
360,47804239,2023-06-22,Lucy Carlyle/Anthony Lockwood
361,47804239,2023-06-22,Kaz Brekker/Inej Ghafa
362,47845816,2023-06-13,Lucy Carlyle/Anthony Lockwood
363,47580799,2023-06-01,Lucy Carlyle/Anthony Lockwood
364,47580799,2023-06-01,Flo Bones/George Cubbins | George Karim
365,45531718,2023-03-06,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
366,45531718,2023-03-06,Lucy Carlyle/Anthony Lockwood
367,47131483,2023-06-17,Lucy Carlyle/Anthony Lockwood
368,47131483,2023-06-17,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
369,47131483,2023-06-17,Anthony Lockwood & Quill Kipps
370,47131483,2023-06-17,Lucy Carlyle & Quill Kipps
371,47597992,2023-06-04,Lucy Carlyle/Anthony Lockwood
372,47821801,2023-06-12,Lucy Carlyle/Anthony Lockwood
373,45180535,2023-02-19,Lucy Carlyle/Anthony Lockwood
374,47215669,2023-05-16,Anthony Lockwood/Original Female Character(s)
375,47379352,2023-05-23,Lucy Carlyle/Anthony Lockwood
376,47746132,2023-06-08,Lucy Carlyle/Anthony Lockwood
377,47682055,2023-06-08,Lucy Carlyle/Anthony Lockwood
378,47682055,2023-06-08,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
379,47535871,2023-05-30,Lucy Carlyle/Anthony Lockwood
380,46982533,2023-05-13,Lucy Carlyle/Anthony Lockwood
381,47156923,2023-05-13,Lucy Carlyle & George Cubbins | George Karim
382,47156923,2023-05-13,Flo Bones & George Cubbins | George Karim
383,47156923,2023-05-13,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
384,47156923,2023-05-13,George Cubbins | George Karim & Anthony Lockwood
385,47156923,2023-05-13,one-sided Lucy Carlyle/George Karim
386,47156923,2023-05-13,past one-sided George Karim/Anthony Lockwood
387,47156923,2023-05-13,kind of - Relationship
388,47156923,2023-05-13,It's Complicated
389,47156923,2023-05-13,Lucy Carlyle/Anthony Lockwood
390,46898590,2023-05-02,Lucy Carlyle/Anthony Lockwood
391,46898590,2023-05-02,Lucy Carlyle & Anthony Lockwood
392,47589637,2023-06-01,Lucy Carlyle & The Skull
393,45777526,2023-03-16,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
394,45777526,2023-03-16,Lucy Carlyle/George Cubbins | George Karim
395,45777526,2023-03-16,George Cubbins | George Karim/Anthony Lockwood
396,45777526,2023-03-16,Lucy Carlyle/Anthony Lockwood
397,47426188,2023-05-25,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
398,47426188,2023-05-25,Lucy Carlyle/Anthony Lockwood
399,47426188,2023-05-25,George Cubbins | George Karim/Anthony Lockwood
400,47426188,2023-05-25,Lucy Carlyle/George Cubbins | George Karim
401,47173498,2023-05-14,Lucy Carlyle/Anthony Lockwood
402,47173498,2023-05-14,Lucy Carlyle & Anthony Lockwood
403,47173498,2023-05-14,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
