,fanfic_id,update_date,relationship
1383,46680625,2023-06-06,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1384,46696270,2023-04-23,Lucy Carlyle/Anthony Lockwood
1385,46696270,2023-04-23,Lucy Carlyle & Anthony Lockwood
1386,46696270,2023-04-23,Lucy Carlyle & George Cubbins | George Karim
1387,46696270,2023-04-23,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1388,46705159,2023-04-23,Lucy Carlyle/Anthony Lockwood
1389,46705159,2023-04-23,Lucy Carlyle & Anthony Lockwood
1390,46745278,2023-04-29,Lucy Carlyle/Anthony Lockwood
1391,46662667,2023-04-22,Lucy Carlyle/Anthony Lockwood
1392,46662667,2023-04-22,Celia Lockwood/Donald Lockwood
1393,46653535,2023-04-21,Lucy Carlyle/Anthony Lockwood
1394,46653535,2023-04-21,Lucy Carlyle & Anthony Lockwood
1395,46653535,2023-04-21,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1396,46653535,2023-04-21,Arif - Relationship
1397,46637182,2023-04-21,Lucy Carlyle/Anthony Lockwood
1398,46673722,2023-04-29,Lucy Carlyle/Anthony Lockwood
1399,46680820,2023-04-23,Lucy Carlyle/Anthony Lockwood
1400,46689004,2023-04-23,Lucy Carlyle/Quill Kipps/Anthony Lockwood
1401,46689004,2023-04-23,Lucy Carlyle/Anthony Lockwood
1402,46689004,2023-04-23,Lucy Carlyle & Anthony Lockwood
1403,46652290,2023-04-21,Lucy Carlyle/Anthony Lockwood
1404,46652290,2023-04-21,Lucy Carlyle & George Cubbins | George Karim
1405,46652290,2023-04-21,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1406,46721113,2023-04-24,Lucy Carlyle/Anthony Lockwood
1407,46704472,2023-04-23,Lucy Carlyle/Reader
1408,46616701,2023-04-26,Lucy Carlyle/Anthony Lockwood
1409,46754482,2023-06-16,Lucy Carlyle/Anthony Lockwood
1410,46754482,2023-06-16,Lucy Carlyle & Anthony Lockwood
1411,46754482,2023-06-16,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
1412,46754482,2023-06-16,Anthony Bridgerton/Kate Sheffield | Kate Sharma
1413,46754482,2023-06-16,Minor or Background Relationship(s)
1414,46642321,2023-04-21,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1415,46642321,2023-04-21,Lucy Carlyle & Anthony Lockwood
1416,46642321,2023-04-21,George Cubbins | George Karim & Anthony Lockwood
1417,46461532,2023-04-13,Lucy Carlyle & Anthony Lockwood
1418,46461532,2023-04-13,Lucy Carlyle & George Cubbins | George Karim
1419,46461532,2023-04-13,Lucy Carlyle & Holly Munro
1420,46606960,2023-04-19,Lucy Carlyle/Anthony Lockwood
1421,46546858,2023-06-15,Lucy Carlyle/Anthony Lockwood
1422,46466170,2023-04-18,Lyra Belacqua/Will Parry
1423,46466170,2023-04-18,Lucy Carlyle/Anthony Lockwood
1424,46593232,2023-04-19,Lucy Carlyle/Anthony Lockwood
1425,46593232,2023-04-19,George Cubbins | George Karim & Anthony Lockwood
1426,46593232,2023-04-19,Lucy Carlyle & George Karim
1427,46490665,2023-04-14,Lucy Carlyle/Anthony Lockwood
1428,46531756,2023-04-16,Lucy Carlyle/Anthony Lockwood
1429,46531756,2023-04-16,George Cubbins | George Karim & Anthony Lockwood
1430,46592665,2023-04-18,Lucy Carlyle/Anthony Lockwood
1431,46592665,2023-04-18,Lucy Carlyle & Kat Godwin
1432,46454686,2023-04-13,Lucy Carlyle/Anthony Lockwood
1433,46464568,2023-06-15,Lucy Carlyle/Anthony Lockwood
1434,46464568,2023-06-15,Anthony Bridgerton/Kate Sheffield | Kate Sharma
1435,46464568,2023-06-15,Flo Bones/George Cubbins | George Karim
1436,46464568,2023-06-15,Colin Bridgerton/Penelope Featherington
1437,46464568,2023-06-15,Simon Basset/Daphne Bridgerton
1438,46464568,2023-06-15,Quill Kipps/Holly Munro
1439,46464568,2023-06-15,Lucy Carlyle & Anthony Lockwood
1440,46464568,2023-06-15,Flo Bones & George Cubbins | George Karim
1441,46464568,2023-06-15,Quill Kipps & Holly Munro
1442,46516504,2023-05-17,Lucy Carlyle/Anthony Lockwood
1443,46516504,2023-05-17,George Cubbins | George Karim/Flo Bones
1444,46562428,2023-04-17,Lucy Carlyle/Holly Munro
1445,46562428,2023-04-17,Lucy Carlyle/Anthony Lockwood
1446,46562428,2023-04-17,George Cubbins | George Karim & Holly Munro
1447,46562428,2023-04-17,Lucy Carlyle & Anthony Lockwood
1448,46562428,2023-04-17,Lucy Carlyle & Holly Munro
1449,46562428,2023-04-17,Anthony Lockwood & Holly Munro
1450,46585030,2023-04-18,Lucy Carlyle/Anthony Lockwood
1451,46585030,2023-04-18,Flo Bones/George Cubbins | George Karim
1452,46585030,2023-04-18,Flo Bones & Lucy Carlyle
1453,46585030,2023-04-18,Flo Bones & Anthony Lockwood
1454,46585030,2023-04-18,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood & Holly Munro
1455,46568935,2023-04-18,Kat Godwin/Ned Shaw
1456,46568935,2023-04-18,Lucy Carlyle & Quill Kipps
1457,46568935,2023-04-18,Lucy Carlyle/Anthony Lockwood
1458,46568935,2023-04-18,Flo Bones/George Cubbins
1459,46514437,2023-04-15,Lucy Carlyle/Anthony Lockwood
1460,46514437,2023-04-15,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1461,46514437,2023-04-15,Flo Bones & George Cubbins | George Karim's Mother
1462,46544200,2023-04-18,Lucy Carlyle/Anthony Lockwood
1463,46560958,2023-04-17,Lucy Carlyle/Anthony Lockwood
1464,46560958,2023-04-17,Lucy Carlyle & Anthony Lockwood
1465,46560958,2023-04-17,Anthony Lockwood & Quill Kipps
1466,46560958,2023-04-17,Montagu Barnes & Lucy Carlyle
1467,46560958,2023-04-17,Montagu Barnes & Anthony Lockwood
1468,46560958,2023-04-17,George Cubbins | George Karim & Anthony Lockwood
1469,46560958,2023-04-17,Lucy Carlyle & George Cubbins | George Karim
1470,46560958,2023-04-17,Lucy Carlyle & Kat Godwin
1471,46560958,2023-04-17,Flo Bones & Anthony Lockwood
1472,46544185,2023-04-16,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
1473,46568050,2023-06-01,Lucy Carlyle/Anthony Lockwood
1474,46568050,2023-06-01,Lucy Carlyle & Anthony Lockwood
1475,46512439,2023-06-01,Lucy Carlyle & Norrie White
1476,46512439,2023-06-01,Lucy Carlyle/Anthony Lockwood
1477,46512439,2023-06-01,George Cubbins | George Karim & Anthony Lockwood
1478,46465093,2023-04-13,Lucy Carlyle/Anthony Lockwood
1479,46465093,2023-04-13,Lucy Carlyle & Anthony Lockwood
1480,46465093,2023-04-13,Lucy Carlyle & George Cubbins | George Karim
1481,46465093,2023-04-13,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1482,46557160,2023-04-17,Lucy Carlyle/Anthony Lockwood
1483,46557160,2023-04-17,Lucy Carlyle & Anthony Lockwood
1484,46557160,2023-04-17,Flo Bones/George Cubbins | George Karim
1485,46563514,2023-04-17,Lucy Carlyle/Anthony Lockwood
1486,46469533,2023-06-17,Lucy Carlyle/Anthony Lockwood
1487,46469533,2023-06-17,Lucy Carlyle & Anthony Lockwood
1488,46469533,2023-06-17,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood & Holly Munro
1489,46469533,2023-06-17,Lucy Carlyle & Holly Munro
1490,46469533,2023-06-17,Anthony Lockwood & Holly Munro
1491,46469533,2023-06-17,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1492,46552432,2023-04-17,Lucy Carlyle/Anthony Lockwood
1493,46545298,2023-06-18,Lucy Carlyle/Anthony Lockwood
1494,46545298,2023-06-18,background Holly Munro/Norrie White
1495,46575103,2023-04-18,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1496,46575103,2023-04-18,Lucy Carlyle/Anthony Lockwood
1497,46493629,2023-05-11,Lucy Carlyle/Anthony Lockwood
1498,46493629,2023-05-11,George Cubbins | George Karim/Anthony Lockwood
1499,46493629,2023-05-11,Lucy Carlyle/George Cubbins | George Karim
1500,46493629,2023-05-11,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
1501,46586020,2023-04-18,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
1502,46586020,2023-04-18,Lucy Carlyle & Quill Kipps
1503,46586020,2023-04-18,Anthony Lockwood & Quill Kipps
1504,46586020,2023-04-18,Quill Kipps & Everyone
1505,46586020,2023-04-18,Lucy Carlyle & Anthony Lockwood
1506,46608505,2023-04-22,Lucy Carlyle/Anthony Lockwood
1507,46514785,2023-04-15,Lucy Carlyle/Anthony Lockwood
1508,46588315,2023-04-20,Lucy Carlyle/Anthony Lockwood
1509,46612264,2023-04-19,Lucy Carlyle/Anthony Lockwood
1510,46533181,2023-04-16,Lucy Carlyle/Anthony Lockwood
1511,46545607,2023-04-16,Lucy Carlyle/Quill Kipps
1512,46466728,2023-06-15,Lucy Carlyle & Anthony Lockwood
1513,46489912,2023-04-14,Lucy Carlyle & Anthony Lockwood & George Cubbins | George Karim
1514,46552339,2023-04-26,Lucy Carlyle/Anthony Lockwood
1515,46587247,2023-05-15,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1516,46458169,2023-04-13,Lucy Carlyle/Anthony Lockwood
1517,46452142,2023-04-24,Lucy Carlyle/Anthony Lockwood
1518,46452142,2023-04-24,Lucy Carlyle & Anthony Lockwood
1519,46452142,2023-04-24,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
1520,46452142,2023-04-24,Lucy Carlyle & George Cubbins | George Karim
1521,46519282,2023-05-06,Lucy Carlyle/Anthony Lockwood
1522,46519282,2023-05-06,Lucy Carlyle/Original Character(s)
1523,46519282,2023-05-06,Lucy Carlyle & George Cubbins | George Karim
1524,46519282,2023-05-06,Flo Bones/George Cubbins | George Karim
1525,46474255,2023-04-14,Lucy Carlyle/Anthony Lockwood
1526,46597123,2023-04-19,Lucy Carlyle/Anthony Lockwood
1527,46609009,2023-04-19,Lucy Carlyle/Anthony Lockwood
1528,46481659,2023-06-12,Lucy Carlyle/Anthony Lockwood
1529,46481659,2023-06-12,Minor or Background Relationship(s)
1530,46481659,2023-06-12,Flo Bones/George Cubbins | George Karim
1531,46481659,2023-06-12,Holly Munro/Norrie White
1532,46481659,2023-06-12,Skull/George but QPR
1533,46589206,2023-04-18,Lucy Carlyle/Anthony Lockwood
1534,46589206,2023-04-18,Lucy Carlyle & Anthony Lockwood
1535,46510540,2023-04-15,Kat Godwin & Quill Kipps & Bobby Vernon & Ned Shaw
1536,46473562,2023-05-12,Kat Godwin & Quill Kipps & Ned Shaw & Bobby Vernon
1537,46473562,2023-05-12,Quill Kipps & Anthony Lockwood
1538,46473562,2023-05-12,Lucy Carlyle & Quill Kipps
1539,46473562,2023-05-12,Quill Kipps & George Karim
1540,46473562,2023-05-12,Quill Kipps/Jessica Lockwood
1541,46520635,2023-04-16,Lucy Carlyle/Anthony Lockwood
1542,46520635,2023-04-16,George Cubbins | George Karim & Anthony Lockwood
1543,46197910,2023-04-30,Lucy Carlyle/Anthony Lockwood
1544,46197910,2023-04-30,Lucy Carlyle & George Cubbins | George Karim
1545,46197910,2023-04-30,Lucy Carlyle & Holly Munro
1546,46368916,2023-04-21,Anthony Lockwood/Quill Kipps
1547,46235371,2023-04-15,Lucy Carlyle/Anthony Lockwood
1548,46235371,2023-04-15,George Cubbins | George Karim/Anthony Lockwood
1549,46235371,2023-04-15,Lucy Carlyle/George Cubbins | George Karim
1550,46235371,2023-04-15,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
1551,46295881,2023-04-13,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
1552,46295881,2023-04-13,Lucy Carlyle & George Cubbins | George Karim
1553,46295881,2023-04-13,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1554,46295881,2023-04-13,George Cubbins | George Karim & Anthony Lockwood
1555,46429513,2023-06-21,Lucy Carlyle/Anthony Lockwood
1556,46445644,2023-04-28,Lucy Carlyle/Anthony Lockwood
1557,46450045,2023-04-19,Lucy Carlyle/Anthony Lockwood
1558,46451566,2023-04-12,Lucy Carlyle/Anthony Lockwood
1559,46451566,2023-04-12,Lucy Carlyle & Anthony Lockwood
1560,46447390,2023-04-12,Lucy Carlyle/Anthony Lockwood
1561,46446364,2023-04-12,Lucy Carlyle/Anthony Lockwood
1562,46431190,2023-04-12,Lucy Carlyle/Anthony Lockwood
1563,46431190,2023-04-12,Lucy Carlyle & Anthony Lockwood
1564,46431190,2023-04-12,Lucy Carlyle & Holly Munro
1565,46431190,2023-04-12,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
1566,46433071,2023-04-12,Anthony Lockwood / reader
1567,46433071,2023-04-12,Anthony Lockwood & George Karim
1568,46433071,2023-04-12,Anthony Lockwood & Reader
1569,46432357,2023-04-12,Lucy Carlyle/Anthony Lockwood
1570,46431946,2023-04-12,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1571,46431946,2023-04-12,Lucy Carlyle/Anthony Lockwood
1572,46431946,2023-04-12,Lucy Carlyle & Holly Munro
1573,46431946,2023-04-12,Lucy Carlyle & The Skull
1574,46431946,2023-04-12,Anthony Lockwood & Quill Kipps
1575,46431418,2023-04-12,Lucy Carlyle/Anthony Lockwood
1576,46431418,2023-04-12,Lucy Carlyle & George Cubbins | George Karim
1577,46408204,2023-05-03,Lucy Carlyle/Anthony Lockwood
1578,46424269,2023-04-11,George Cubbins | George Karim & Anthony Lockwood
1579,46424269,2023-04-11,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1580,46422805,2023-04-11,Marissa Fittes/Tom Rotwell
1581,46422130,2023-04-11,Marissa Fittes/Tom Rotwell
1582,46421908,2023-04-11,Lucy Carlyle/Anthony Lockwood
1583,46421908,2023-04-11,Lucy Carlyle & Anthony Lockwood
1584,46421422,2023-04-11,Lucy Carlyle & Norrie White
1585,46421422,2023-04-11,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
1586,46415074,2023-04-11,Lucy Carlyle/Anthony Lockwood
1587,46410094,2023-04-11,Lucy Carlyle/Anthony Lockwood
1588,46410094,2023-04-11,background Flo Bones/George Cubbins | George Karim
1589,46381468,2023-06-05,Lucy Carlyle/Anthony Lockwood
1590,46381468,2023-06-05,Lucy Carlyle & The Skull
1591,46381468,2023-06-05,Flo Bones/George Cubbins | George Karim
1592,46381468,2023-06-05,Holly Munro/Holly Munro's Girlfriend
1593,46403539,2023-04-10,Anthony Lockwood/Original Female Character(s)
1594,46403539,2023-04-10,Lucy Carlyle & Anthony Lockwood
1595,46403539,2023-04-10,George Cubbins | George Karim & Anthony Lockwood
1596,46403062,2023-04-10,George Cubbins | George Karim & Anthony Lockwood
1597,46403062,2023-04-10,Lucy Carlyle/Anthony Lockwood
1598,46403062,2023-04-10,Anthony Lockwood & Jessica Lockwood
1599,46400428,2023-04-10,Lucy Carlyle/Anthony Lockwood
1600,46400428,2023-04-10,Lucy Carlyle & Anthony Lockwood
1601,46401100,2023-04-10,Lucy Carlyle & George Cubbins | George Karim
1602,46401100,2023-04-10,Lucy Carlyle/Anthony Lockwood
1603,46401100,2023-04-10,George Cubbins | George Karim & Anthony Lockwood
1604,46395415,2023-04-10,Lucy Carlyle/Anthony Lockwood
1605,46388950,2023-04-10,Lucy Carlyle & Norrie White
1606,46378699,2023-04-10,Lucy Carlyle/Anthony Lockwood
1607,46378699,2023-04-10,Lucy Carlyle & Anthony Lockwood
1608,46358539,2023-04-10,Quill Kipps/Jessica Lockwood
1609,46358539,2023-04-10,Lucy Carlyle & Quill Kipps
1610,46358539,2023-04-10,Quill Kipps & Anthony Lockwood
1611,46358539,2023-04-10,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood & Holly Munro
1612,46358539,2023-04-10,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
1613,46358539,2023-04-10,Quill Kipps & Everyone
1614,46366897,2023-04-18,Lucy Carlyle/Anthony Lockwood
1615,46366897,2023-04-18,George Cubbins | George Karim/Anthony Lockwood
1616,46366897,2023-04-18,Lucy Carlyle/George Cubbins | George Karim
1617,46366897,2023-04-18,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
1618,46374463,2023-06-18,Lucy Carlyle & Anthony Lockwood
1619,46374463,2023-06-18,George Cubbins | George Karim & Anthony Lockwood
1620,46374463,2023-06-18,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1621,46374463,2023-06-18,Lucy Carlyle & George Cubbins | George Karim
1622,46374463,2023-06-18,Lucy Carlyle/Anthony Lockwood
1623,46367782,2023-04-14,Lucy Carlyle/Anthony Lockwood
1624,46367782,2023-04-14,Lucy Carlyle & George Cubbins | George Karim
1625,46367782,2023-04-14,Hinted Lucy Carlyle/Quill Kipps
1626,46367782,2023-04-14,George Cubbins | George Karim & Anthony Lockwood
1627,46360597,2023-04-10,Lucy Carlyle/Anthony Lockwood
1628,46360597,2023-04-10,Lucy Carlyle & Anthony Lockwood
1629,46360597,2023-04-10,Lucy Carlyle & The Skull
1630,46360597,2023-04-10,Lucy Carlyle & Holly Munro
1631,46360597,2023-04-10,Lucy Carlyle & Quill Kipps
1632,46360597,2023-04-10,Montagu Barnes & Lucy Carlyle
1633,46360597,2023-04-10,Flo Bones/George Cubbins | George Karim
1634,46360597,2023-04-10,Anthony Bridgerton/Kate Sheffield | Kate Sharma
1635,46360597,2023-04-10,Francesca Bridgerton/Michael Stirling
1636,46360597,2023-04-10,Simon Basset/Daphne Bridgerton
1637,46375837,2023-04-09,Lucy Carlyle & Anthony Lockwood
1638,46375837,2023-04-09,Lucy Carlyle & Holly Munro
1639,46375837,2023-04-09,Lucy Carlyle & The Skull
1640,46375837,2023-04-09,Anthony Lockwood & Holly Munro
1641,46370536,2023-04-09,Lucy Carlyle/Anthony Lockwood
1642,46370536,2023-04-09,Lucy Carlyle & Anthony Lockwood
1643,46360966,2023-04-09,Lucy Carlyle/Anthony Lockwood
1644,46360966,2023-04-09,Anthony Lockwood & The Skull
1645,46360966,2023-04-09,George Cubbins | George Karim & Anthony Lockwood
1646,46360966,2023-04-09,Anthony Lockwood & Quill Kipps
1647,46360966,2023-04-09,Flo Bones & Anthony Lockwood
1648,46358098,2023-04-09,Lucy Carlyle/Anthony Lockwood
1649,46358089,2023-04-09,Lucy Carlyle/Anthony Lockwood
1650,46353790,2023-04-09,Lucy Carlyle & Anthony Lockwood
1651,46353790,2023-04-09,Lucy Carlyle & George Cubbins | George Karim
1652,46351537,2023-04-09,Lucy Carlyle/Anthony Lockwood
1653,46351537,2023-04-09,Lucy Carlyle & Anthony Lockwood
1654,46329682,2023-06-15,Anthony Lockwood/Original Character(s)
1655,46329682,2023-06-15,George Cubbins | George Karim/Original Character(s)
1656,46329682,2023-06-15,Lucy Carlyle/Original Character(s)
1657,46329682,2023-06-15,Quill Kipps/Original Character(s)
1658,46329682,2023-06-15,Holly Munro & Original Character(s)
1659,46329682,2023-06-15,The Skull (Lockwood & Co.) & Original Character(s)
1660,46339879,2023-04-22,Lucy Carlyle/Anthony Lockwood
1661,46339879,2023-04-22,Lucy Carlyle & Anthony Lockwood
1662,46339879,2023-04-22,Locklyle - Relationship
1663,46339879,2023-04-22,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1664,46346389,2023-04-08,Lucy Carlyle/Anthony Lockwood
1665,46345342,2023-04-08,Lucy Carlyle/Anthony Lockwood
1666,46345342,2023-04-08,Lucy Carlyle & Anthony Lockwood
1667,46345342,2023-04-08,George Cubbins | George Karim & Anthony Lockwood
1668,46345342,2023-04-08,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1669,46345342,2023-04-08,Lucy Carlyle & George Cubbins | George Karim
1670,46345342,2023-04-08,Lucy Carlyle/George Cubbins | George Karim
1671,46343647,2023-04-08,Lucy Carlyle/Anthony Lockwood
1672,46343647,2023-04-08,Lucy Carlyle & Anthony Lockwood
1673,46343647,2023-04-08,Lucy Carlyle & George Cubbins | George Karim
1674,46343647,2023-04-08,George Cubbins | George Karim & Anthony Lockwood
1675,46343647,2023-04-08,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1676,46341136,2023-04-08,Lucy Carlyle/Anthony Lockwood
1677,46315813,2023-05-04,Lucy Carlyle/Anthony Lockwood
1678,46315132,2023-04-26,Lucy Carlyle/Anthony Lockwood
1679,46315132,2023-04-26,Lucy Carlyle & The Skull
1680,46315132,2023-04-26,Lucy Carlyle & Anthony Lockwood & George Cubbins | George Karim
1681,46313794,2023-04-25,Lucy Carlyle/Anthony Lockwood
1682,46313794,2023-04-25,Lucy Carlyle & Anthony Lockwood
1683,46313794,2023-04-25,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
1684,46313794,2023-04-25,Lucy Carlyle & The Skull
1685,46326508,2023-04-07,Former Lucy Carlyle/Norrie White
1686,46326508,2023-04-07,Lucy Carlyle & Norrie White
1687,46326508,2023-04-07,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood & Holly Munro
1688,46325347,2023-04-07,Anthony Lockwood/Original Character(s)
1689,46325347,2023-04-07,Flo Bones/George Cubbins | George Karim
1690,46325395,2023-04-07,Lucy Carlyle/Anthony Lockwood
1691,46325395,2023-04-07,Lucy Carlyle & Anthony Lockwood
1692,46325395,2023-04-07,Lucy Carlyle & George Cubbins | George Karim
1693,46324702,2023-04-07,Lucy Carlyle/Anthony Lockwood
1694,46324702,2023-04-07,Lucy Carlyle & Anthony Lockwood
1695,46324702,2023-04-07,Flo Bones/George Cubbins | George Karim
1696,46324702,2023-04-07,Flo Bones & George Cubbins | George Karim
1697,46320637,2023-04-07,Lucy Carlyle/Anthony Lockwood
1698,46320637,2023-04-07,Lucy Carlyle & Anthony Lockwood
1699,46320637,2023-04-07,Lucy Carlyle & George Cubbins | George Karim
1700,46320637,2023-04-07,Lucy Carlyle & Holly Munro
1701,46318897,2023-04-07,Lucy Carlyle/Anthony Lockwood
1702,46318897,2023-04-07,George Cubbins | George Karim & Anthony Lockwood
1703,46318897,2023-04-07,Past Norrie White/Lucy Carlyle - Relationship
1704,46317319,2023-04-07,Lucy Carlyle/Anthony Lockwood
1705,46317319,2023-04-07,Lucy Carlyle & Anthony Lockwood
1706,46066087,2023-04-07,Lucy Carlyle/Anthony Lockwood
1707,46066087,2023-04-07,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1708,46281751,2023-04-23,Lucy Carlyle/Anthony Lockwood
1709,46282243,2023-04-08,Lucy Carlyle/Anthony Lockwood
1710,46282243,2023-04-08,Golden Blade/Penelope Fittes
1711,46288870,2023-04-07,Lucy Carlyle/Anthony Lockwood
1712,46288870,2023-04-07,Lucy Carlyle & Anthony Lockwood
1713,46301008,2023-04-06,Lucy Carlyle/Anthony Lockwood
1714,46300423,2023-04-06,Lucy Carlyle/Anthony Lockwood
1715,46295437,2023-04-06,Lucy Carlyle/Anthony Lockwood
1716,46295437,2023-04-06,Lucy Carlyle & George Cubbins | George Karim
1717,46286233,2023-04-06,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1718,46286143,2023-04-06,Lucy Carlyle/Anthony Lockwood
1719,46266553,2023-06-12,Lucy Carlyle/Anthony Lockwood
1720,46266553,2023-06-12,Lucy Carlyle & Mary Carlyle
1721,46266553,2023-06-12,Lucy Carlyle & George Cubbins | George Karim
1722,46263262,2023-04-23,Lucy Carlyle/Anthony Lockwood
1723,46263262,2023-04-23,Lucy Carlyle & Anthony Lockwood
1724,46280236,2023-04-18,Lucy Carlyle/Anthony Lockwood
1725,46280236,2023-04-18,Lucy Carlyle & Anthony Lockwood
1726,46257373,2023-04-07,Lucy Carlyle/Anthony Lockwood
1727,46257373,2023-04-07,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
1728,46257373,2023-04-07,George Cubbins | George Karim/Anthony Lockwood
1729,46257373,2023-04-07,Lucy Carlyle/George Cubbins | George Karim
1730,46275070,2023-04-05,Lucy Carlyle/Anthony Lockwood
1731,46269961,2023-04-05,Lucy Carlyle/Anthony Lockwood
1732,46269961,2023-04-05,Lucy Carlyle & Anthony Lockwood
1733,46271611,2023-04-05,Lucy Carlyle/Anthony Lockwood
1734,46271611,2023-04-05,Lucy Carlyle & Anthony Lockwood
1735,46056190,2023-04-05,Lucy Carlyle/Anthony Lockwood
1736,46266283,2023-04-05,Lucy Carlyle/Anthony Lockwood
1737,46263364,2023-04-05,Lucy Carlyle & Anthony Lockwood
1738,46263364,2023-04-05,Lucy Carlyle & George Cubbins | George Karim
1739,46263364,2023-04-05,Lucy Carlyle/Anthony Lockwood
1740,46263364,2023-04-05,Flo Bones/George Cubbins | George Karim
1741,46262965,2023-04-05,Lucy Carlyle/Anthony Lockwood
1742,46258786,2023-04-05,Lucy Carlyle/Anthony Lockwood
1743,46232947,2023-06-18,Lucy Carlyle/Anthony Lockwood
1744,46232947,2023-06-18,brief Lockwood/Original Character
1745,46242589,2023-04-04,Lucy Carlyle/Anthony Lockwood
1746,46237879,2023-04-04,Lucy Carlyle/Anthony Lockwood
1747,46237879,2023-04-04,Lucy Carlyle & Anthony Lockwood
1748,46237879,2023-04-04,Lucy Carlyle & George Cubbins | George Karim & Quill Kipps & Anthony Lockwood
1749,46237879,2023-04-04,Lucy Carlyle & George Cubbins | George Karim
1750,46237612,2023-04-04,Lucy Carlyle/Anthony Lockwood
1751,46235575,2023-04-04,Lucy Carlyle/Anthony Lockwood
1752,46235575,2023-04-04,Lucy Carlyle & Anthony Lockwood
1753,46235575,2023-04-04,George Cubbins & Anthony Lockwood
1754,46218217,2023-06-04,Marissa Fittes/Tom Rotwell
1755,46218217,2023-06-04,Ezekiel/Marissa Fittes
1756,46218217,2023-06-04,Lucy Carlyle/Anthony Lockwood
1757,46211653,2023-05-02,Lucy Carlyle/Anthony Lockwood
1758,46227607,2023-04-28,Lucy Carlyle/Anthony Lockwood
1759,46227607,2023-04-28,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1760,46229668,2023-04-18,Lucy Carlyle/Anthony Lockwood
1761,46229668,2023-04-18,Lucy Carlyle & Anthony Lockwood
1762,46229668,2023-04-18,Lucy Carlyle & George Cubbins | George Karim
1763,46229668,2023-04-18,George Cubbins | George Karim & Anthony Lockwood
1764,46225141,2023-04-16,Lucy Carlyle/Anthony Lockwood
1765,46225141,2023-04-16,Lucy Carlyle & George Cubbins | George Karim & Anthony Lockwood
1766,46231348,2023-04-03,Lucy Carlyle/Anthony Lockwood
1767,46231606,2023-04-03,Lucy Carlyle/Anthony Lockwood
1768,46231606,2023-04-03,Lucy Carlyle & Anthony Lockwood
1769,46231606,2023-04-03,Lucy Carlyle & George Cubbins | George Karim
1770,46227298,2023-04-03,Lucy Carlyle/Norrie White
1771,46227298,2023-04-03,Lucy Carlyle/Anthony Lockwood
1772,46227298,2023-04-03,Lucy Carlyle & Norrie White
1773,46227298,2023-04-03,Lucy Carlyle & Holly Munro
1774,46227298,2023-04-03,Lucy Carlyle & George Cubbins | George Karim
1775,46227922,2023-04-03,Lucy Carlyle/Anthony Lockwood
1776,46227922,2023-04-03,Lucy Carlyle & Quill Kipps
1777,46227922,2023-04-03,Quill Kipps & Holly Munro
1778,46225762,2023-04-03,Lucy Carlyle/Anthony Lockwood
1779,46222702,2023-04-03,Lucy Carlyle/George Cubbins | George Karim/Anthony Lockwood
1780,46222702,2023-04-03,Lucy Carlyle/George Cubbins | George Karim
