,fanfic_id,kudos,bookmarks,comments,hits,date_scraped
22167,46001686,127,6,34,"1,458",2023-04-27
22168,46000972,9,0,21,264,2023-04-27
22169,46000672,8,1,4,158,2023-04-27
22170,46015144,59,3,3,679,2023-04-27
22171,45995317,2,0,0,29,2023-04-27
22172,45997003,253,50,44,"1,458",2023-04-27
22173,45996211,197,24,11,"1,029",2023-04-27
22174,45996049,56,6,3,481,2023-04-27
22175,45990073,54,3,6,423,2023-04-27
22176,45987448,23,0,0,285,2023-04-27
22177,45986320,174,12,5,"1,328",2023-04-27
22178,45985753,64,4,3,583,2023-04-27
22179,45985786,60,3,2,522,2023-04-27
22180,45984541,42,0,3,519,2023-04-27
22181,45982501,54,0,0,587,2023-04-27
22182,45981832,60,2,10,469,2023-04-27
22183,45977116,9,1,2,186,2023-04-27
22184,45976288,365,28,16,"2,228",2023-04-27
22185,45972253,154,24,48,"1,128",2023-04-27
22186,45973294,141,9,9,954,2023-04-27
22187,45969571,162,12,12,943,2023-04-27
22188,45967765,132,9,7,918,2023-04-27
22189,45967603,145,9,8,"1,131",2023-04-27
22190,45176500,233,33,108,"5,774",2023-04-27
22191,45878509,135,9,7,"1,168",2023-04-27
22192,45960052,88,8,20,500,2023-04-27
22193,45961612,75,8,21,422,2023-04-27
22194,45961165,189,29,6,"1,266",2023-04-27
22195,45943195,68,3,4,601,2023-04-27
22196,45806023,58,5,8,828,2023-04-27
22197,45959839,26,1,0,488,2023-04-27
22198,45959410,13,1,12,103,2023-04-27
22199,45959260,202,39,45,"1,473",2023-04-27
22200,45958765,100,5,5,679,2023-04-27
22201,45958507,90,4,2,"1,104",2023-04-27
22202,45956908,122,3,4,682,2023-04-27
22203,45956830,29,0,2,864,2023-04-27
22204,45956380,64,2,4,571,2023-04-27
22205,45898684,136,10,18,"1,560",2023-04-27
22206,45955846,52,2,4,"1,126",2023-04-27
22207,45270820,60,7,7,866,2023-04-27
22208,45954985,229,16,39,"1,381",2023-04-27
22209,45953536,296,45,22,"1,326",2023-04-27
22210,45953320,82,4,1,718,2023-04-27
22211,45953092,17,2,3,177,2023-04-27
22212,45779782,76,12,20,639,2023-04-27
22213,45950230,123,9,12,832,2023-04-27
22214,45950098,36,0,0,322,2023-04-27
22215,45949939,108,11,19,"1,088",2023-04-27
22216,45949594,211,21,13,"1,258",2023-04-27
22217,45949207,97,9,12,543,2023-04-27
22218,45949255,138,7,6,938,2023-04-27
22219,45948973,171,20,35,"1,176",2023-04-27
22220,45948691,121,10,8,584,2023-04-27
22221,45299590,53,4,14,492,2023-04-27
22222,45946945,74,1,6,498,2023-04-27
22223,45946711,36,2,9,378,2023-04-27
22224,45946471,42,3,0,437,2023-04-27
22225,45944800,72,4,3,795,2023-04-27
22226,45941917,47,4,6,718,2023-04-27
22227,45939247,143,14,28,597,2023-04-27
22228,45938020,127,6,12,"1,138",2023-04-27
22229,45931798,368,42,37,"1,882",2023-04-27
22230,45679222,114,9,15,"1,671",2023-04-27
22231,45929959,278,24,27,"1,623",2023-04-27
22232,45657259,342,38,174,"5,790",2023-04-27
22233,45927412,144,5,14,742,2023-04-27
22234,45925663,141,13,10,"1,281",2023-04-27
22235,45926998,62,1,4,448,2023-04-27
22236,45926257,49,2,5,454,2023-04-27
22237,45575005,173,15,49,"1,772",2023-04-27
22238,45923554,149,12,26,"1,015",2023-04-27
22239,45923083,70,1,4,565,2023-04-27
22240,45922597,180,11,20,"1,197",2023-04-27
22241,45921664,35,3,0,243,2023-04-27
22242,45919786,138,11,18,"1,079",2023-04-27
22243,45781543,32,6,3,283,2023-04-27
22244,45917170,53,4,11,369,2023-04-27
22245,45917161,75,5,4,574,2023-04-27
22246,45915469,107,4,5,909,2023-04-27
22247,45913645,171,15,7,"1,629",2023-04-27
22248,45913267,108,3,5,566,2023-04-27
22249,45912622,123,3,10,836,2023-04-27
22250,45912517,87,3,4,943,2023-04-27
22251,45912121,133,6,14,672,2023-04-27
22252,45911998,101,8,6,838,2023-04-27
22253,45911911,105,4,6,701,2023-04-27
22254,45902416,78,5,7,835,2023-04-27
22255,45908167,63,7,6,929,2023-04-27
22256,45907522,82,3,8,611,2023-04-27
22257,45907612,272,30,24,"1,338",2023-04-27
22258,45906832,97,7,12,503,2023-04-27
22259,45906346,69,3,4,627,2023-04-27
22260,45904690,116,7,3,719,2023-04-27
22261,45903577,162,14,26,768,2023-04-27
22262,45901207,148,9,22,835,2023-04-27
22263,45900238,140,9,15,"1,158",2023-04-27
22264,45900211,60,3,4,602,2023-04-27
22265,45898153,53,2,2,479,2023-04-27
22266,45898195,112,6,16,764,2023-04-27
22267,45862360,55,6,17,601,2023-04-27
22268,45665989,29,5,4,296,2023-04-27
22269,45897112,74,7,1,649,2023-04-27
22270,45892684,81,6,10,397,2023-04-27
22271,45894358,94,3,2,673,2023-04-27
22272,45894163,269,12,35,"1,684",2023-04-27
22273,45892138,91,11,7,"1,404",2023-04-27
22274,45892129,131,11,23,606,2023-04-27
22275,45890218,64,8,3,447,2023-04-27
22276,45889840,173,13,14,"1,327",2023-04-27
22277,45874990,168,13,9,"1,223",2023-04-27
22278,45888514,164,9,6,"1,198",2023-04-27
22279,45887671,157,8,18,881,2023-04-27
22280,45906250,71,3,7,470,2023-04-27
22281,45886432,110,5,4,813,2023-04-27
22282,45885187,371,38,30,"2,068",2023-04-27
22283,45885139,46,1,0,770,2023-04-27
22284,45883669,117,9,14,663,2023-04-27
22285,45880315,51,1,12,471,2023-04-27
22286,45874843,170,11,5,"1,112",2023-04-27
22287,45491884,135,13,16,"1,406",2023-04-27
22288,45868420,53,9,5,434,2023-04-27
22289,45859756,203,16,43,"1,768",2023-04-27
22290,45856504,50,4,1,489,2023-04-27
22291,45853579,23,3,0,231,2023-04-27
22292,45851230,82,6,28,507,2023-04-27
22293,45849280,145,21,28,739,2023-04-27
22294,45667579,178,18,11,"2,321",2023-04-27
22295,45846748,133,12,14,899,2023-04-27
22296,45844012,63,10,14,571,2023-04-27
22297,45797791,159,16,21,"1,641",2023-04-27
22298,45525949,311,36,51,"3,365",2023-04-27
22299,45858562,111,3,5,"1,116",2023-04-27
22300,45825607,240,26,14,"1,505",2023-04-27
22301,45228928,96,8,18,"4,258",2023-04-27
22302,45430072,43,4,29,988,2023-04-27
22303,45822442,61,5,10,394,2023-04-27
22304,45820903,15,0,3,134,2023-04-27
22305,45820789,63,2,5,576,2023-04-27
22306,45820549,132,9,10,611,2023-04-27
22307,44318566,85,16,24,"1,928",2023-04-27
22308,45818764,171,32,11,"1,132",2023-04-27
22309,45815488,143,10,3,902,2023-04-27
22310,45815194,10,1,0,175,2023-04-27
22311,45810253,379,30,30,"2,606",2023-04-27
22312,45653299,394,46,95,"3,663",2023-04-27
22313,45603859,400,53,118,"7,607",2023-04-27
22314,45796330,31,1,6,231,2023-04-27
22315,45795295,23,0,2,289,2023-04-27
22316,45792256,385,42,36,"2,824",2023-04-27
22317,44781088,228,27,46,"3,015",2023-04-27
22318,45104020,315,37,57,"7,728",2023-04-27
22319,45778651,56,5,9,675,2023-04-27
22320,45774862,90,6,6,"1,664",2023-04-27
22321,45771862,16,0,9,220,2023-04-27
22322,45749431,35,5,3,441,2023-04-27
22323,45768427,39,0,2,914,2023-04-27
22324,45768025,26,1,0,331,2023-04-27
22325,45545299,61,1,4,"1,347",2023-04-27
22326,45758899,10,2,1,179,2023-04-27
22327,45755005,276,22,9,"1,893",2023-04-27
22328,45748252,223,15,26,"1,493",2023-04-27
22329,45747007,89,4,5,"1,203",2023-04-27
22330,45746728,115,7,4,939,2023-04-27
22331,45745054,57,4,9,244,2023-04-27
22332,45745150,72,16,13,653,2023-04-27
22333,45742834,44,4,2,238,2023-04-27
22334,44842891,492,54,278,"8,549",2023-04-27
22335,45733642,21,1,0,382,2023-04-27
22336,45729940,171,15,4,"1,612",2023-04-27
22337,45728536,45,6,7,283,2023-04-27
22338,45726136,63,5,4,"1,000",2023-04-27
22339,45412678,132,10,12,"1,571",2023-04-27
22340,45714139,140,10,7,"1,768",2023-04-27
22341,45604426,157,24,24,"3,370",2023-04-27
22342,45711232,112,7,15,"1,130",2023-04-27
22343,45708334,158,10,29,"1,041",2023-04-27
22344,45707410,231,21,20,"1,493",2023-04-27
22345,45703774,44,7,5,331,2023-04-27
22346,45703534,362,43,46,"1,943",2023-04-27
22347,45697195,174,7,16,"1,523",2023-04-27
22348,45695437,84,5,9,734,2023-04-27
22349,45695704,7,0,1,76,2023-04-27
22350,45692461,252,38,44,"1,472",2023-04-27
22351,45692212,121,11,12,725,2023-04-27
22352,45691075,167,13,12,"1,436",2023-04-27
22353,45689869,2,0,0,16,2023-04-27
22354,45688066,9,0,0,102,2023-04-27
22355,45684694,232,20,20,"1,914",2023-04-27
22356,45509125,321,45,58,"4,989",2023-04-27
22357,45683302,142,19,13,"1,857",2023-04-27
22358,45679093,192,15,19,"1,498",2023-04-27
22359,45309310,736,112,188,"12,213",2023-04-27
22360,45675760,321,35,21,"2,024",2023-04-27
22361,45674977,107,15,11,"2,251",2023-04-27
22362,45381133,54,2,7,802,2023-04-27
22363,45665002,377,43,66,"2,078",2023-04-27
22364,45664660,226,30,35,"1,541",2023-04-27
22365,45413728,41,10,38,513,2023-04-27
22366,45660022,285,33,26,"2,188",2023-04-27
22367,45193921,679,93,191,"14,424",2023-04-27
22368,45648898,121,7,4,"1,136",2023-04-27
22369,45645367,17,3,2,130,2023-04-27
22370,45232369,98,3,1,"1,363",2023-04-27
22371,45639625,155,12,8,"1,270",2023-04-27
22372,45633973,278,33,30,"2,674",2023-04-27
22373,45410845,46,7,11,483,2023-04-27
22374,45632575,8,0,2,46,2023-04-27
22375,27141959,203,29,90,"5,039",2023-04-27
22376,45630778,312,27,21,"1,853",2023-04-27
22377,45626272,63,6,6,416,2023-04-27
22378,45624808,401,30,12,"2,021",2023-04-27
22379,45624178,54,2,1,485,2023-04-27
22380,45618709,185,30,30,991,2023-04-27
22381,45613867,169,13,14,"2,616",2023-04-27
22382,45607801,240,27,16,"2,812",2023-04-27
22383,45606988,179,12,9,"1,344",2023-04-27
22384,45600478,64,4,0,886,2023-04-27
22385,45594226,109,9,7,880,2023-04-27
22386,45590311,172,12,16,"1,389",2023-04-27
22387,45262813,487,54,89,"5,869",2023-04-27
22388,45588253,387,33,32,"1,883",2023-04-27
22389,45586645,75,12,20,851,2023-04-27
22390,45585871,29,0,6,195,2023-04-27
22391,45089905,301,55,64,"2,552",2023-04-27
22392,45568510,169,14,17,"1,419",2023-04-27
22393,45581857,11,0,0,202,2023-04-27
22394,45168628,326,46,123,"5,113",2023-04-27
22395,45579649,159,8,9,"1,801",2023-04-27
22396,45577135,181,15,20,"1,532",2023-04-27
22397,45577765,41,1,3,640,2023-04-27
22398,45574216,57,11,6,"1,201",2023-04-27
22399,45575893,160,9,6,"1,279",2023-04-27
22400,45575416,295,24,18,"1,425",2023-04-27
22401,45575278,56,2,4,537,2023-04-27
22402,44845486,546,67,17,"6,360",2023-04-27
22403,45568291,110,8,17,679,2023-04-27
22404,45567121,25,3,4,171,2023-04-27
22405,45107590,101,24,23,"1,117",2023-04-27
22406,45565012,4,0,2,186,2023-04-27
22407,45562273,201,26,38,"1,559",2023-04-27
22408,45556723,95,8,7,931,2023-04-27
22409,45556270,103,4,22,685,2023-04-27
22410,45553405,57,7,2,543,2023-04-27
22411,45552913,196,11,7,"1,185",2023-04-27
22412,45552436,192,9,5,"1,642",2023-04-27
22413,45550276,216,15,13,"2,292",2023-04-27
22414,45017971,92,6,9,"1,998",2023-04-27
22415,45426244,309,22,17,"2,996",2023-04-27
22416,44825602,248,21,30,"2,540",2023-04-27
22417,45537277,419,43,25,"2,507",2023-04-27
22418,45441367,164,28,18,"2,544",2023-04-27
22419,45528430,68,6,2,534,2023-04-27
22420,45236776,295,39,32,"5,261",2023-04-27
22421,45526300,88,10,19,770,2023-04-27
22422,45525943,20,2,0,324,2023-04-27
22423,45519622,50,3,0,585,2023-04-27
22424,45525202,213,28,23,"1,019",2023-04-27
22425,45525127,26,3,3,350,2023-04-27
22426,45523807,207,19,6,"1,639",2023-04-27
22427,45521722,27,4,1,426,2023-04-27
22428,45517816,123,6,11,"1,020",2023-04-27
22429,45517432,88,7,5,"1,018",2023-04-27
22430,45516481,30,2,5,892,2023-04-27
22431,45515191,109,11,9,760,2023-04-27
22432,45514036,115,14,8,915,2023-04-27
22433,45351325,25,1,1,658,2023-04-27
22434,45512512,390,44,23,"2,123",2023-04-27
22435,45512335,21,4,0,110,2023-04-27
22436,45511150,8,0,2,33,2023-04-27
22437,45507604,364,42,19,"2,360",2023-04-27
22438,45363172,229,17,56,"2,679",2023-04-27
22439,45505093,20,0,0,149,2023-04-27
22440,45504967,30,2,0,220,2023-04-27
22441,45504391,22,1,2,179,2023-04-27
22442,45504439,85,12,2,"1,932",2023-04-27
22443,45499567,133,16,14,"1,401",2023-04-27
22444,45495526,7,0,0,32,2023-04-27
22445,45477271,155,16,10,"1,804",2023-04-27
22446,45267952,31,3,4,939,2023-04-27
22447,45486436,397,35,31,"2,163",2023-04-27
22448,45431953,135,16,23,"3,281",2023-04-27
22449,45484000,197,23,12,"1,336",2023-04-27
22450,45481588,36,3,0,276,2023-04-27
22451,45480853,282,36,19,"3,697",2023-04-27
22452,45477412,48,3,5,276,2023-04-27
22453,45475927,162,13,7,"1,484",2023-04-27
22454,45473536,17,1,0,182,2023-04-27
22455,45472867,191,26,34,"1,728",2023-04-27
22456,45450130,285,53,56,"2,634",2023-04-27
22457,45446524,105,4,7,"1,364",2023-04-27
22458,45463279,219,19,44,"1,330",2023-04-27
22459,45461035,43,6,0,674,2023-04-27
22460,45438514,266,21,53,"2,523",2023-04-27
22461,45460267,15,3,0,426,2023-04-27
22462,45457660,155,10,4,"1,110",2023-04-27
22463,45457342,245,21,30,"1,605",2023-04-27
22464,45447781,219,23,20,"2,398",2023-04-27
22465,45453571,107,5,4,874,2023-04-27
22466,45452593,133,15,23,"1,200",2023-04-27
22467,45452533,7,0,3,404,2023-04-27
22468,45443701,18,1,0,125,2023-04-27
22469,45436432,16,2,0,406,2023-04-27
22470,45433192,68,5,6,556,2023-04-27
22471,45409813,137,10,6,"2,811",2023-04-27
22472,45429940,474,53,24,"3,045",2023-04-27
22473,45429529,47,1,10,699,2023-04-27
22474,45428755,254,25,37,"1,197",2023-04-27
22475,45427066,27,5,8,238,2023-04-27
22476,45422758,117,11,20,"1,094",2023-04-27
22477,44740321,25,9,9,825,2023-04-27
22478,45417862,52,11,10,507,2023-04-27
22479,45416998,150,19,14,"1,298",2023-04-27
22480,45412558,178,16,10,"1,430",2023-04-27
22481,45409504,1,0,2,140,2023-04-27
22482,45406873,119,9,11,979,2023-04-27
22483,45234034,153,26,38,"1,548",2023-04-27
22484,45403954,63,3,6,468,2023-04-27
22485,44929498,429,55,47,"2,903",2023-04-27
22486,45364228,138,4,11,"3,022",2023-04-27
22487,45399484,309,31,8,"1,956",2023-04-27
22488,45397642,161,18,14,"1,451",2023-04-27
22489,45391930,93,7,1,"1,237",2023-04-27
22490,45389224,241,22,8,"2,032",2023-04-27
22491,45388645,99,8,6,"1,475",2023-04-27
22492,45385342,139,14,14,"2,978",2023-04-27
22493,45384805,23,2,0,665,2023-04-27
22494,45381625,107,9,14,636,2023-04-27
22495,45380464,138,18,9,"1,004",2023-04-27
22496,45377092,346,41,34,"1,965",2023-04-27
22497,45377212,632,156,51,"5,176",2023-04-27
22498,45369550,266,16,7,"1,977",2023-04-27
22499,45367795,482,57,21,"3,554",2023-04-27
22500,45365311,97,8,32,"1,572",2023-04-27
22501,45365149,157,20,14,679,2023-04-27
22502,44715160,6,0,4,868,2023-04-27
22503,45361912,64,8,4,466,2023-04-27
22504,45361849,114,9,6,976,2023-04-27
22505,45129991,91,13,12,"1,411",2023-04-27
22506,45360286,27,4,11,230,2023-04-27
22507,45356665,96,3,3,"2,013",2023-04-27
22508,45352075,146,23,19,957,2023-04-27
22509,45276019,400,64,68,"3,101",2023-04-27
22510,45350554,73,3,0,763,2023-04-27
22511,45350095,68,11,11,376,2023-04-27
22512,45346141,205,15,18,"1,644",2023-04-27
22513,44966590,47,8,4,"1,658",2023-04-27
22514,44966692,8,0,0,134,2023-04-27
22515,45342163,1,0,4,44,2023-04-27
22516,45023200,605,55,116,"5,665",2023-04-27
22517,45336703,146,7,8,"2,385",2023-04-27
22518,45336499,22,3,6,168,2023-04-27
22519,44791513,291,36,14,"4,255",2023-04-27
22520,45330871,116,8,2,"1,015",2023-04-27
22521,45329644,785,113,73,"4,385",2023-04-27
22522,45324013,347,34,38,"2,319",2023-04-27
22523,45232993,41,5,12,"1,053",2023-04-27
22524,45318481,22,2,2,537,2023-04-27
22525,45317137,67,2,3,"1,400",2023-04-27
22526,44951869,20,0,0,113,2023-04-27
22527,45313963,275,35,28,"1,460",2023-04-27
22528,45312091,148,14,13,"1,011",2023-04-27
22529,45094600,104,19,20,"1,592",2023-04-27
22530,45261820,30,6,14,421,2023-04-27
22531,45305773,64,8,3,653,2023-04-27
22532,45301822,334,47,25,"2,307",2023-04-27
22533,36746896,178,19,9,"2,941",2023-04-27
22534,45269485,135,14,12,"1,149",2023-04-27
22535,45268174,272,29,18,"2,055",2023-04-27
22536,45261127,425,39,34,"2,459",2023-04-27
22537,45261043,342,36,8,"2,006",2023-04-27
22538,45260854,181,27,6,"1,765",2023-04-27
22539,45259045,32,3,9,466,2023-04-27
22540,45257080,215,25,4,"1,652",2023-04-27
22541,45256444,44,9,2,235,2023-04-27
22542,45253828,49,5,3,972,2023-04-27
22543,45247666,323,24,16,"3,140",2023-04-27
22544,45257482,55,4,7,586,2023-04-27
22545,45238795,481,63,35,"3,498",2023-04-27
22546,45230689,279,28,25,"1,486",2023-04-27
22547,45214441,318,36,22,"2,558",2023-04-27
22548,45213178,165,12,2,"1,520",2023-04-27
22549,45205687,80,4,2,833,2023-04-27
22550,44863678,"1,258",221,231,"10,437",2023-04-27
22551,45203569,10,0,2,216,2023-04-27
22552,45199969,310,30,31,"2,285",2023-04-27
22553,45075301,400,30,26,"4,041",2023-04-27
22554,45196405,16,1,4,77,2023-04-27
22555,45195922,116,12,2,"1,514",2023-04-27
22556,45194491,282,26,11,"2,575",2023-04-27
22557,45189955,256,35,24,"1,614",2023-04-27
22558,45189685,3,1,1,488,2023-04-27
22559,45134431,113,28,14,"1,682",2023-04-27
22560,44893840,680,69,80,"5,044",2023-04-27
22561,45187933,313,25,10,"2,583",2023-04-27
22562,45187543,131,10,10,"1,064",2023-04-27
22563,45059713,156,15,19,"2,709",2023-04-27
22564,44822773,"1,019",161,82,"6,678",2023-04-27
22565,45178339,132,11,3,"1,085",2023-04-27
22566,45172798,295,30,16,"2,026",2023-04-27
22567,45167602,77,7,0,720,2023-04-27
22568,45164260,15,0,2,166,2023-04-27
22569,45163615,142,14,2,"1,123",2023-04-27
22570,45160414,340,45,30,"2,219",2023-04-27
22571,45158929,579,68,19,"3,097",2023-04-27
22572,45157360,63,10,4,389,2023-04-27
22573,45099169,113,16,8,"1,876",2023-04-27
22574,44793367,"1,254",192,222,"23,023",2023-04-27
22575,44887732,292,40,26,"3,834",2023-04-27
22576,45152440,34,2,4,274,2023-04-27
22577,45145945,555,60,36,"3,663",2023-04-27
22578,45143329,75,7,8,677,2023-04-27
22579,44791187,90,9,2,"1,950",2023-04-27
22580,45141655,225,31,27,"1,953",2023-04-27
22581,45141313,284,24,5,"2,225",2023-04-27
22582,45141007,27,3,2,130,2023-04-27
22583,45134308,86,5,6,591,2023-04-27
22584,45130819,131,16,5,"1,710",2023-04-27
22585,45099358,46,3,1,413,2023-04-27
22586,45122929,132,13,6,"1,021",2023-04-27
22587,45119134,64,4,0,761,2023-04-27
22588,44850031,997,116,206,"14,749",2023-04-27
22589,45116185,574,70,45,"4,100",2023-04-27
22590,45112600,112,20,21,931,2023-04-27
22591,45111796,162,21,48,"1,906",2023-04-27
22592,30891377,116,9,34,"1,086",2023-04-27
22593,45111025,185,21,1,"2,134",2023-04-27
22594,45108844,239,28,21,"1,810",2023-04-27
22595,45103351,10,0,4,148,2023-04-27
22596,45092443,179,26,6,"1,869",2023-04-27
22597,45084097,283,21,5,"2,697",2023-04-27
22598,45082042,112,13,2,"1,459",2023-04-27
22599,45075145,302,31,28,"2,620",2023-04-27
22600,45074830,164,6,8,"1,509",2023-04-27
22601,45070252,17,2,6,337,2023-04-27
22602,45067912,278,29,20,"1,875",2023-04-27
22603,45067477,480,59,60,"2,969",2023-04-27
22604,45062014,43,4,10,586,2023-04-27
22605,45058564,123,16,14,809,2023-04-27
22606,45057832,11,1,0,226,2023-04-27
22607,45056863,262,35,20,"1,997",2023-04-27
22608,45056881,146,9,16,"1,293",2023-04-27
22609,45055786,47,3,0,595,2023-04-27
22610,45054850,446,53,22,"3,382",2023-04-27
22611,45034421,69,4,2,617,2023-04-27
22612,45040081,234,13,7,"1,810",2023-04-27
22613,45028201,358,34,25,"2,795",2023-04-27
22614,45024322,196,16,9,"1,752",2023-04-27
22615,45023794,326,25,20,"2,429",2023-04-27
22616,45013423,896,127,59,"5,951",2023-04-27
22617,44985814,532,85,42,"5,540",2023-04-27
22618,45010582,319,28,17,"2,245",2023-04-27
22619,45010003,137,9,23,778,2023-04-27
22620,45008902,37,3,2,398,2023-04-27
22621,45008725,187,12,1,"1,940",2023-04-27
22622,45006874,226,24,3,"1,888",2023-04-27
22623,44982742,96,4,5,902,2023-04-27
22624,44994568,392,39,29,"2,769",2023-04-27
22625,44991853,72,17,15,686,2023-04-27
22626,44987773,539,100,47,"4,349",2023-04-27
22627,44984257,243,20,12,"2,645",2023-04-27
22628,44981119,146,5,4,"1,126",2023-04-27
22629,44973634,178,27,13,"1,244",2023-04-27
22630,44967292,44,3,0,819,2023-04-27
22631,44953672,70,10,7,514,2023-04-27
22632,44948692,155,6,2,"2,544",2023-04-27
22633,44947030,284,43,20,"2,344",2023-04-27
22634,44029230,12,0,0,208,2023-04-27
22635,44938747,118,10,0,"1,071",2023-04-27
22636,44930671,101,10,7,676,2023-04-27
22637,44930326,145,12,5,"1,325",2023-04-27
22638,44928739,124,4,0,"1,815",2023-04-27
22639,44894392,86,14,4,"1,158",2023-04-27
22640,44835193,293,30,20,"4,591",2023-04-27
22641,44918935,180,21,33,793,2023-04-27
22642,44850883,120,12,16,"1,340",2023-04-27
22643,44908540,167,17,8,"1,517",2023-04-27
22644,44907829,331,42,17,"2,264",2023-04-27
22645,44904502,100,4,4,"1,027",2023-04-27
22646,44893177,270,19,5,"3,110",2023-04-27
22647,44887462,244,24,23,"1,702",2023-04-27
22648,44886472,453,44,13,"3,594",2023-04-27
22649,44882212,64,8,6,544,2023-04-27
22650,44881549,37,2,3,292,2023-04-27
22651,44878681,234,17,20,"2,143",2023-04-27
22652,44681728,37,3,2,832,2023-04-27
22653,44871055,182,9,20,"1,418",2023-04-27
22654,44870632,588,62,43,"4,453",2023-04-27
22655,44867332,20,3,4,231,2023-04-27
22656,44864599,219,9,4,"2,177",2023-04-27
22657,44864107,71,6,4,662,2023-04-27
22658,44860363,232,23,18,"2,351",2023-04-27
22659,44843365,11,1,2,161,2023-04-27
22660,44840008,250,20,6,"2,525",2023-04-27
22661,44835571,302,37,32,"2,389",2023-04-27
22662,44830444,188,27,9,"2,419",2023-04-27
22663,44826466,141,16,4,"4,560",2023-04-27
22664,44824879,"1,097",134,79,"7,134",2023-04-27
22665,44820778,126,12,4,"1,422",2023-04-27
22666,44815111,66,6,4,667,2023-04-27
22667,44811289,206,6,2,"2,075",2023-04-27
22668,44807597,38,0,8,239,2023-04-27
22669,44803706,566,70,33,"4,453",2023-04-27
22670,44727682,559,45,55,"5,051",2023-04-27
22671,44798203,152,10,13,"1,161",2023-04-27
22672,44795302,265,14,12,"3,204",2023-04-27
22673,44795155,152,17,4,"1,577",2023-04-27
22674,44794078,85,3,13,521,2023-04-27
22675,44793961,137,6,7,"1,916",2023-04-27
22676,44793301,600,119,60,"4,978",2023-04-27
22677,44782837,249,37,14,"1,959",2023-04-27
22678,44774395,11,1,2,83,2023-04-27
22679,44766430,604,102,35,"6,398",2023-04-27
22680,44763229,83,7,8,"3,653",2023-04-27
22681,44744098,384,45,25,"3,597",2023-04-27
22682,44584582,18,2,11,126,2023-04-27
22683,44740261,273,17,24,"2,756",2023-04-27
22684,44740120,218,9,28,"1,220",2023-04-27
22685,44738323,58,8,1,734,2023-04-27
22686,44727628,248,25,20,"2,901",2023-04-27
22687,44718403,155,11,9,"1,966",2023-04-27
22688,44575585,35,3,2,301,2023-04-27
22689,44678002,305,35,13,"5,181",2023-04-27
22690,44665540,338,25,54,"3,596",2023-04-27
22691,44693524,68,1,15,"2,700",2023-04-27
22692,44690743,438,39,16,"3,436",2023-04-27
22693,44688010,7,0,2,70,2023-04-27
22694,44674834,237,14,31,"1,432",2023-04-27
22695,44666578,13,2,2,124,2023-04-27
22696,44659045,118,9,6,"1,920",2023-04-27
22697,44651269,38,0,3,"2,423",2023-04-27
22698,44646250,128,16,17,"3,469",2023-04-27
22699,44627746,8,0,0,144,2023-04-27
22700,44624332,91,11,15,457,2023-04-27
22701,44622988,185,12,25,"1,132",2023-04-27
22702,44618932,56,3,7,"3,399",2023-04-27
22703,44618332,61,9,3,"1,210",2023-04-27
22704,44578201,166,8,11,"1,183",2023-04-27
22705,44525851,19,1,5,468,2023-04-27
22706,44525836,18,2,3,318,2023-04-27
22707,44524861,31,3,6,"1,147",2023-04-27
22708,44523286,82,7,6,"1,438",2023-04-27
22709,44503669,35,1,5,440,2023-04-27
22710,44408626,195,18,10,"2,854",2023-04-27
22711,44400694,86,12,3,956,2023-04-27
22712,44365036,234,12,27,"1,648",2023-04-27
22713,44280367,112,7,8,"2,163",2023-04-27
22714,44352631,128,12,5,"1,585",2023-04-27
22715,44331544,136,14,12,"3,257",2023-04-27
22716,44314234,106,7,4,714,2023-04-27
22717,44257306,19,3,6,500,2023-04-27
22718,44235967,146,17,4,"2,004",2023-04-27
22719,44228203,276,18,25,"2,734",2023-04-27
22720,26794225,367,48,337,"11,809",2023-04-27
22721,44168686,53,1,10,976,2023-04-27
22722,44163121,52,6,4,675,2023-04-27
22723,44088697,44,4,1,488,2023-04-27
22724,44085211,28,5,10,433,2023-04-27
22725,44083390,281,36,7,"3,132",2023-04-27
22726,44044239,4,0,0,25,2023-04-27
22727,44043678,12,0,0,98,2023-04-27
22728,43850620,56,7,24,480,2023-04-27
22729,43829439,49,0,6,478,2023-04-27
22730,43845204,96,4,4,"1,065",2023-04-27
22731,43844863,83,7,4,"1,085",2023-04-27
22732,43838622,105,8,8,850,2023-04-27
22733,43594182,101,13,4,630,2023-04-27
22734,43814592,175,16,15,"1,744",2023-04-27
22735,43723593,158,8,6,"2,325",2023-04-27
22736,43480503,1,0,0,43,2023-04-27
22737,43479342,1,0,0,35,2023-04-27
22738,43461150,118,7,10,"2,687",2023-04-27
22739,43244620,16,4,2,268,2023-04-27
22740,43150861,27,0,1,190,2023-04-27
22741,43100862,3,0,3,39,2023-04-27
22742,42703587,69,12,24,757,2023-04-27
22743,43057926,168,10,18,"1,629",2023-04-27
22744,24482638,177,13,65,"3,980",2023-04-27
22745,43017366,79,7,4,669,2023-04-27
22746,42929571,106,4,9,"2,722",2023-04-27
22747,24595771,408,57,44,"4,894",2023-04-27
22748,42817701,133,8,6,"2,872",2023-04-27
22749,42804060,39,3,9,479,2023-04-27
22750,42673851,12,1,21,120,2023-04-27
22751,42733362,180,19,19,"1,027",2023-04-27
22752,42698055,11,0,6,97,2023-04-27
22753,42353388,269,36,18,"2,814",2023-04-27
22754,41708841,13,0,5,102,2023-04-27
22755,41436312,16,1,2,"2,437",2023-04-27
22756,41406354,189,23,10,"2,187",2023-04-27
