,fanfic_id,kudos,bookmarks,comments,hits,date_scraped
3628,45707029,193,16,20,"2,656",2023-08-16
3629,45726136,72,6,4,"1,289",2023-08-16
3630,45714139,161,12,10,"2,114",2023-08-16
3631,45711232,130,9,15,"1,314",2023-08-16
3632,45708334,218,17,33,"1,621",2023-08-16
3633,45707410,290,25,22,"2,009",2023-08-16
3634,45703774,50,7,6,402,2023-08-16
3635,45703534,467,62,51,"2,657",2023-08-16
3636,45689383,43,3,6,909,2023-08-16
3637,45679222,142,11,19,"2,184",2023-08-16
3638,45697195,230,9,19,"2,122",2023-08-16
3639,45695437,101,7,13,952,2023-08-16
3640,45695704,11,1,1,111,2023-08-16
3641,45692461,309,55,51,"1,914",2023-08-16
3642,45692212,132,13,12,861,2023-08-16
3643,45691075,193,16,14,"1,804",2023-08-16
3644,45689869,5,,,24,2023-08-16
3645,45688066,13,,,140,2023-08-16
3646,45684694,274,23,28,"2,385",2023-08-16
3647,45683302,166,21,15,"2,362",2023-08-16
3648,45679093,260,28,33,"2,276",2023-08-16
3649,45675760,423,54,31,"2,775",2023-08-16
3650,45674977,122,16,12,"3,052",2023-08-16
3651,45665989,48,8,19,696,2023-08-16
3652,45651097,248,24,7,"3,315",2023-08-16
3653,45673180,198,37,76,"2,640",2023-08-16
3654,45657259,376,40,175,"6,513",2023-08-16
3655,45667579,197,21,11,"2,720",2023-08-16
3656,45653299,468,55,101,"4,492",2023-08-16
3657,45665002,475,61,79,"2,722",2023-08-16
3658,45664660,275,38,44,"1,974",2023-08-16
3659,45660022,336,42,34,"2,811",2023-08-16
3660,45648898,165,8,4,"1,792",2023-08-16
3661,45625834,66,3,5,"1,115",2023-08-16
3662,45631399,439,61,168,"4,942",2023-08-16
3663,45638332,101,6,8,"1,853",2023-08-16
3664,45639436,91,13,30,"2,752",2023-08-16
3665,45631600,384,53,71,"4,336",2023-08-16
3666,45645367,,,,,2023-08-16
3667,45639625,169,12,10,"1,462",2023-08-16
3668,45633973,320,38,33,"3,401",2023-08-16
3669,45632575,9,1,2,56,2023-08-16
3670,45630778,390,35,27,"2,459",2023-08-16
3671,45626272,73,6,6,487,2023-08-16
3672,45620473,162,18,36,"2,223",2023-08-16
3673,45608017,550,62,178,"6,386",2023-08-16
3674,45610120,696,84,66,"4,282",2023-08-16
3675,45603859,437,55,120,"8,885",2023-08-16
3676,45604426,220,27,39,"5,469",2023-08-16
3677,45624808,480,37,14,"2,583",2023-08-16
3678,45624178,57,2,1,556,2023-08-16
3679,45618709,224,38,34,"1,266",2023-08-16
3680,45613867,194,15,14,"3,318",2023-08-16
3681,45607801,283,32,16,"3,616",2023-08-16
3682,45601189,66,9,19,"1,576",2023-08-16
3683,45600478,,,,,2023-08-16
3684,45594226,120,10,8,"1,076",2023-08-16
3685,45590311,197,15,16,"1,735",2023-08-16
3686,45588253,480,44,34,"2,483",2023-08-16
3687,45586645,82,13,24,"1,032",2023-08-16
3688,45585871,34,,8,226,2023-08-16
3689,45579649,175,9,9,"2,220",2023-08-16
3690,45552637,175,19,32,"2,758",2023-08-16
3691,45575005,223,22,59,"2,625",2023-08-16
3692,45568510,196,18,18,"1,650",2023-08-16
3693,45577135,200,21,20,"1,826",2023-08-16
3694,45577765,46,2,3,825,2023-08-16
3695,45574216,72,12,6,"1,572",2023-08-16
3696,45575893,185,9,6,"1,500",2023-08-16
3697,45575416,384,35,19,"1,995",2023-08-16
3698,45575278,64,2,4,718,2023-08-16
3699,45568291,129,10,19,800,2023-08-16
3700,45567121,30,4,4,220,2023-08-16
3701,45565012,4,,2,191,2023-08-16
3702,45562273,242,28,41,"1,934",2023-08-16
3703,45556270,141,8,24,"1,021",2023-08-16
3704,45552913,227,15,7,"1,371",2023-08-16
3705,45545299,73,2,4,"1,483",2023-08-16
3706,45552436,208,11,5,"1,943",2023-08-16
3707,45550276,232,18,13,"2,682",2023-08-16
3708,45537277,533,58,28,"3,381",2023-08-16
3709,45528430,83,9,2,623,2023-08-16
3710,45505162,83,16,21,"1,324",2023-08-16
3711,45525949,354,39,52,"3,967",2023-08-16
3712,45509125,373,51,60,"5,870",2023-08-16
3713,45526300,93,11,20,953,2023-08-16
3714,45525943,22,3,,399,2023-08-16
3715,45519622,72,6,2,830,2023-08-16
3716,45525202,256,35,27,"1,281",2023-08-16
3717,45525127,30,4,3,440,2023-08-16
3718,45523807,236,22,6,"2,035",2023-08-16
3719,45521722,28,4,1,487,2023-08-16
3720,45517816,134,8,11,"1,130",2023-08-16
3721,45517432,107,8,5,"1,399",2023-08-16
3722,45516481,39,3,5,"1,056",2023-08-16
3723,45514036,135,17,8,"1,316",2023-08-16
3724,45512512,491,53,40,"2,829",2023-08-16
3725,45512335,25,4,,130,2023-08-16
3726,45511150,9,,2,43,2023-08-16
3727,45507604,458,51,21,"3,175",2023-08-16
3728,45505093,25,,,175,2023-08-16
3729,45504967,32,3,,259,2023-08-16
3730,45504391,29,2,2,222,2023-08-16
3731,45504439,98,12,2,"2,430",2023-08-16
3732,45499567,147,16,14,"1,650",2023-08-16
3733,45495526,9,,,38,2023-08-16
3734,45477271,187,19,10,"2,281",2023-08-16
3735,45486436,463,42,51,"2,700",2023-08-16
3736,45484000,250,28,22,"1,725",2023-08-16
3737,45481588,48,4,,361,2023-08-16
3738,45480853,329,39,19,"4,824",2023-08-16
3739,45477412,56,3,6,318,2023-08-16
3740,45474022,174,18,84,"2,446",2023-08-16
3741,45474004,365,57,190,"5,193",2023-08-16
3742,45491884,142,14,16,"1,573",2023-08-16
3743,45475927,184,19,8,"1,729",2023-08-16
3744,45473536,18,2,,204,2023-08-16
3745,45472867,228,31,35,"2,256",2023-08-16
3746,45463279,251,21,47,"1,669",2023-08-16
3747,45461035,48,6,2,776,2023-08-16
3748,45460267,38,7,8,822,2023-08-16
3749,45457660,165,11,4,"1,284",2023-08-16
3750,45457342,303,32,31,"2,066",2023-08-16
3751,45433495,103,22,37,"1,520",2023-08-16
3752,45441367,176,34,18,"2,908",2023-08-16
3753,45450130,338,64,100,"3,349",2023-08-16
3754,45446524,119,6,8,"1,674",2023-08-16
3755,45438514,301,23,53,"3,021",2023-08-16
3756,45447781,248,26,20,"2,819",2023-08-16
3757,45453571,112,6,4,966,2023-08-16
3758,45452593,147,16,23,"1,334",2023-08-16
3759,45452533,9,,3,491,2023-08-16
3760,45443701,19,1,,140,2023-08-16
3761,45436432,30,4,2,681,2023-08-16
3762,45433192,80,6,7,696,2023-08-16
3763,45416176,400,67,625,"9,837",2023-08-16
3764,45430072,50,4,30,"1,114",2023-08-16
3765,45412678,141,11,12,"1,779",2023-08-16
3766,45413728,44,10,39,579,2023-08-16
3767,45410845,49,8,11,538,2023-08-16
3768,45426244,356,29,20,"3,448",2023-08-16
3769,45431953,145,16,24,"3,867",2023-08-16
3770,45409813,167,10,7,"3,513",2023-08-16
3771,45429940,583,71,27,"4,055",2023-08-16
3772,45429529,54,1,12,953,2023-08-16
3773,45428755,324,32,41,"1,554",2023-08-16
3774,45427066,28,5,8,293,2023-08-16
3775,45422758,137,16,28,"1,312",2023-08-16
3776,45417862,55,11,10,566,2023-08-16
3777,45416998,162,20,14,"1,503",2023-08-16
3778,45412558,211,18,10,"1,726",2023-08-16
3779,45409504,1,,2,154,2023-08-16
3780,45406873,132,11,12,"1,150",2023-08-16
3781,45403954,71,4,6,570,2023-08-16
3782,45399484,342,34,11,"2,252",2023-08-16
3783,45397642,180,21,16,"1,641",2023-08-16
3784,45391930,94,7,1,"1,307",2023-08-16
3785,45389224,274,26,8,"2,386",2023-08-16
3786,45388645,113,10,6,"1,677",2023-08-16
3787,45385342,175,20,14,"3,790",2023-08-16
3788,45384805,31,2,,745,2023-08-16
3789,45361381,362,65,296,"6,371",2023-08-16
3790,45376639,81,6,53,"2,228",2023-08-16
3791,45359485,486,50,154,"9,788",2023-08-16
3792,45381133,67,3,7,"1,020",2023-08-16
3793,45363172,259,19,60,"3,264",2023-08-16
3794,45364228,161,4,12,"3,605",2023-08-16
3795,45381625,130,12,15,801,2023-08-16
3796,45380464,174,24,10,"1,275",2023-08-16
3797,45377092,383,45,36,"2,225",2023-08-16
3798,45377212,868,223,66,"7,641",2023-08-16
3799,45369550,313,20,7,"2,419",2023-08-16
3800,45367795,580,69,22,"4,549",2023-08-16
3801,45365311,105,8,34,"1,792",2023-08-16
3802,45365149,190,26,16,825,2023-08-16
3803,45361912,72,8,4,531,2023-08-16
3804,45361849,147,18,9,"1,267",2023-08-16
3805,45360286,34,4,11,275,2023-08-16
3806,45351325,29,1,1,882,2023-08-16
3807,45356665,115,3,4,"2,385",2023-08-16
3808,45352075,171,27,19,"1,202",2023-08-16
3809,45350554,113,5,,"1,122",2023-08-16
3810,45350095,75,13,11,446,2023-08-16
3811,45346141,226,16,18,"1,960",2023-08-16
3812,45342163,1,,4,50,2023-08-16
3813,45336703,166,7,9,"2,765",2023-08-16
3814,45336499,29,3,6,214,2023-08-16
3815,45308677,484,28,148,"7,942",2023-08-16
3816,45307531,294,78,83,"4,159",2023-08-16
3817,45309310,884,139,194,"15,503",2023-08-16
3818,45330871,126,9,2,"1,130",2023-08-16
3819,45329644,"1,066",151,83,"6,330",2023-08-16
3820,45324013,386,39,38,"2,736",2023-08-16
3821,45318481,25,3,2,625,2023-08-16
3822,45317137,77,3,3,"1,572",2023-08-16
3823,45313963,329,48,34,"1,757",2023-08-16
3824,45312091,177,20,16,"1,299",2023-08-16
3825,45305773,76,10,3,865,2023-08-16
3826,45289729,713,105,174,"9,382",2023-08-16
3827,45299590,64,5,20,682,2023-08-16
3828,45301822,371,50,27,"2,725",2023-08-16
3829,45270820,92,9,9,"1,464",2023-08-16
3830,45262813,542,57,111,"6,671",2023-08-16
3831,45267952,37,3,4,"1,264",2023-08-16
3832,45276019,482,75,71,"3,910",2023-08-16
3833,45261820,35,6,14,475,2023-08-16
3834,45269485,142,15,12,"1,270",2023-08-16
3835,45268174,317,34,19,"2,430",2023-08-16
3836,45261127,476,44,36,"2,934",2023-08-16
3837,45261043,398,40,9,"2,397",2023-08-16
3838,45260854,195,28,6,"1,991",2023-08-16
3839,45236776,326,42,32,"6,208",2023-08-16
3840,45259045,33,2,9,555,2023-08-16
3841,45257080,236,26,4,"1,864",2023-08-16
3842,45256444,50,11,2,280,2023-08-16
3843,45253828,52,4,3,"1,119",2023-08-16
3844,45247666,364,26,20,"3,693",2023-08-16
3845,45257482,56,4,7,639,2023-08-16
3846,45238795,557,72,36,"4,235",2023-08-16
3847,45228928,102,8,18,"4,602",2023-08-16
3848,45232369,137,6,5,"1,956",2023-08-16
3849,45234034,201,35,64,"2,180",2023-08-16
3850,45232993,44,5,12,"1,160",2023-08-16
3851,45230689,310,33,28,"1,672",2023-08-16
3852,45214441,357,39,23,"2,975",2023-08-16
3853,45213178,177,13,3,"1,706",2023-08-16
3854,45196636,284,48,113,"8,189",2023-08-16
3855,45193921,711,98,192,"15,904",2023-08-16
3856,45205687,81,4,2,891,2023-08-16
3857,45203569,12,,2,238,2023-08-16
3858,45199969,348,37,33,"2,715",2023-08-16
3859,45196405,17,1,5,87,2023-08-16
3860,45195922,130,14,2,"1,790",2023-08-16
3861,45194491,313,26,15,"3,011",2023-08-16
3862,45189955,294,40,24,"1,909",2023-08-16
3863,45189685,3,1,1,549,2023-08-16
3864,45187933,362,26,11,"3,048",2023-08-16
3865,45187543,158,14,18,"1,231",2023-08-16
3866,45179152,"1,074",138,555,"31,076",2023-08-16
3867,45176500,244,36,108,"6,207",2023-08-16
3868,45168628,345,50,127,"5,896",2023-08-16
3869,45178339,150,13,3,"1,224",2023-08-16
3870,45172798,330,36,16,"2,382",2023-08-16
3871,45167602,,,,,2023-08-16
3872,45164260,15,,2,175,2023-08-16
3873,45163615,160,15,2,"1,288",2023-08-16
3874,45160414,380,47,36,"2,592",2023-08-16
3875,45158929,699,88,24,"3,843",2023-08-16
3876,45134431,170,41,28,"2,717",2023-08-16
3877,45139474,210,27,30,"4,538",2023-08-16
3878,45157360,70,12,4,454,2023-08-16
3879,45152440,35,3,5,306,2023-08-16
3880,45145945,675,72,41,"4,560",2023-08-16
3881,45143329,88,7,8,814,2023-08-16
3882,45141655,251,31,29,"2,195",2023-08-16
3883,45141313,322,25,10,"2,591",2023-08-16
3884,45141007,30,3,2,141,2023-08-16
3885,45134308,110,6,7,720,2023-08-16
3886,45129991,95,13,13,"1,509",2023-08-16
3887,45130819,154,16,5,"2,154",2023-08-16
3888,45099358,59,6,2,574,2023-08-16
3889,45122929,156,16,10,"1,176",2023-08-16
3890,45119134,70,3,,828,2023-08-16
3891,45116185,696,84,46,"5,163",2023-08-16
3892,45112600,127,22,22,"1,085",2023-08-16
3893,45111796,185,26,49,"2,326",2023-08-16
3894,45111025,216,23,1,"2,463",2023-08-16
3895,45108844,269,31,31,"2,078",2023-08-16
3896,45088573,275,35,30,"7,270",2023-08-16
3897,45104020,323,37,59,"8,125",2023-08-16
3898,45089905,341,62,69,"3,154",2023-08-16
3899,45107590,,,,,2023-08-16
3900,45094600,110,20,20,"1,704",2023-08-16
3901,45099169,121,18,8,"2,071",2023-08-16
3902,45103351,11,,4,184,2023-08-16
3903,45092443,208,27,6,"2,270",2023-08-16
3904,45064558,,,,,2023-08-16
3905,45075301,433,34,36,"4,466",2023-08-16
3906,45059713,180,15,21,"3,067",2023-08-16
3907,45084097,339,28,7,"3,340",2023-08-16
3908,45082042,129,15,3,"1,738",2023-08-16
3909,45075145,357,38,29,"3,034",2023-08-16
3910,45074830,180,7,8,"1,775",2023-08-16
3911,45070252,39,3,11,571,2023-08-16
3912,45067912,299,31,21,"2,038",2023-08-16
3913,45067477,558,70,66,"3,541",2023-08-16
3914,45062014,53,5,14,663,2023-08-16
3915,45058564,132,18,16,889,2023-08-16
3916,45057832,14,3,,249,2023-08-16
3917,45056863,287,38,21,"2,252",2023-08-16
3918,45056881,156,10,16,"1,410",2023-08-16
3919,45017971,102,9,9,"2,119",2023-08-16
3920,45023200,667,63,125,"6,505",2023-08-16
3921,45055786,50,5,1,667,2023-08-16
3922,45054850,548,64,24,"4,287",2023-08-16
3923,45034421,88,7,2,828,2023-08-16
3924,45040081,253,15,7,"1,992",2023-08-16
3925,45028201,409,39,28,"3,199",2023-08-16
3926,45024322,254,22,10,"2,379",2023-08-16
3927,45023794,355,28,23,"2,742",2023-08-16
3928,45013423,"1,086",145,65,"7,520",2023-08-16
3929,44985814,617,102,45,"6,641",2023-08-16
3930,45010582,364,30,18,"2,613",2023-08-16
3931,45010003,171,13,25,"1,086",2023-08-16
3932,45008902,39,4,2,451,2023-08-16
3933,45008725,202,12,1,"2,129",2023-08-16
3934,45006874,245,27,4,"2,156",2023-08-16
3935,44982742,122,8,7,"1,174",2023-08-16
3936,44994568,448,42,37,"3,339",2023-08-16
3937,44991853,92,21,21,878,2023-08-16
3938,44984257,263,23,12,"2,988",2023-08-16
3939,44963443,18,1,32,240,2023-08-16
3940,44968729,566,66,268,"15,489",2023-08-16
3941,44966590,48,8,4,"1,714",2023-08-16
3942,44966692,9,,,136,2023-08-16
3943,44981119,168,7,4,"1,296",2023-08-16
3944,44973634,206,30,13,"1,482",2023-08-16
3945,44967292,49,4,,"1,017",2023-08-16
3946,44951869,22,,,146,2023-08-16
3947,44953672,74,11,7,558,2023-08-16
3948,44948692,163,6,2,"2,780",2023-08-16
3949,44947030,334,45,20,"2,796",2023-08-16
3950,44938747,139,11,2,"1,251",2023-08-16
3951,44911999,"1,045",206,536,"23,889",2023-08-16
3952,44929498,509,60,50,"3,427",2023-08-16
3953,44930671,106,10,10,735,2023-08-16
3954,44930326,161,13,5,"1,482",2023-08-16
3955,44928739,137,6,1,"2,022",2023-08-16
3956,44918935,206,23,33,904,2023-08-16
3957,44893840,770,79,83,"5,808",2023-08-16
3958,44894392,99,14,5,"1,318",2023-08-16
3959,44908540,181,18,8,"1,680",2023-08-16
3960,44907829,402,49,19,"2,762",2023-08-16
3961,44904502,121,7,5,"1,280",2023-08-16
3962,44893177,300,20,5,"3,587",2023-08-16
3963,44881048,152,19,45,"2,530",2023-08-16
3964,44887732,336,44,26,"4,489",2023-08-16
3965,44887462,266,25,23,"1,902",2023-08-16
3966,44886472,507,49,13,"4,117",2023-08-16
3967,44882212,72,10,10,619,2023-08-16
3968,44881549,42,3,5,329,2023-08-16
3969,44878681,250,18,20,"2,526",2023-08-16
3970,44871055,221,15,23,"1,830",2023-08-16
3971,44870632,661,64,44,"5,206",2023-08-16
3972,44867332,21,3,4,258,2023-08-16
3973,44860075,900,149,164,"19,478",2023-08-16
3974,44842891,537,61,283,"9,932",2023-08-16
3975,44845486,594,78,17,"7,081",2023-08-16
3976,44863678,"1,696",281,252,"14,079",2023-08-16
3977,44850031,"1,112",127,210,"16,992",2023-08-16
3978,44850883,156,12,21,"1,852",2023-08-16
3979,44864599,247,11,4,"2,397",2023-08-16
3980,44864107,78,6,4,712,2023-08-16
3981,44860363,280,30,18,"2,915",2023-08-16
3982,44843365,13,1,2,178,2023-08-16
3983,44824219,93,15,56,"1,515",2023-08-16
3984,44825602,273,22,30,"2,756",2023-08-16
3985,44822773,"1,254",185,93,"8,480",2023-08-16
3986,44835193,329,34,20,"5,295",2023-08-16
3987,44840008,273,21,6,"2,767",2023-08-16
3988,44835571,351,43,34,"2,995",2023-08-16
3989,44830444,201,31,9,"2,601",2023-08-16
3990,44826466,160,17,4,"5,017",2023-08-16
3991,44824879,"1,333",155,92,"8,989",2023-08-16
3992,44820778,138,14,4,"1,565",2023-08-16
3993,44803643,120,15,47,"2,083",2023-08-16
3994,44800979,121,15,8,"1,969",2023-08-16
3995,44791513,337,41,15,"5,096",2023-08-16
3996,44793367,"1,433",209,232,"27,460",2023-08-16
3997,44815111,71,7,4,719,2023-08-16
3998,44811289,225,6,2,"2,360",2023-08-16
3999,44807597,44,,8,268,2023-08-16
4000,44803706,662,75,34,"5,588",2023-08-16
4001,44798203,160,13,14,"1,280",2023-08-16
4002,44795302,276,14,14,"3,504",2023-08-16
4003,44795155,165,19,4,"1,727",2023-08-16
4004,44794078,96,4,13,568,2023-08-16
4005,44793961,173,6,7,"2,293",2023-08-16
4006,44793301,657,127,63,"5,795",2023-08-16
4007,44791187,122,11,8,"2,731",2023-08-16
4008,44782213,5,,4,77,2023-08-16
4009,44781088,272,30,50,"3,611",2023-08-16
4010,44782837,271,38,15,"2,188",2023-08-16
4011,44774395,12,1,2,111,2023-08-16
4012,44766430,691,113,36,"7,588",2023-08-16
4013,44763229,92,7,7,"4,156",2023-08-16
4014,44744098,419,46,27,"3,949",2023-08-16
4015,44740321,29,8,9,948,2023-08-16
4016,44727682,636,53,60,"6,163",2023-08-16
4017,44740261,291,17,24,"2,946",2023-08-16
4018,44740120,262,14,30,"1,552",2023-08-16
4019,44738323,61,8,1,783,2023-08-16
4020,44727628,274,27,20,"3,211",2023-08-16
4021,44715160,7,,6,902,2023-08-16
4022,44681728,39,3,2,915,2023-08-16
4023,44718403,,,,,2023-08-16
4024,44688367,891,117,541,"21,545",2023-08-16
4025,44678002,351,43,15,"6,048",2023-08-16
4026,44693524,77,2,16,"3,019",2023-08-16
4027,44690743,507,43,17,"3,960",2023-08-16
4028,44688010,9,1,2,86,2023-08-16
4029,44674834,280,18,31,"1,811",2023-08-16
4030,44665540,361,28,58,"3,944",2023-08-16
4031,44666578,14,2,2,139,2023-08-16
4032,44659045,124,10,6,"2,045",2023-08-16
4033,44651269,39,,3,"2,645",2023-08-16
4034,44646250,137,17,19,"3,690",2023-08-16
4035,44627746,8,,,152,2023-08-16
4036,44624332,102,13,15,524,2023-08-16
4037,44622988,203,14,28,"1,291",2023-08-16
4038,44618932,60,3,7,"3,693",2023-08-16
4039,44618332,63,9,3,"1,341",2023-08-16
4040,44584582,20,2,11,137,2023-08-16
4041,44575585,45,3,2,334,2023-08-16
4042,44578201,182,9,13,"1,280",2023-08-16
4043,44525851,21,1,5,522,2023-08-16
4044,44525836,19,3,3,353,2023-08-16
4045,44524861,36,5,8,"1,335",2023-08-16
4046,44523286,87,8,6,"1,577",2023-08-16
4047,44503669,37,1,5,477,2023-08-16
4048,44408626,218,19,10,"3,123",2023-08-16
4049,44400694,92,12,3,"1,043",2023-08-16
4050,44365036,266,14,28,"1,876",2023-08-16
4051,44352631,138,12,5,"1,739",2023-08-16
4052,44318566,99,22,26,"2,359",2023-08-16
4053,44331544,147,16,14,"3,615",2023-08-16
4054,44314234,124,8,4,798,2023-08-16
4055,44280367,120,9,8,"2,315",2023-08-16
4056,44257306,22,3,6,533,2023-08-16
4057,44235967,161,18,5,"2,234",2023-08-16
4058,44228203,302,23,29,"3,000",2023-08-16
4059,44168686,55,1,11,"1,085",2023-08-16
4060,44163121,59,7,4,762,2023-08-16
4061,44088697,47,4,1,568,2023-08-16
4062,44083390,323,45,9,"3,584",2023-08-16
4063,44085211,34,5,10,499,2023-08-16
4064,44029230,13,,,231,2023-08-16
4065,44044239,5,,,29,2023-08-16
4066,44043678,13,,,112,2023-08-16
4067,43850620,62,8,24,525,2023-08-16
4068,43829439,54,,6,580,2023-08-16
4069,43845204,105,5,4,"1,208",2023-08-16
4070,43844863,89,7,4,"1,227",2023-08-16
4071,43838622,116,8,8,973,2023-08-16
4072,43594182,117,14,4,715,2023-08-16
4073,43814592,206,17,18,"2,044",2023-08-16
4074,43723593,173,8,7,"2,556",2023-08-16
4075,43480503,1,,,50,2023-08-16
4076,43479342,1,,,39,2023-08-16
4077,43461150,128,7,10,"2,997",2023-08-16
4078,43244620,23,5,2,378,2023-08-16
4079,43150861,30,,1,212,2023-08-16
4080,43100862,3,,3,42,2023-08-16
4081,43057926,204,16,20,"1,899",2023-08-16
4082,43017366,91,8,5,800,2023-08-16
4083,42929571,120,5,9,"3,037",2023-08-16
4084,42817701,141,9,8,"3,181",2023-08-16
4085,42804060,50,3,11,573,2023-08-16
4086,42733362,209,20,23,"1,203",2023-08-16
4087,42711834,128,12,12,"3,823",2023-08-16
4088,42703587,116,18,54,"1,274",2023-08-16
4089,42698055,11,,6,102,2023-08-16
4090,42673851,14,1,21,131,2023-08-16
4091,42353388,300,37,18,"3,149",2023-08-16
4092,42140697,45,6,2,"1,486",2023-08-16
4093,41708841,13,,5,109,2023-08-16
4094,41436312,19,1,2,"2,694",2023-08-16
4095,41406354,211,25,10,"2,495",2023-08-16
4096,41406843,168,18,7,"1,088",2023-08-16
4097,41403960,65,7,6,453,2023-08-16
4098,41403606,73,18,12,621,2023-08-16
4099,40837761,134,22,20,"1,586",2023-08-16
4100,41378439,19,3,2,269,2023-08-16
4101,41327292,25,1,3,361,2023-08-16
4102,41181165,108,9,2,"2,839",2023-08-16
4103,41150538,57,2,8,604,2023-08-16
4104,41150403,134,6,9,"1,489",2023-08-16
4105,40822290,89,5,4,"1,298",2023-08-16
4106,40758879,54,8,8,497,2023-08-16
4107,40049298,17,,12,62,2023-08-16
4108,39724113,45,2,28,322,2023-08-16
4109,39644610,74,11,6,654,2023-08-16
4110,39371013,128,11,17,"1,134",2023-08-16
4111,38985141,5,,1,50,2023-08-16
4112,38726418,65,9,9,663,2023-08-16
4113,38693130,53,11,10,287,2023-08-16
4114,38456155,22,1,,337,2023-08-16
4115,38456047,10,,,165,2023-08-16
4116,38455981,6,,,42,2023-08-16
4117,38353732,108,11,6,"1,000",2023-08-16
4118,38108749,32,2,14,367,2023-08-16
4119,37809556,519,97,154,"5,665",2023-08-16
4120,37767757,47,2,6,456,2023-08-16
4121,37663726,52,5,11,491,2023-08-16
4122,37641985,585,50,38,"4,576",2023-08-16
4123,37543237,104,13,12,"1,338",2023-08-16
4124,37499755,108,4,4,"2,255",2023-08-16
4125,37488253,174,9,11,"1,746",2023-08-16
4126,37460626,37,,,"1,322",2023-08-16
4127,37157191,125,17,21,"1,285",2023-08-16
4128,37044562,15,1,8,128,2023-08-16
4129,36746896,185,22,10,"3,164",2023-08-16
4130,35961451,103,5,4,"3,696",2023-08-16
4131,35959795,294,21,16,"2,531",2023-08-16
4132,35957389,67,6,2,575,2023-08-16
4133,35957182,92,9,5,790,2023-08-16
4134,35952211,47,4,3,573,2023-08-16
4135,35934856,97,16,16,679,2023-08-16
4136,35947474,120,9,4,967,2023-08-16
4137,35714974,15,1,3,111,2023-08-16
4138,35593156,143,10,2,"1,634",2023-08-16
4139,35589040,5,,,35,2023-08-16
4140,34934545,6,,1,184,2023-08-16
4141,34548994,217,22,12,"2,523",2023-08-16
4142,34238950,93,10,9,"3,214",2023-08-16
4143,34030168,75,7,1,"1,482",2023-08-16
4144,33994177,26,1,1,516,2023-08-16
4145,33828766,44,4,8,678,2023-08-16
4146,33673495,104,10,8,706,2023-08-16
4147,33632479,39,1,4,"3,112",2023-08-16
4148,33604453,99,13,11,642,2023-08-16
4149,33603901,64,10,4,681,2023-08-16
4150,33603517,24,2,3,262,2023-08-16
4151,33603397,24,5,2,454,2023-08-16
4152,33602119,18,1,6,243,2023-08-16
4153,33597295,142,10,8,"1,888",2023-08-16
4154,33510064,67,2,1,"1,287",2023-08-16
4155,33399550,9,,,141,2023-08-16
4156,33167092,29,1,2,623,2023-08-16
4157,33166024,36,1,4,720,2023-08-16
4158,33162718,31,2,7,577,2023-08-16
4159,33048874,25,1,2,206,2023-08-16
4160,32434663,163,12,31,"1,127",2023-08-16
4161,32400166,15,1,13,113,2023-08-16
4162,32090698,14,2,,191,2023-08-16
4163,31749520,631,75,266,"19,522",2023-08-16
4164,31241390,64,4,4,890,2023-08-16
4165,31227620,21,1,3,452,2023-08-16
4166,31005203,17,7,28,590,2023-08-16
4167,30891377,125,10,40,"1,203",2023-08-16
4168,30412464,75,3,15,"1,891",2023-08-16
4169,30357936,59,3,8,"4,046",2023-08-16
4170,30162747,319,26,28,"2,941",2023-08-16
4171,29639628,205,10,10,"1,544",2023-08-16
4172,29158182,237,23,24,"2,570",2023-08-16
4173,29022459,34,2,11,396,2023-08-16
4174,28896489,36,1,4,765,2023-08-16
4175,28748706,17,4,5,532,2023-08-16
4176,28701117,34,1,21,288,2023-08-16
4177,28570842,148,11,7,"1,798",2023-08-16
4178,28441131,105,2,4,"1,741",2023-08-16
4179,28339671,157,5,4,"3,085",2023-08-16
4180,28326390,106,3,4,"1,108",2023-08-16
4181,28328451,14,2,4,217,2023-08-16
4182,28327506,48,4,,351,2023-08-16
4183,28325595,147,17,3,"1,040",2023-08-16
4184,28318842,59,6,5,443,2023-08-16
4185,28318425,100,6,8,895,2023-08-16
4186,28072506,61,10,30,511,2023-08-16
4187,28310859,24,,4,174,2023-08-16
4188,28301892,8,1,4,69,2023-08-16
4189,28300128,107,10,9,890,2023-08-16
4190,28299708,32,,1,367,2023-08-16
4191,28120584,40,3,2,305,2023-08-16
4192,28030506,36,,2,556,2023-08-16
4193,27827257,147,10,24,"1,229",2023-08-16
4194,27720083,226,11,41,"2,269",2023-08-16
4195,27720470,53,1,,843,2023-08-16
4196,27642815,147,9,5,803,2023-08-16
4197,27604234,36,2,12,571,2023-08-16
4198,27585835,43,5,14,670,2023-08-16
4199,27570118,172,19,4,"4,466",2023-08-16
4200,27524713,66,4,10,"1,483",2023-08-16
4201,27405940,626,66,47,"5,321",2023-08-16
4202,27289444,928,84,33,"5,469",2023-08-16
4203,27237379,276,25,6,"5,366",2023-08-16
4204,27204560,230,22,6,"4,925",2023-08-16
4205,27178588,121,6,21,"2,888",2023-08-16
4206,27189397,201,10,7,"2,536",2023-08-16
4207,27141959,216,33,95,"5,573",2023-08-16
4208,27064024,86,13,10,558,2023-08-16
4209,27034102,296,17,11,"2,989",2023-08-16
4210,26924479,23,2,11,351,2023-08-16
4211,26794225,405,53,346,"13,191",2023-08-16
4212,26786782,177,21,16,"1,757",2023-08-16
4213,26625391,102,11,7,857,2023-08-16
